Epoch	SMILES	Valid	Desired	RDKit_Aggregate_TanimotoCombo	SA
8	CC(C)c1nc(Cl)nc(Nc2ccc(Cl)cc2Cl)n1	1.0	1	0.84	0.969
8	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1c1ccc(Cl)cc1	1.0	1	0.999	0.952
8	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1C#N	1.0	1	0.869	0.935
8	NCC1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.866	0.982
8	O=C(O)c1c(Oc2c(Cl)cc(Cl)cc2S(=O)(=O)O)cccc1	1.0	1	0.901	0.974
8	Cc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)c(C)cc1	1.0	1	0.691	0.954
8	CCc1ccccc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1cccc(C)c1C	1.0	1	0.92	0.976
8	CCn1cnc(S(=O)(=O)NCCc2ccc(Cl)cc2)c1	1.0	1	0.785	0.969
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2ncccn2)cc1	1.0	1	0.943	0.975
8	Nc1nn2c(O)c(Cc3cccc(Cl)c3Cl)c(C3CCCCC3)nc2n1	1.0	1	0.998	0.908
8	COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C(C)=O)cc1	1.0	1	0.938	0.959
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2ccncc2)C3=O)cc1	1.0	1	0.7	0.952
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	1	0.89	0.958
8	O=C(O)c1c(Oc2c(Cl)cccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.963	0.98
8	COc1ccc2c(c1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)cnc2O	0.0	0	0.0	0.0
8	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)c(Cl)cc1	1.0	1	1.0	0.923
8	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc(Cl)ccc1	1.0	1	0.561	0.97
8	Cc1c(N)cccc1Nc1c(Cl)cccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.961	0.974
8	CC(C)NS(=O)(=O)c1cccc(CNC(C)=O)c1Cl	1.0	1	0.825	0.975
8	O=C(NCCSCc1ccc(Cl)cc1)N1CCC(N2Cc3ccccc3NC2=O)CC1	1.0	1	0.489	0.956
8	O=C(O)c1ccccc1Oc1c(F)cc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.961	0.965
8	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc(Cl)ccc1	1.0	1	0.561	0.97
8	COc1nc2c(cc1NS(=O)(=O)c1ccc(Cl)cc1Cl)c(O)n2CCN)c1	0.0	0	0.0	0.0
8	O=C(NCCc1c(-c2ccc(F)cc2)[nH]c2cc(Cl)ccc12)NO	1.0	1	0.753	0.967
8	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(C)cc2)cc1	1.0	1	0.9	0.954
8	O=C(O)c1c(Oc2cnccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.966	0.978
8	Nc1nn2c(O)c(Cc3ccc(Cl)c(Cl)c3)c(C3CCCC3)nc2n1	1.0	1	0.98	0.917
8	Cc1cc(NS(=O)(=O)c2cc(C(F)(F)F)c(Cl)cc2)c(S(=O)(=O)NCCN2CCCCC2)c(F)c1	1.0	1	0.811	0.939
8	O=C(c1ccccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	1	0.829	0.98
8	Cc1cc(NS(=O)(=O)c2cc(C(F)(F)F)c(Cl)cc2)c(C)nc1	1.0	1	0.724	0.969
8	Cc1nc(Cl)nn1C1CN2CCC1CC2	1.0	1	0.807	0.403
8	Cn1ncc2c1cccc2NS(=O)(=O)c1c(C)cccc1	1.0	1	0.881	0.98
8	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc(Cl)c(Cl)cc1	1.0	1	0.53	0.967
8	COc1nc(Cl)ncc1NS(=O)(=O)c1cccc(Cl)c1F	1.0	1	0.893	0.952
8	CC1CN(c2nc(Cl)c(C)c(Cl)c2)C(=O)O1	1.0	1	0.787	0.77
8	O=C(O)c1c(Oc2cnccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	1	0.939	0.972
8	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1	1.0	1	0.676	0.976
8	O=C(NCCN(C1=NS(=O)(=O)c2ccccc21)c1ccccc1)N1CCCC1	1.0	1	0.777	0.95
8	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)ccc1	1.0	1	1.0	0.929
8	COc1cc(C(=O)NCCN2CCCCC2)ccc1Nc1ccccc1C(C)C	1.0	1	0.589	0.98
8	COc1nc(CO)c(Cl)nc1NC(=O)c1ccccc1	1.0	1	0.837	0.968
8	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc(Cl)ccc1	1.0	1	0.561	0.97
8	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.972	0.984
8	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CCCCC3)nc2n1	1.0	1	0.895	0.926
8	O=C(O)c1c(Oc2cnccc2NS(=O)(=O)c2ccc(Cl)s2)cccc1	1.0	1	0.917	0.964
8	CNC(=O)c1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)cc3)c3ccccc23)ccc1	1.0	1	0.842	0.974
8	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)c(Cl)c1	1.0	1	1.0	0.923
8	O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)	0.0	0	0.0	0.0
8	O=S(=O)(Nc1ncc(Cl)nc1OCc1cc(Br)ccc1)c1ccccc1	1.0	1	0.935	0.969
8	N#Cc1cc(Cl)c(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.839	0.986
8	CC(C)NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(Cl)s2)c1	1.0	1	0.742	0.974
8	COc1cc(C(=N)N)ccn1Cl	0.0	0	0.0	0.0
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncn2)cc1	1.0	1	0.806	0.967
8	CNC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.848	0.981
8	CC(=O)Nc1ccc(S(=O)(=O)NCCCN2CCC(NS(=O)(=O)c3ccc(Cl)cc3)CC2)cc1	1.0	0	0.348	0.972
9	N#Cc1cc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)ccc1	1.0	1	0.921	0.982
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2)cc1	1.0	1	0.877	0.987
9	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(NC(=O)CO)c3)c2ccc1	1.0	1	0.79	0.942
9	CC(C)c1nc2nc(N)nn2c(O)c1Br	1.0	1	0.997	0.859
9	COc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cnc1	1.0	1	0.646	0.939
9	COc1ccc(SCc2nc3nc(Cc4ccccc4)nn3c(O)c2)cc1Cl	1.0	1	0.951	0.948
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	1	0.89	0.958
9	NCC1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.866	0.982
9	O=S1(=O)NC(NCc2ccccc2)=Nc2c1cc(Cl)cc2O	1.0	1	0.863	0.899
9	O=C(c1ccccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cccc(Cl)c2)cc1	1.0	1	0.825	0.983
9	O=[N+]([O-])c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.968	0.977
9	CS(=O)(=O)NS(=O)(=O)c1cc(F)c(Cl)cc1	1.0	1	0.636	0.969
9	Cc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2CO)ccc1N	1.0	1	0.739	0.979
9	O=C(C1c2ccccc2CN1)c1ccccc1Oc1ccccc1	1.0	1	0.92	0.944
9	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)s2)CC1	1.0	1	0.833	0.97
9	O=C(C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1C1CCCCC1)c1ccccc1	1.0	1	0.987	0.904
9	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1cc(Br)ccc11	0.0	0	0.0	0.0
9	Cc1cc(NS(=O)(=O)c2cc(C(F)(F)F)c(Cl)cc2)c(C)cc1	1.0	1	0.834	0.982
9	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(S(=O)(=O)Nc3cccc(Cl)c3Cl)cc2)cccn1	1.0	0	0.005	0.956
9	O=S(=O)(Nc1cc(Cl)c(Cl)nc1)c1ccccc1	1.0	1	0.911	0.986
9	COC(=O)CCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.929
9	COc1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)ccc1	1.0	1	0.872	0.979
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.929
9	COc1ccc(C(C)Nc2nc(NCC(=O)N3CCCC3)nc3ccccc23C)cnc1	0.0	0	0.0	0.0
9	Nc1nn2c(O)c(Cc3ccccc3)c(Br)cc2n1	1.0	1	0.999	0.944
9	CC(=O)C1=C(O)C(=O)N(c2cc(C(F)(F)F)cc(C(=O)O)c2)C1CO	1.0	1	0.91	0.857
9	O=C(O)c1c(Oc2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.956	0.983
9	COc1cc(C(=O)NCCNC(=O)c2cccc[n+]2[O-])ccc1NC(C)=O	1.0	1	0.516	0.962
9	O=C(O)c1ccccc1Oc1c(F)cccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.956	0.973
9	COc1ccc(-c2cc(SCc3nc(-c4ccc(Cl)cc4)no3)ccc2O)cc1	1.0	1	0.697	0.974
9	Nc1nn2c(O)c(Cc3cccc(F)c3)c(CCCCN3CCCCC3)nc2n1	1.0	1	0.995	0.93
9	COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(N(C)C)cc4)cc3)c2cc1C	1.0	1	0.453	0.97
9	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)c(Cl)c(Cl)c2)C1c1cc(Br)ccc1	1.0	1	0.998	0.9
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccc(S(C)(=O)=O)cc2)cc1	1.0	1	0.864	0.975
9	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1N1CCCC1	1.0	1	0.877	0.986
9	CN1C(C(=O)c2ccccc2)=C(O)C(=O)c2c1cccc2C[O-]	1.0	1	0.841	0.924
9	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1c1ccc(Cl)cc1	1.0	1	0.999	0.956
9	CCCOc1c(Cl)cc(C(=O)Nc2ccc(S(=O)(=O)Nc3cccc(C(=O)OC)c3)cc2)cc1	1.0	1	0.446	0.98
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2)cc1	1.0	1	0.877	0.987
9	COc1nc(Cl)cnc1NS(=O)(=O)c1c	0.0	0	0.0	0.0
9	COc1c(C)nc(N2CCC(N)C2)c2ccccc12	1.0	1	0.916	0.926
9	Cc1nnc(-c2cccc(C(=O)c3ccccc3)c2)c2ccoc12	1.0	1	0.897	0.969
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.929
9	O=C(O)c1c(Oc2ncccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cncc1	1.0	1	0.904	0.961
9	CC(C)n1nc(NS(=O)(=O)c2cccc(Cl)c2Cl)c2ccccc21	1.0	1	0.892	0.964
9	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.846	0.984
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Br)cc(C(F)(F)F)c1	1.0	1	0.999	0.883
9	O=S(=O)(Nc1ncc(Cl)nc1OCc1cc(Br)ccc1)c1ccc(Cl)c(Cl)c1	1.0	1	0.925	0.958
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cccn2)cc1	1.0	1	0.848	0.97
9	Nc1nn2c(O)c(Cc3cccc(Br)c3)c(C3CCC3)nc2n1	1.0	1	1.0	0.914
9	CC(=O)C1=C(O)C(=O)N(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1C1CCCCO1	1.0	1	0.992	0.726
9	O=C(NCCN1CC1)Nc1ccc(Oc2ccc(Cl)cc2)cc1	1.0	1	0.672	0.99
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)c(Cl)c1	1.0	1	1.0	0.923
9	CC(C)COc1nc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.948	0.966
9	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.947	0.986
9	O=C(NCCN1CCN(Cc2ccccc2Cl)CC1)c1ccccc1Oc1ccc(Cl)cc1	1.0	1	0.66	0.981
9	O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1	1.0	1	0.478	0.974
9	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1cc(F)ccc1	1.0	1	0.999	0.952
9	Cc1cc(Oc2ccc(C(=O)c3ccccc3)cc2NC(C)=O)ccc1C	1.0	1	0.856	0.987
9	CCc1cccn1CC#CC(=O)c1ccncc1)c1ccc(Oc2ccccc2)cc1	0.0	0	0.0	0.0
9	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1C	1.0	1	0.878	0.958
9	COc1ccc(Cl)cc1C(=O)Nc1cccnc1N1CCCC1=O	1.0	1	0.839	0.977
9	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.887	0.968
9	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cc1	1.0	1	0.88	0.947
9	COc1ccc(C2(O)C(=O)Cc3c(cccc3)C(C3CC3)N2)cc1	1.0	1	0.884	0.774
9	Nc1nn2c(O)c(Cc3ccccc3)c(CCc3ccccc3)nc2n1	1.0	1	0.998	0.959
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Br)c(Br)cc1	1.0	1	1.0	0.891
9	CNc1nc(-c2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2)cccc1C()	0.0	0	0.0	0.0
9	Nc1nn2c(O)c(Cc3ccccc3)c(C3CC3)nc2n1	1.0	1	1.0	0.937
9	c1ccc(CN2CCN(c3ccc(C(F)(F)F)cc3)C2)cc1	1.0	1	0.838	0.984
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2ncc(Cl)cc2)cc1	1.0	1	0.889	0.975
9	Cc1c(Cl)cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	1	0.975	0.978
9	Cc1cccc(Cl)c1Sc1c(O)c(Cl)cc2c1N(Cc1c(O)c(O)c3ccccc3n1)CC2	1.0	1	0.742	0.851
9	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C(F)(F)F)cccc32)ccc1	1.0	1	0.79	0.926
9	COc1cc(Cl)ccc1C(=O)Nc1ccc(Cl)cc1S(=O)(=O)O	1.0	1	0.72	0.984
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	1	0.895	0.977
9	COc1nc(Br)nn1CNC(=O)c1ccccc1	1.0	1	0.848	0.944
9	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Br)cc1	1.0	1	0.999	0.953
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)c(Clc2ccccc2)c1	0.0	0	0.0	0.0
9	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C(C)C	1.0	1	0.967	0.937
9	COc1c(Oc2ccc(Cl)cc2NC(=O)c2ccccc2)ccc(C)c1	1.0	1	0.816	0.99
9	CC[N+]12CCC(CC1=O)c1ccccc12	1.0	1	0.461	0.154
9	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2F)C1c1ccc(C(F)(F)F)cc1	1.0	1	0.998	0.917
9	CCN(CC)C(=O)c1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)ccc1	1.0	1	0.764	0.975
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1cccn1)c1cccc(C(=O)c2ccccc2)c1	1.0	1	0.817	0.965
9	Nc1nn2c(O)c(Cc3ccccc3)c(C3CC3)nc2n1	1.0	1	1.0	0.937
9	O=C(O)c1ccccc1Oc1c(F)cc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.961	0.965
9	COc1c(Cl)ccc(NS(=O)(=O)c2ccc(C(=O)NC(C)C)cc2)c1N	1.0	1	0.689	0.972
9	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1C1CCCCC1	1.0	1	0.978	0.927
9	CNc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)c(Br)c1	1.0	1	0.867	0.927
9	COc1cc(OC)c(C=NNc2ccc(S(=O)(=O)Nc3sccc3C(=O)c3ccccc3)cc2)cc1	1.0	0	0.005	0.952
9	CCc1nc2c(c(C)nn2)c(C)n1	0.0	0	0.0	0.0
9	NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1N1CCCCC1=NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.848	0.922
9	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(C)c2ccc1	1.0	1	0.859	0.955
9	COc1ccc(S(=O)(=O)Nc2c(F)c(F)c(F)cc2F)cc1	1.0	1	0.897	0.978
9	O=C(O)c1c(Oc2c(Cl)cccc2NS(=O)(=O)c2ccc(Cl)s2)cccc1	1.0	1	0.976	0.968
9	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.834	0.984
9	CN(C)C(=O)c1ccc(C(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.874	0.992
9	COc1c(NS(=O)(=O)c2ccc(Cl)s2)nc(Cl)c(CCl)c1	1.0	1	0.87	0.936
9	COc1nc(CO)c(Cl)nc1N	1.0	1	0.534	0.887
10	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(NC(=O)C4CCCO4)c3)c2ccc1	1.0	0	0.005	0.851
10	Nc1nn2c(O)c(Cc3ccc(Cl)c(Cl)c3)c(C3CCC3)nc2n1	1.0	1	1.0	0.915
10	CNc1nnc(-c2ccccc2)c2c1cc(OS(=O)(=O)C(F)(F)F)cc2	1.0	1	0.767	0.956
10	NS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.688	0.981
10	COCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.725	0.984
10	NC(=O)C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccccc1	1.0	1	0.885	0.972
10	CCN(CC)C(=O)n1nc(C)c(OC)c1F	1.0	1	0.687	0.908
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.895	0.977
10	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NCCN3CCCC3)cc2)cccc1O	1.0	1	0.535	0.981
10	CN(C)C(=O)C1(C)CCN1C(=O)c1ccccc1OC1CCN(C(C)(C)C)CC1	1.0	1	0.855	0.82
10	CNS(=O)(=O)c1cccc(C(=O)Nc2ccccc2OC(F)(F)F)c1	1.0	1	0.677	0.982
10	COc1n(C)c(C(=O)Nc2ccc(C(=O)NC3CCCc4ccccc43)cc2)ccc1C	0.0	0	0.0	0.0
10	Nc1nn2c(O)c(Cc3cccc(F)c3)c(CCCc3ccccc3)nc2n1	1.0	1	0.996	0.947
10	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(F)cccc3n2)ccc1	0.0	0	0.0	0.0
10	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	1	0.617	0.974
10	COc1ccc(CNC(=O)C2CCN(c3c(C)nccc3C)CC2)cc1	1.0	1	0.695	0.976
10	O=S1(=O)NC(NCc2ccccc2)=Nc2c1cccc2O	1.0	1	0.844	0.92
10	Cc1nnnn1Cc1cc(Br)ccc1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	1.0	1	0.897	0.958
10	COc1nc(OC)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	1	0.795	0.976
10	CN(C)C(=O)C(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnccc2)cc1	1.0	1	0.823	0.955
10	CC(=O)C1=C(O)C(=O)N(c2ccc(C(F)(F)F)cc2)C1C1CCCCC1	1.0	1	0.991	0.907
10	CC(=O)C1=C(O)C(=O)N(c2ccc(C(C)(C)C)cc2)C1c1cc(Br)ccc1	1.0	1	0.998	0.933
10	CN(C)CCn1c(O)c(Cc2ccccc2)c2ccc(C(=O)O)cc21)	0.0	0	0.0	0.0
10	CCc1ccc(Oc2c(C(=O)Nc3cnc(C(C)NC(C)=O)cn3)cccc2)cc1	1.0	1	0.815	0.931
10	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(C)cc2)cc1	1.0	1	0.91	0.977
10	Nc1nn2c(O)c(Cc3cccc(I)c3)c(CCc3ccccc3)nc2n1	1.0	1	0.986	0.934
10	CC(C)Sc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)C4CC4)CC3)c3c2cccc13)	1.0	0	0.005	0.413
10	O=C(NCCN1CCNCC1)c1cc(Oc2ccc(Cl)cc2NC(=O)c2ccccc2)ccc1	1.0	1	0.569	0.976
10	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2F)C1C1CCCCC1	1.0	1	0.989	0.9
10	CC(C)(c1ncco1)c1ccccc1OC(F)(F)F	1.0	1	0.872	0.92
10	N#Cc1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.968	0.983
10	CC(=O)CC(=O)c1cc(Cl)c(N)cc1Cl	1.0	1	0.762	0.966
10	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cnn1	1.0	1	0.838	0.959
10	Cc1nnnn1Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.98	0.962
10	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	1	0.52	0.969
10	O=C(O)c1ccccc1Oc1c(F)cccc1	1.0	1	0.908	0.992
10	Oc1cc(CSc2cccc(Br)c2F)nc2nc(C3CCCCC3)nn12	1.0	1	0.939	0.889
10	CC(=O)c1c(N(C)C)cccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1Cl	1.0	1	0.913	0.957
10	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.86	0.977
10	CC(=O)C1=C(O)C(=O)N(c2cc(C)c(C)cc2)C1c1cc(Br)ccc1	1.0	1	0.999	0.938
10	CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2F)C1C1CCCCC1	1.0	1	0.999	0.902
10	CCNC(=O)Nc1cc(Oc2ccc(Cl)cc2NC(=O)c2ccccc2)ccc1O	1.0	1	0.652	0.981
10	CS(=O)(=O)Nc1ccc(C(=O)NCCN2CCCCC2)cc1Cl	1.0	1	0.736	0.983
10	COc1c(Cl)ccc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c(Oc2cncc(Cl)c2)c1	0.0	0	0.0	0.0
10	Cc1cc(NS(=O)(=O)c2ccc(C(=O)OCC(C)(C)C)cc2)ccc[n+]1	0.0	0	0.0	0.0
10	COc1c(NS(=O)(=O)c2ccc(Cl)s2)nccc1C(Br)	1.0	1	0.857	0.939
10	Nc1nn2c(O)c(Cc3ccccc3Cl)c(C3CC3)nc2n1	1.0	1	0.999	0.921
10	COc1ccc2c(c1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(N)n2n1	0.0	0	0.0	0.0
10	Nn1c(Cc2ccccc2)nc2cc(C(=O)c3ccccc3)ccc21	1.0	1	0.731	0.98
10	N#Cc1cc(S(=O)(=O)Nc2cc(Cl)c(Cl)cc2N2CCOCC2)ccc1	1.0	1	0.96	0.968
10	Cc1nnnn1Cc1cccc(Cl)c1Cl	1.0	1	0.836	0.968
10	COc1nc(F)c(F)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.921	0.93
10	Nc1nn2c(NS(=O)(=O)c3c(Cl)cc(Cl)cc3)cccc2n1	1.0	1	0.974	0.949
10	C=CCOc1c(Cl)cc(C(=O)NCCNc2ccc(C(C)(C)C)cc2)cc1	1.0	1	0.637	0.977
10	Cc1nc(NCCO)c(C(=O)Nc2ccccc2)n1	0.0	0	0.0	0.0
10	O=S(=O)(Nc1ncccn1)c1cc(Cl)c(Cl)cc1	1.0	1	0.796	0.983
10	O=C(O)c1c(Oc2cccc(F)c2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	1	0.984	0.974
10	Nc1nnc(S)nn1	1.0	1	0.364	0.588
10	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Cl)cc1	1.0	1	0.999	0.958
10	COc1c(S(=O)(=O)NCCN2CCOCC2)cccc1CCc1ccc(OC)cc1	1.0	1	0.622	0.97
10	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1	1.0	1	0.634	0.973
10	O=S(=O)(Nc1cc(Cl)ccc1Cn1cnc2ccccc21)c1ccc(Cl)c(Cl)c1	1.0	1	0.978	0.972
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(S(C)(=O)=O)cc2)cc1	1.0	1	0.856	0.961
10	O=C(O)Nc1ccc(C(=O)c2cccc(C(=O)c3ccccc3)c2)cc1	1.0	1	0.724	0.988
10	CCc1nn2c(C)cc(C)nc2c1C	1.0	1	0.684	0.955
