Epoch	SMILES	Valid	Desired	RDKit_Aggregate_5refs_TanimotoCombo	SA
1	NC(=NOC(=O)c1cccc(Br)c1)c1ccc(O)cc1	1.0	0	0.77	0.979
1	NCc1ccc(OS(=O)(=O)c2ccccc2)cc1	1.0	0	0.843	0.989
1	CCOc1ccc(Cc2c(Cl)nc3ccc(C(=O)NCc4ccco4)cc3c2OC)cc1	1.0	0	0.0	0.963
1	COc1c(O)ccc2cc(-c3ccc(Cl)cc3)oc12	1.0	0	0.785	0.978
1	OC(C=Cc1ccccc1)c1ccccc1	1.0	0	0.915	0.971
1	CC(=NNc1nc2ccccc2s1)c1ccccc1	1.0	0	0.919	0.985
1	O=C(NCc1ccc(Cl)cc1Cl)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1	1.0	0	0.699	0.982
1	Cn1nc(C2CC2)nc1-c1nc(-c2cccc3[nH]ccc23)nc(N)n1	1.0	0	0.829	0.914
1	COc1ccccc1NC(=O)CC(=O)c1cccs1	1.0	0	0.856	0.986
1	CCCNC(=O)CN1CCC(c2nc3ccccc3[nH]2)CC1	1.0	0	0.868	0.98
1	CC(=O)c1ccc(CC2CCN(CC(O)COc3c(C)cc(-n4cnnc4)cc3)CC2)cc1	1.0	0	0.0	0.888
1	COc1ccc(-n2nc(C(=O)NCC(=O)N3CCN(c4ccccc4)CC3)c3ccccc3c2=O)c(C)cc1	0.0	0	0.0	0.0
1	CN(C)CCNS(=O)(=O)c1ccc(Oc2cccc(Cl)c2C#N)cc1	1.0	0	0.78	0.974
1	O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1nc(-c2ccc(Cl)cc2)cs1	1.0	0	0.0	0.954
1	Nc1ncc(Cl)nc1CNC(=O)CC(NS(=O)(=O)c1ccc(F)cc1)C(=O)NO	1.0	0	0.728	0.851
1	N#Cc1ccc(OCCN2CCCCCC2)c([N+](=O)[O-])c1	1.0	0	0.884	0.979
1	O=C(CCC1CCCC1)n1c(-c2ccc(-c3ccccc3)cc2)nc2ccccc21	1.0	0	0.736	0.975
1	CC(=O)Nc1nnc(COc2ccccc2)s1	1.0	0	0.879	0.986
1	CC(C)(C)c1ccc(C(=O)Nc2cn3ccccc3n2)cc1	1.0	0	0.79	0.978
1	O=C(c1ccc(S(=O)(=O)Cc2ccccc2)cc1)N1CCCCCC1	1.0	0	0.784	0.988
1	COCC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(C)ccc32)CC1	1.0	0	0.862	0.955
1	Cc1cc(NC(=O)CSc2nnc(NCc3ccccc3)s2)cs1	1.0	0	0.792	0.964
1	O=C(NCCc1ccccc1)Nc1ccc(NS(=O)(=O)c2cccc3[nH]ccc23)cc1	1.0	0	0.0	0.978
1	CN(C)c1ccc(-c2cc(C(=O)NCCCN3CCOCC3)nc3ccccc23)cc1	1.0	0	0.0	0.972
1	COc1ccc(C2(c3ccc(OC(C)=O)cc3)NC(=O)N(COC(=O)c3cccc(S(C)(=O)=O)c3)C2=S)cc1	1.0	0	0.0	0.821
1	CNC(=O)NC(=O)CSc1n[nH]c(-c2ccccc2)n1	1.0	0	0.75	0.975
1	COc1ccccc1N1CCN(CCCC(=O)NCc2ccco2)CC1	1.0	0	0.699	0.982
1	COc1ccc(Cc2nc3ccccc3c3nc4ccccc4n23)cc1	1.0	0	0.966	0.982
1	COc1ccc(CCNC(=O)COc2ccc(S(=O)(=O)NCCC(C)C)cc2OC)cc1	1.0	0	0.0	0.978
1	O=[N+]([O-])c1ccc2nc(-c3ccc(CN4CCC(c5nc6ccccc6[nH]5)NCCC4)cc3)cnc2c1	1.0	0	0.0	0.866
1	COc1cc(C)c(S(=O)(=O)N(C)CC(=O)Nc2cc(Cl)ccc2OC)c(C)c1Cl	1.0	0	0.921	0.965
1	CCn1c(O)c2c(c1O)C1(C(=O)O)CCCC1=S2	1.0	0	0.772	0.204
1	c1cc(SC2CC2)c2ccc(NS(=O)(=O)c3ccc(O)nc3)cc2c1	1.0	0	0.754	0.94
1	COC(=O)COc1cccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1	1.0	0	0.85	0.984
1	CCCCCCCCOc1ccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2O)cc1	1.0	0	0.729	0.977
1	COc1nc(C)c(NC(=O)C(NS(=O)(=O)c2ccccc2F)C(C)C)c(C)c1Br	1.0	0	0.85	0.87
1	O=C(CSc1ccccn1)NC(=S)NCc1ccccc1	1.0	0	0.758	0.982
1	CN(C)c1ncnc2ccc(-c3cccc(C#N)n3)cc12	1.0	0	0.775	0.955
1	COc1ccc(S(=O)(=O)N2CCOC2CCNC(=O)C(=O)NCc2cccnc2)cc1C	1.0	0	0.0	0.871
1	Cc1nnc(SCC(=O)Nc2ccc(F)c(F)c2)s1	1.0	0	0.917	0.981
1	COc1ccc(OC)c(C(F)(F)C(F)(F)F)c1	1.0	0	0.857	0.973
1	Cn1nccc1C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)OCO3)cn1	1.0	0	0.619	0.969
1	Nc1ccccc1NC(=O)c1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1	1.0	0	0.0	0.945
1	NCCCCCCN(Cc1ccccc1)C(=O)C(O)C(Cc1ccccc1)NC(=O)c1ccccc1	1.0	0	0.0	0.893
1	O=C(Cn1cnc2ccccc2c1=O)N1CCOCC1	1.0	0	0.969	0.984
1	CC(C)(C)CS(=O)(=O)N1CCC2CCNC2C1	1.0	0	0.896	0.721
1	COc1ccc(C(=O)N(Cc2ccccc2)c2ncc(C(F)(F)F)cc2Cl)cc1	1.0	0	0.978	0.974
1	O=[N+]([O-])c1ccc(-c2nnc(-c3ccccc3)o2)cc1	1.0	0	0.859	0.988
1	CCCCCC=CCC=CCCCCCCCCC1COC(c2ccccc2)O1	1.0	0	0.0	0.81
1	CC(=NNc1nc2cc(C)cc(C)c2cc1Cl)c1ccc(O)cc1	1.0	0	0.92	0.966
1	COc1nc(OC)nc(Oc2ccc(Cl)cc2)n1	1.0	0	0.915	0.975
1	COc1ccc(C(C(O)CNC(C)C)NNc2ccc3c(c2)OCO3)cc1	1.0	0	0.849	0.815
1	Cc1c(Cc2ccccc2)n(Cc2ccc(O)cc2)c2ccccc12	1.0	0	0.89	0.983
1	CC(c1ccccc1)c1cc2ccccc2[nH]1	1.0	0	0.889	0.962
1	C=CCc1c(C)ncnc1NC(C)=O	1.0	0	0.755	0.94
1	COC(=O)C(CC(C)=O)=C(OC)C(=O)OC	1.0	0	0.877	0.884
1	O=C(c1cc(F)ccn1)N1C2CCC1CC(NS(=O)(=O)c1ccc(OC(F)F)cc1)C2	1.0	0	0.0	0.488
1	CCN(CC)C(=O)CN1c2ccccc2CS1(=O)=O	1.0	0	0.847	0.937
1	O=C(CCC1CCCC1)NCCn1nnnc1-c1cccc(Cl)c1	1.0	0	0.807	0.97
1	NCCCSC1=CC(=O)c2ccccc2C1=O	1.0	0	0.81	0.959
1	CC1(C)Cc2c(sc(NS(=O)(=O)c3c(Cl)cccc3Cl)c2C(F)(F)F)C(=O)C1O	1.0	0	0.814	0.651
1	CC1Sc2ccc(S(=O)(=O)NCCCO)cc2NC1=O	1.0	0	0.857	0.898
1	CCOc1cc(C(=O)O)ccc1S(=O)(=O)NCCCN1CCOCC1	1.0	0	0.741	0.976
1	CC(=O)c1c(Nc2ccc(O)cc2)nc2c(Cl)cccc12	0.0	0	0.0	0.0
1	COc1ccc(CN2CCN(CC=C3CCCCC3)CC2)cc1	1.0	0	0.786	0.973
1	COc1ccc2c(c1)C(=O)N(CC1(O)CCCCC1)CC2	1.0	0	0.966	0.961
1	CCC(NC1C(=O)C(=O)C1=Nc1ccc(C(C)(C)C)cc1)C(=O)O	1.0	0	0.877	0.718
1	O=C(Nc1ccc(F)cn1)c1ccc([N+](=O)[O-])cc1C(F)(F)F	1.0	0	0.858	0.973
1	CCCCC(=O)N(C1CCCCC1)C(C)(C)C	1.0	0	0.918	0.963
1	COc1cc2c(C)c(CCN3Cc4ccccc4C3=O)c(=O)oc2cc1OC	1.0	0	0.801	0.965
1	CC(C)n1c(=O)c(C(=O)NCCC2=CCCCC2)cn2ncnc12	1.0	0	1.069	0.893
1	CCCS(=O)(=O)c1cccc(C#Cc2ccc(OC)cc2OC)c1	1.0	0	0.757	0.97
1	O=C(c1ccccc1)C(CN1CCCCC1)N1CCCCC1	1.0	0	1.0	0.951
1	Cc1cccc(C(=O)NC2CCNCC2)c1	1.0	0	0.826	0.987
1	NCc1ccc(CN2CCN(c3ccc(Cl)cc3)CC2)cc1	1.0	0	0.823	0.99
1	COc1cc(C(=O)NN=C2CCCCCCC2)cc(Br)c1O	1.0	0	0.861	0.965
1	OC1(c2cccnc2)CCN(c2ncnc3[nH]cnc23)CC1	1.0	0	0.936	0.91
1	CN(C)c1cccc2c1nnn2-c1cc(C(=O)O)c2ncc(-c3ccc(Cl)c(Cl)c3)n2n1	1.0	0	0.0	0.899
1	CCn1nnc(NC(=O)c2ccccc2)n1	1.0	0	0.859	0.98
1	CS(=O)(=O)CCCCCc1ccc(C(F)(F)F)cc1	1.0	0	0.773	0.984
1	CCNC(=O)NC(=O)CN(c1ncnc2cc(C(=O)NCCCCCCC(=O)NO)cnc12)C1CCC(F)(F)CC1	1.0	0	0.0	0.825
1	CC(=O)N(c1ccccc1)c1ccc(Cl)cc1Cl	1.0	0	0.916	0.985
1	NC(=O)c1ccc2nc(O)c(-c3ccc(F)c(Cl)c3)c(O)c2c1	1.0	0	0.877	0.957
1	COc1ccccc1C1c2ccccc2C(=O)N1CC(=O)c1ccc2c(c1)OCCO2	1.0	0	0.0	0.928
1	COc1ccc(CN2C(=O)C(CCC(=O)NCC(O)c3ccccc3)CCN2c2ccccc2)cc1	1.0	0	0.0	0.805
1	Cc1cc(NC(=O)COc2ccccc2F)n(-c2ccccc2)n1	1.0	0	0.816	0.986
1	CCCCCCCCC=CCCCCCCCCNC(=O)Nc1ccc(S(N)(=O)=O)cc1	1.0	0	0.0	0.968
1	CC(NC(=O)c1c(Cl)cccc1Cl)C1CCCCC1	1.0	0	0.887	0.958
1	COc1ccc(CC(=O)N2CCC(F)(C(=O)N3CCC(c4ccccc4)CC3)CC2)cc1	1.0	0	0.0	0.962
1	CCN(CC)C(=O)CNC(=O)c1nn(-c2ccc(OC)cc2OC)c(=O)c2c(C)csc12	1.0	0	0.0	0.929
1	CCCn1c(=O)c2[nH]c(-c3ccc(OCCCn4cc(C=CC(=O)C(C)C)c(C)c4)nn3)cc2n(CCC)c1=O	1.0	0	0.0	0.767
1	COc1cc(C=C2SC(=S)N(c3ccccc3)C2=O)on1	1.0	0	0.914	0.954
1	O=C1OCCC1Sc1nnnn1-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	1.0	0	0.853	0.842
1	CCOC(=O)Nc1nc(-c2ccccc2)cs1	1.0	0	0.807	0.989
1	COc1ccc(C(C)C)cc1S(=O)(=O)Nc1ccc(Cl)cn1	1.0	0	0.917	0.979
1	Cc1cc2nsnc2c1Nc1nccc(C)c1[N+](=O)[O-]	0.0	0	0.0	0.0
1	CCOC(=O)Oc1cncc(C(=O)OCC)c1N	1.0	0	0.86	0.958
1	O=C(C=Cc1cccn(CCCCCN2CCCC2=O)c1F)CNCCc1ccc(Cl)c(Cl)c1	0.0	0	0.0	0.0
1	O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1ccc(CN)o1	1.0	0	0.0	0.969
1	Nc1ccc(S(=O)(=O)c2ccc(Sc3c(Cl)cncc3Cl)cc2)cc1	1.0	0	0.826	0.962
1	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	1.0	0	0.847	0.976
1	COc1ccc(CC(CO)N=C(N)N2CCOCC2)cc1	1.0	0	0.885	0.893
1	COc1nc(C)c(-c2ccnc(Oc3ccc(C(=O)O)cc3)c2)n(CC(C)(C)O)c1=O	1.0	0	0.0	0.922
1	COc1ccc(-c2cc(C(=O)N3CCCC3c3cccnc3)nn(Cc3ccccc3)c2=O)cc1	1.0	0	0.0	0.919
1	COc1ccc(C(=O)Nc2ccc(Nc3ccccc3)cc2)cc1	1.0	0	0.657	0.994
1	NCC(=O)NC1CCC(Nc2cc(NC3CC3)n3ncc(C=C4NC(=O)NC4=O)c23)CC1	0.0	0	0.0	0.0
1	COC1CN(C(=O)Cn2cc(C(C)=O)cn2)C2CCc3ccc(C#N)cc3C21	1.0	0	0.898	0.583
1	CC(OC(c1ccccc1)c1ccccc1)c1cc[n+](CCO)c[n+]1[O-]	1.0	0	0.85	0.7
1	Cn1cnc2c1c(=O)n(CC(=O)O)c(=O)n2C	1.0	0	0.868	0.963
1	CCc1cccc(CC)c1Oc1ccc2c(N)nc(N)nc2c1	1.0	0	0.857	0.965
1	O=C(NCCNc1ccc(F)cc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	1.0	0	0.0	0.973
1	Fc1cccc(F)c1CSc1nnc(-c2ccncc2)s1	1.0	0	0.82	0.967
1	O=C(NCCCl)C(=O)Nc1cc(Cl)ccc1C(=O)c1ccccc1	1.0	0	0.867	0.981
1	CCCCN(C(=O)c1cnc(C(=O)Nc2ccc(C)c(C)c2)s1)C1CCOC1	1.0	0	0.766	0.862
1	Cc1cc(O)c(C)c2oc(C)c(C)c12	1.0	0	0.651	0.957
1	CN(C)CC(Oc1ccc(Cl)cc1)C1(O)CCCCC1	1.0	0	0.874	0.892
1	O=C1OC2(CCN(C(=O)Nc3cn(-c4cccc(Cl)c4)nn3)CC2)c2ccccc21	1.0	0	0.699	0.844
1	N#Cc1ccc(CC(CS)C(=O)O)cc1	1.0	0	0.808	0.938
1	COc1cc(C(C)C)cc(C(=O)Nc2nc(C)cs2)c1	1.0	0	0.761	0.981
1	COc1cccc(CNC(=O)c2cc(C)nc3ccccc23)c1	1.0	0	0.821	0.99
1	COc1ccc(CN2C3CCCC2CC(O)(c2nccn2C)C3)cc1OC	1.0	0	0.912	0.479
1	CCN(C(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1C)C1CCCCC1	1.0	0	0.788	0.96
1	CCCNC(=O)c1cccc2c1CCN(C(=O)CC(N)Cc1cc(Cl)ccc1CC)C2	1.0	0	0.0	0.893
1	O=C1CSC2(C(=O)N(Cc3ccccc3)c3ccccc3C2)N1	1.0	0	0.994	0.715
1	C#CCN(Cc1ccc2nc(C)c(CS(C)(=O)=O)cc2c1)c1c(Br)cc(C(=O)Nc2cc(O)cc3c2C(=O)c2ccccc2C3=O)c(C)n1	1.0	0	0.0	0.758
1	CN(C)C(=O)CN1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1	1.0	0	0.0	0.959
1	O=S1(=O)CCC(S(=O)(=O)Nc2ccc(OCc3ccccc3)cc2)CC1	1.0	0	0.727	0.975
1	CCOc1cccc(CN2CCN(c3cccc(OC)c3)CC2)c1	1.0	0	0.872	0.989
1	Cc1ccc(C(=O)OCC(=O)Nc2ccc3c(c2)OCO3)cc1C	1.0	0	0.766	0.987
1	O=C(O)C(Cc1ccccc1)Oc1ccc(OCc2cc(F)cc(F)c2)cc1	1.0	0	0.727	0.959
1	Cc1noc(C)c1Cn1cc(NC(=S)Nc2ccc(Cl)cc2)cn1	1.0	0	0.718	0.969
1	Cc1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)nn1	1.0	0	0.962	0.976
1	Cn1ncc(NC(=O)c2nc(-c3ccccc3F)sc2N)c1N1CCCC(N)CC1	1.0	0	0.756	0.832
1	CC(C)NC(=O)N1CCC(n2nnc3ccc(F)cc32)CC1	1.0	0	0.797	0.963
1	CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Cl)cc4)oc23)C(O)C1	1.0	0	0.821	0.776
1	COc1ccc(CNC(=O)c2cc3n(n2)CCCN3Cc2ccccc2)cc1	1.0	0	0.823	0.971
1	CCOC(=O)c1ccc(CN2CCSCC2)cc1	1.0	0	0.899	0.986
1	CC(N=c1c(O)c(O)c1=Nc1ccnc(NC2CCCCC2)c1F)C=Cc1ccccc1-c1ccccc1	1.0	0	0.0	0.602
1	Nc1cc(CN=c2c(O)c(O)c2=NC(c2cccc(C(F)(F)F)c2)c2cccc(C(F)F)c2)ccc1Cl	1.0	0	0.0	0.587
1	CCOC(=O)c1ccc(Cn2c(C3C3CC3C)c3ccc(C)cc3n2)cc1	0.0	0	0.0	0.0
1	COc1ccc(CNC(=O)c2ccc(-c3cccc(Cl)c3)o2)cc1	1.0	0	0.759	0.988
1	CNc1ncc2ccc(Cn3nc(C)cc3O)c(Cl)c2n1	1.0	0	1.043	0.891
1	O=S(=O)(c1ccc2c(c1)OC1Cc3[nH]c4ccccc4c3C1CC2)c1ccc(Cl)cc1Cl	1.0	0	0.0	0.744
1	CCCNC(=O)N1CC(OC)C(OC)C1	1.0	0	0.755	0.85
1	C=CCOc1ccc(C=C2NC(=O)N(CCC)C2=O)cc1	1.0	0	0.892	0.966
1	Cc1csc(N(C(=O)Cn2nnc3ccccc32)C(C)C)n1	1.0	0	0.863	0.949
1	c1ccc(-c2cc(NC3CCC3)n3ncnc3n2)cc1	1.0	0	0.871	0.971
1	O=C(O)c1ccc(NC(Cc2cn(Cc3ccc(C(F)(F)F)cc3)c3ccccc23)C(=O)O)cc1	1.0	0	0.0	0.926
1	CC(C)=CCCC(C)=CCCC(C)=CCC(C(=O)NCc1ccc(N(C)C)cc1)OC1OC(CO)C(O)C(O)C1O	1.0	0	0.0	0.298
1	COc1cccc(CNCC(O)c2ccc(O)c3nc(O)ccc23)c1	1.0	0	0.814	0.9
1	Oc1nc(Nc2cc(Cl)cc(Cl)c2)nc2scc(-c3cccs3)c12	1.0	0	0.817	0.936
1	CCCn1ncc2c(Nc3ccc(C(F)(F)F)cc3)c(C(=O)NCCCCCCCCCNc3c4ccccc4nc4ccccc34)ccc21	1.0	0	0.0	0.898
1	CS(=O)(=O)c1ccc2c(N)c(C#N)c(Cc3ccccc3)c(-c3cccs3)c2c1	1.0	0	0.899	0.945
1	O=S(=O)(NCCc1ccc(Cl)c(Cl)c1)c1ccc2c(c1)CNC(C(F)(F)F)C2	1.0	0	0.726	0.872
1	CCC(C(=O)NC1CCOCC1)n1cc(Cl)nc(OC)c1=O	1.0	0	0.868	0.826
1	CCCn1c(=O)c2c(nc3n2CCCN3c2cccc(CC)c2)n(C)c1=O	1.0	0	1.021	0.954
1	N=C(N)c1ccc(-n2nc(Cc3ccc(F)cc3)cc2-c2ccc(OC(F)(F)F)cc2)cc1	1.0	0	0.0	0.96
1	Cn1ccnc1C(c1cc(Cl)cc(Cl)c1O)N1C(=O)c2ccccc2C1=O	1.0	0	0.891	0.877
1	Oc1ccc(NC(=Nc2ccc(Cl)cc2)c2cccc(Cl)c2)cc1	1.0	0	0.839	0.978
1	O=C(O)C1CCN(c2cc(N3CCN(C(=O)c4ccccc4)CC3)cc3ccccc23)CC1	1.0	0	0.0	0.975
1	CCCCCCCCCCCCCCC(C)OC(=O)COC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C)cc1	1.0	0	0.0	0.86
1	CN(C)C1CCC(c2ccc(C(F)(F)F)cc2)c2ccccc21	1.0	0	1.047	0.879
1	CN(CCc1ccccc1)C(=S)Nc1ccc(OC(F)(F)C(F)F)cc1	1.0	0	0.661	0.968
1	Cc1ccc(C(C)=NNC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2)cc1[N+](=O)[O-]	1.0	0	0.818	0.916
1	CC(C)C=Cc1ncc2c(N)nc(C)nc2n1	1.0	0	0.781	0.846
1	Cc1cnc(-c2nnc(N(C)C(=O)c3cncs3)s2)o1	1.0	0	0.858	0.803
1	Cc1cc(CNC(=O)CCNC(=O)c2ccco2)nn1Cc1cccc(C(=N)N)c1	1.0	0	0.635	0.957
1	Oc1c2cnnc-2c2cc(F)c(-c3ccc(F)nc3)cc2n1CC(F)(F)c1ccccc1	1.0	0	0.0	0.859
1	CC(=O)NC(C)c1ccc(OC2CN(C(c)c3ccccc3)CC2O)cc1	0.0	0	0.0	0.0
1	CCN(CCCNCc1ccc(Cl)cc1)C1CC(C)N(Cc2ccc(Cl)cc2)S1(=O)=O	1.0	0	0.0	0.715
1	CC(C)(C)c1ccc(CCC2C3c4ccccc4C(c4ccccc43)NC2=O)cc1	1.0	0	0.754	0.672
1	COc1ccc(C(CO)NC(=O)c2cc(C(C)C)c(O)c(C(C)C)c2)cc1	1.0	0	0.778	0.928
1	Cc1nn(CC(=O)Nc2ccc(Cl)cc2)c(=O)c2cccnc12	1.0	0	0.914	0.983
1	O=C(Cc1cccc(C(F)(F)F)c1)Nc1sc2c(c1C(=O)N1CCOCC1)CCCCC2	1.0	0	0.0	0.961
1	CC(=O)NC1=NC(=O)C(=Cc2ccc(C)o2)S1	1.0	0	0.789	0.952
1	Cc1ccc(-c2c(C(=O)Nn3c(C)nc4ccccc4[n+]3=O)ccc3c4ccccc4nc-3c2O)cc1	1.0	0	0.0	0.867
1	CC(=NNC(=O)c1c(C)nc2ccccn12)c1ccc(Cl)cc1	1.0	0	0.89	0.972
1	CCOc1ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc1	1.0	0	0.85	0.971
1	Cn1cc(-c2cc3c(cc2C(F)(F)F)nc(O)n3C2CC(F)C(C)C2)nn1	1.0	0	0.877	0.35
1	CC(C)(NC(=O)c1ccnc(-c2ccc(F)cc2)n1)C(F)(F)F	1.0	0	0.75	0.959
1	CC(=O)Nc1ccc(NC(=O)c2ccccc2C)cc1	1.0	0	0.788	0.994
1	CCn1nnc2cc(C(=O)N3CCCC3)ccc21	1.0	0	1.073	0.982
1	COc1ncc2nc(C)c(=O)n(-c3cccc(Cl)c3)c2n1	1.0	0	0.851	0.961
1	Cc1cccc(Cl)c1NC(=O)c1cccnc1	1.0	0	0.799	0.99
1	O=C(O)CCSc1nnc(COc2ccc(Cl)cc2)n1-c1ccccc1	1.0	0	0.839	0.981
1	CCn1nc(Cc2ccc(O)cc2)ccc1=O	1.0	0	0.902	0.978
1	COc1ccc(OC)c(S(=O)(=O)Nc2cc3c(Oc4ccc(F)cc4F)cccc3s2)c1	1.0	0	0.0	0.957
1	CC1(C(=O)NCc2ccc(Cl)c(Cl)c2)Cc2c(-c3ccccc3)ccnc2O1	1.0	0	0.778	0.902
1	CC(=O)c1cc(O)c(O)c(O)c1	1.0	0	0.629	0.975
1	COc1ccc(S(=O)(=O)CCC#N)cc1C	1.0	0	0.807	0.975
1	CCc1ccc(CCn2cnc(-c3cc(-c4ccnnc4)cnc3N)c2-c2ccc(N(C)C)cc2)cc1	1.0	0	0.0	0.914
1	CC(C(=O)NO)N(Cc1ccc([N+](=O)[O-])cc1)C(=S)Nc1ccc(F)cc1F	1.0	0	0.836	0.897
1	COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(-c5ccccc5)c(=O)n4C)cc3F)ccnc2c1	1.0	0	0.0	0.946
1	O=C(Nc1nc2cccc(Cl)c2c2[nH]c(-c3ccccc3)nc12)C1CCCCC1	1.0	0	0.772	0.957
1	Cc1nn(Cc2ccccc2)c(C)c1NC(=O)c1ccco1	1.0	0	0.779	0.984
1	Nc1ncnc2c1nc(Sc1ccc([N+](=O)[O-])cc1)n2C1OC(CO)C(O)C1O	1.0	0	0.964	0.602
1	CCCC(CCC)C(=O)NCc1cc(-c2cccs2)on1	1.0	0	0.835	0.956
1	O=[N+]([O-])c1cc(S(=O)(=O)N2CCCC2)ccc1Cl	1.0	0	0.871	0.985
1	CN(C(=O)c1cc(-c2ccc(Cl)cc2)nc(-c2ccccc2)c1)N1CCOCC1	1.0	0	0.742	0.962
1	Cn1cccc1C(=O)NN=C(c1ccncc1)c1ccc(CCN2CCOCC2)cc1	1.0	0	0.0	0.95
1	OCC1OC(Sc2ccc(Cl)cc2)C(O)C(O)C1O	1.0	0	0.871	0.718
1	NC(=O)c1ncc(NS(=O)(=O)c2ccc(F)cc2)c2oc3ccccc3c12	1.0	0	0.796	0.955
1	CC(=O)Nc1cc(C(F)(F)F)ccc1OCc1ccc(C)cc1	1.0	0	0.871	0.988
1	Cc1ccc(CNC(=O)C2C(=O)Nc3ccccc32)o1	1.0	0	0.861	0.925
1	Cc1ccc(C(=O)CC(C(=O)O)c2ccc(Cl)cc2)cc1	1.0	0	0.887	0.971
1	Fc1cccc(C[n+]2ccc(C(C)(C(=O)NO)CCO)cc2)c1	1.0	0	0.77	0.77
1	Nc1ncnc2c1sc1cc(-c3cccc(F)c3)ccc12	1.0	0	0.811	0.967
1	CCOc1[nH]nc2cc(NC(=O)NC(C)c3ccc(F)cc3)nc(C)c12	1.0	0	0.734	0.852
1	CCOCCC(=O)O	1.0	0	0.494	0.986
1	Oc1cccc2c3c(cc(Cl)c12)CCN(c1cc(NCc2ccccc2)nc(-c4ccccc4)nc12)CC3	0.0	0	0.0	0.0
1	Cc1cc(Oc2cccnc2)cc(C(=O)Nc2ccc(Cl)cn2)c1	1.0	0	0.813	0.979
1	CCCC(=O)N1CCC(Oc2cc3c(Nc4cc(Cl)c(Cl)c(Cl)c4)ncnc3c2)C1	0.0	0	0.0	0.0
1	CSc1ccc(CN2c3ccccc3CC2C)cc1	1.0	0	0.927	0.961
1	O=[N+]([O-])c1ccc(C(=S)N2C(=O)c3cccnc3C2=O)cc1	1.0	0	0.889	0.948
1	N#CCCN(C(=O)COC(=O)c1cncc(Br)c1)c1ccccc1	1.0	0	0.818	0.969
1	Cc1cc(C)n2nncc2c1-c1ccc(Cl)cc1	1.0	0	0.839	0.959
1	CCc1nn2c(O)cc(C)nc2c1-c1ccc(Cl)c(Cl)c1	1.0	0	0.925	0.947
1	Cc1noc(NS(=O)(=O)c2ccccc2-c2cnc(C)nc2)c1C	1.0	0	0.964	0.955
1	COCCC(=O)N1CCC(CNc2nc3c(s2)CCCc2ccc(OC)cc2-3)CC1	1.0	0	0.713	0.948
1	Cc1cccc(C(=O)NN=C2CSc3ccccc3N2CC(C)C)c1	1.0	0	0.881	0.945
1	Cc1ccc(CC(CC(=O)O)C(=O)NC(C)C(=O)NCc2ccc(CN)cc2)cc1	1.0	0	0.687	0.915
1	CC(=O)OC1CCC2(C)C(=NOCc3ccccc3)CCC2(C)C1CCO	1.0	0	0.754	0.448
1	CCOC(=O)C1CCCN(C(=S)Nc2ccc(C)cc2C(F)(F)F)C1	1.0	0	0.868	0.928
1	Cc1ccc(NC(=O)c2cccc3ccccc23)cc1	1.0	0	0.835	0.994
1	CC1(C)CCC2(C)c3ccc(O)cc3CCC1O2	1.0	0	0.784	0.313
1	Cc1cc(F)ccc1S(=O)(=O)NCc1ccccc1CN1CCCCCCC1	1.0	0	0.918	0.979
1	COc1nc(NC(=O)Cc2ccc(Oc3ccccc3)cc2)ccc1Br	1.0	0	0.731	0.981
1	COc1ccc(C(=O)NCc2cc(F)c(F)c(F)c2)c(OC)c1	1.0	0	0.88	0.984
1	CCOc1nsnc1NS(=O)(=O)c1ccc2c(c1)OCCO2	1.0	0	0.927	0.94
1	Oc1nc(O)c(Cl)c(Cl)n1	1.0	0	0.824	0.801
1	COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NCCCN(C)C)c2n1	1.0	0	0.0	0.797
1	CC(C)CNC(=O)c1ccc(COc2ccccc2)cc1	1.0	0	0.789	0.993
1	O=C(O)CCCC=C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	1.0	0	0.76	0.391
1	Cc1cc(C(F)(F)F)c2[nH]c3c(c2c1)CN(C)C(=O)CN3c1cccc2cccnc12	1.0	0	0.0	0.867
1	COc1ccccc1NC(=O)CSc1nnc(COc2ccccc2)n1CCc1ccccc1	1.0	0	0.0	0.979
