Epoch	SMILES	Valid	Desired	CDPKit_ROCS_TanimotoCombo	SA
8	CN(Cc1cc2ccccc2nc1)C(C)CO	1.0	1	0.693	0.942
8	COc1nn(C2COC2)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)ccn2	1.0	1	0.662	0.912
8	CNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1	1.0	1	0.602	0.988
8	CSc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.808	0.976
8	N#CC1(c2ccc(Cl)cc2)CC1	1.0	1	0.799	0.975
8	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCC1	1.0	1	0.986	0.922
8	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)C3CCOCC3)c3c2cccc3)CC1	1.0	0	0.329	0.958
8	CC(C)Oc1c(Cl)cccc1C(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1	1.0	1	0.775	0.981
8	COc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.005	0.97
8	O=S(=O)(Nc1ncns1)c1ccc(Cl)c(F)c1	1.0	1	0.741	0.954
8	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(C)c2)cc1	1.0	1	0.511	0.97
8	CC(C)Sc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.51	0.97
8	Cn1ncc2c1ncnc2NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.778	0.962
8	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2)C1C1CCCCCC1	1.0	1	0.992	0.919
8	CS(=O)(=O)Nc1ccc(CC(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cc1	1.0	1	0.495	0.983
8	Nc1cc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)ccc1	1.0	1	0.665	0.984
8	COc1nn(CC(N)=O)c2ccccc12	1.0	1	0.622	0.974
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2ccc(C(=O)N(C)C)cc2)O3)cc1	1.0	0	0.005	0.913
8	CS(=O)(=O)c1ccc(C(=O)c2cc(Cl)ccc2O)cc1	1.0	1	0.727	0.988
8	CC1CCN(C(=O)C(CCn2cncc2)NS(=O)(=O)c2cccc3c2NCC3)CC1	1.0	1	0.595	0.83
8	C=CCN(C(=O)CCc1ccc(C#N)cc1)C1CCN(CCC)CC1	1.0	1	0.56	0.964
8	O=C(Nc1ccc(S(=O)(=O)NC2CCNCC2)c2c1cccc2)c1ccccc1	1.0	1	0.621	0.977
8	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1cccc(C(CF)C)c1	1.0	1	0.98	0.853
8	Nn1c(S)nnc1Cc1ccccc1	1.0	1	0.858	0.966
8	O=S(=O)(Nc1cc(Cl)ccc1Cn1cc(Cl)cc1)c1ccccc1	1.0	1	0.739	0.971
8	Nc1nn2c(O)c(Cc3ccncc3)c(C#N)cc2n1	1.0	1	0.991	0.892
8	CC(C)(CO)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.677	0.966
8	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCOCC3)cc2)cc1	1.0	1	0.764	0.944
8	O=C(c1ccncc1)c1csc(-c2cccc(O)c2)c1O	1.0	1	0.78	0.961
8	Cc1ccc(S(=O)(=O)NC(=O)C2(C)CC2c2ccc(Cl)cc2)cc1	1.0	1	0.71	0.883
8	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(OC)cc2)CC1	1.0	1	0.753	0.985
8	COc1nc(Br)cnc1NS(=O)(=O)c1c(C)cccc1C	1.0	1	0.915	0.953
8	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.935	0.951
8	COc1nc(Cl)cnc1NS(=O)(=O)c1ccccc1Cl	1.0	1	0.871	0.967
8	CC(C)c1ncc(CN2CCCCC2C(=O)O)cc1	1.0	1	0.62	0.94
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cncc2)cc1	1.0	1	0.684	0.967
8	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Br)cc1	1.0	1	0.962	0.929
8	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.989	0.91
8	Cc1cc(Cc2c(O)n(-c3c(Cl)cccc3)nc2Nc2ccccc2)c2c[nH]c(C3OC3CCC3C)cc12	0.0	0	0.0	0.0
8	CN(C)C(=O)C(CCn1cccc1C#N)NS(=O)(=O)c1cc(Cl)c(Cl)cc1N	1.0	1	0.797	0.795
8	Nc1nn2c(O)c(Cc3cccc(F)c3)c(C3CC3)nc2n1	1.0	1	0.909	0.921
8	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)s1	1.0	1	0.809	0.931
8	CN1CCCN(C(=O)CCC(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.599	0.987
8	CC(C)(CO)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.677	0.966
8	Nc1nn2c(O)c(Cl)c(O)nc2c1Br	1.0	1	0.437	0.715
8	COc1nc(Br)cnc1NS(=O)(=O)c1cc(Cl)c(Cl)s1ccccc1=	0.0	0	0.0	0.0
8	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.715	0.98
8	COc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)NCCN(C)C)cc3)ccc2)cc1	1.0	0	0.212	0.983
8	O=S(=O)(Nc1ncc(Cl)nc1Oc1ccc(Br)cc1)c1ccccc1	1.0	1	0.911	0.971
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2cc[nH]n2)C3=O)cc1	1.0	1	0.512	0.897
8	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3cnco3)cc2)ccc1	1.0	1	0.57	0.968
8	CC(C)(CSc1ncc(C(=O)O)cn1)NS(=O)(=O)c1ccccc1	1.0	1	0.623	0.954
8	Cc1cccc(Cl)c1S(=O)(=O)NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1	1.0	1	0.638	0.96
8	Cc1cc(C=O)c(Oc2ccc(C(=O)c3ccccc3)cc2)cc1	1.0	1	0.697	0.987
8	Cc1ncccc1C(=O)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	1	0.691	0.972
8	CC(C)c1nc2nc(N)nn2c(C)c1[se]c1cc(Cl)sc1	0.0	0	0.0	0.0
8	CCCCc1nn(CC(=O)c2cc(Cl)ccc2)c(=O)o1	1.0	1	0.617	0.967
8	O=C(Cn1c(O)c2c(c1O)C1CC1C2)NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.622	0.633
8	CC(C)(C)c1cc(C(=O)NN=Cc2cnccc2)ccc1C()	0.0	0	0.0	0.0
8	CCN(CC)CCCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.005	0.954
8	CC(C)CNc1nc(N2CCNCC2)ncc1Br	1.0	1	0.642	0.951
9	COc1nc(Br)cnc1NS(=O)(=O)c1ccccc1Cl	1.0	1	0.876	0.963
9	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1C1CCCCC1	1.0	1	0.994	0.892
9	CC(C)(CO)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.677	0.966
9	CS(=O)(=O)c1ccc(CN(CCCNCCCN(C)C)C(=O)c2cccc3c2cccc3)cc1	1.0	0	0.335	0.968
9	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	1.0	1	0.757	0.976
9	COc1nc(CO)c(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.751	0.935
9	O=S1(=O)NC(Nc2ccc(Cl)cc2)=Nc2c1cc(Cl)cc2O	1.0	1	0.79	0.889
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1	0.0	0	0.0	0.0
9	Cc1ccc(Cl)c(CN2C(=O)c3c(C2=O)c(N)nc2c3ccccc3n2CC(C)OCCN(C)C)c1	0.0	0	0.0	0.0
9	COC(=O)C1=C(NC2CCCCC2)C2=C1C(=O)CCCCc1ccccc12	1.0	1	0.756	0.863
9	Cc1ccc(N2C(=O)C(O)=C(C(C)O)C2C2CCCCC2)cc1	1.0	1	0.966	0.817
9	CNS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1	1.0	1	0.713	0.992
9	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.798	0.963
9	O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N1CCCC1	1.0	1	0.717	0.979
9	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	1.0	1	0.757	0.976
9	Cc1ccc(N2C(=O)C(O)=C(C(C)=O)C2C2CCCCC2)cc1	1.0	1	0.994	0.929
9	COc1nc(Br)cnc1NS(=O)(=O)c1ccccc1	1.0	1	0.834	0.971
9	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccccc1CO	1.0	1	0.592	0.947
9	CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2)C1C1CCCCCC1	1.0	1	0.975	0.926
9	CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2F)C1c1ccc(C)cc1	1.0	1	0.987	0.94
9	Cc1cccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)c1	1.0	1	0.492	0.974
9	O=C(C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1)C1=CCCCC1	1.0	1	0.81	0.921
9	O=C(O)c1cc2cc(NS(=O)(=O)c3ccc(NC(=O)NCc4ccc()c(C(F)(F)F)c4)cc3)c(Cl)cc2[te]1	0.0	0	0.0	0.0
9	COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nc(NC(N)=O)n2C	0.0	0	0.0	0.0
9	Cc1ccc(N2C(=O)C(O)=C(C(C)(C)C)C2=O)cc1	1.0	1	0.96	0.956
9	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	0.908	0.922
9	O=C(NCCN1CCNCC1)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)ccc1	1.0	0	0.005	0.955
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.678	0.977
9	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(S(=O)(=O)N(C)C)cc2)cccn1	1.0	1	0.452	0.968
9	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccccc2)cccc1	1.0	1	0.806	0.988
9	Nc1nn2c(O)c(Cc3ccc(Cl)cc3)c(C3CC3)nc2n1	1.0	1	0.964	0.93
9	Cn1ncc2c1nc(N1CCNCC1)n2Cc1ccccc1F	1.0	1	0.918	0.948
9	CCC(=O)C1=C(O)C(=O)N(c1ccccc1)C1CCCCCC1	0.0	0	0.0	0.0
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1cccc(C(F)(F)F)c1	1.0	1	0.943	0.945
9	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	1	0.707	0.961
9	Cc1cc(Oc2c(C(=O)O)ccc2C(=O)c2ccncc2)ccc1	0.0	0	0.0	0.0
9	CS(=O)(=O)Nc1ccc(CN2C(=O)c3c(c(O)ccc32)C(O)c2ccccc2)cc1	1.0	1	0.542	0.91
9	Oc1c(Cc2cccc(Cl)c2)c(N2CCCCC2)nc2ccccc12	1.0	1	0.727	0.975
9	CCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCCC1O	1.0	1	0.979	0.745
9	Cn1nncc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	1	0.694	0.953
9	COc1ccc(CN2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	1	0.387	0.961
9	CC(C)c1ccc(Oc2ccc(C(=O)c3cc(Cl)ccc3O)cc2)cc1	1.0	1	0.526	0.986
9	COc1c(Cl)cccc1NS(=O)(=O)c1cccc(C(=O)Nc2ccccc2)c1	1.0	1	0.64	0.985
9	COc1cc(CN(C)C)ccc1NS(=O)(=O)c1ccc(C)c(Cl)c1	1.0	1	0.597	0.982
9	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.798	0.963
9	CC(=O)C1=C(O)C(=O)N(c2cc(F)ccc2)C1C1CCCCC1	1.0	1	0.984	0.917
9	COc1c(Cl)c(Cl)c2c(c1)C(=CN1CCOCC1)c1ccccc12	1.0	1	0.812	0.929
9	O=C(NS(=O)(=O)c1ccc(Cl)c(F)c1)N1CCCC1	1.0	1	0.679	0.979
9	CCCn1ccc2cc(C(=O)NCCCN3CCCC3)ccc21	1.0	1	0.415	0.981
9	CCNS(=O)(=O)c1cccc(CNC(=O)c2cccc3c2cnn3-c2ccc(F)cc2)c1	1.0	1	0.475	0.97
9	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.739	0.967
9	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCOCC3)cc2)c1	0.0	0	0.0	0.0
9	CC1CCN(C(=O)C(CCn2cccc2)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1	1.0	1	0.667	0.848
9	Cc1ncccc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1	1.0	1	0.672	0.971
9	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1C1CCCCCC1	1.0	1	0.948	0.92
9	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.537	0.975
9	Cc1c(Cl)c(OS(=O)(=O)c2ccc(Cl)cc2F)c(O)cc1F	1.0	1	0.735	0.942
9	COc1ccc(S(=O)(=O)NCCc2csc(C)n2)cc1Cl	1.0	1	0.605	0.977
9	CS(=O)(=O)Nc1cc(Oc2ccc(C(=O)NS(=O)(=O)c3cccs3)cc2)ccc1	1.0	1	0.477	0.974
9	O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N1CCCCC1	1.0	1	0.646	0.979
9	O=C(NS(=O)(=O)c1cccc(C(=O)NO)c1)c1cc(Cl)c(Cl)c1	0.0	0	0.0	0.0
9	Cc1cc(COc2ccc(Cl)cc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	0.0	0	0.0	0.0
9	COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	1.0	1	0.544	0.976
9	CCCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.537	0.979
9	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3cnco3)cc2)cc1	1.0	1	0.608	0.971
9	O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCCC1	1.0	1	0.766	0.986
9	O=C(O)c1c(Oc2cccc(F)c2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.672	0.979
9	CCCNS(=O)(=O)c1ccc(Cl)cc1C1=C2SCO2)c(n1	0.0	0	0.0	0.0
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccccc1	1.0	1	0.834	0.963
9	COc1ccc(C(=O)CN2CCCCC2)cc1	1.0	1	0.844	0.992
9	CNC(=O)Cn1c(-c2ccc(Cl)cc2)c(C)nc1COC	1.0	1	0.959	0.963
9	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CC(=O)N(C)C)cc2)cc1	1.0	1	0.738	0.969
9	CC(=O)C1=C(O)C(=O)N(c2cccnc2)C1C1CCCCC1	1.0	1	0.986	0.899
9	CS(=O)(=O)Nc1cc(NS(=O)(=O)c2ccc(F)cc2)c(C#N)cc1	1.0	1	0.816	0.977
9	CNS(=O)(=O)c1ccc(CCN(C)C)cc1	1.0	1	0.637	0.988
9	CC(=O)C1=C(O)C(=O)N(c2cccc(C)c2)C1C1CCCCC1	1.0	1	0.986	0.922
9	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	1	0.707	0.961
9	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccc2c1cc(CCCl)cc2	1.0	0	0.005	0.913
9	COC1CCN(C(=O)c2ccc(CNC(=O)c3ccccc3C)cc2)CC1	1.0	1	0.414	0.986
9	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CN)CC3)c3ccccc23)cccc1	1.0	1	0.393	0.967
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cocc2)cc1	1.0	1	0.632	0.968
9	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CO)c1	1.0	1	0.64	0.95
9	CNS(=O)(=O)c1ccc(C(=O)c2ccncc2)cc1	1.0	1	0.736	0.986
9	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC)cc2)cc1	1.0	1	0.595	0.959
9	O=S(=O)(NC(c1ccccc1)c1ccccc1)N1CCCC1	1.0	1	0.821	0.984
9	O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.629	0.976
9	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(C)cc1	1.0	1	0.993	0.959
9	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.743	0.984
9	COc1nc(CO)c(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.751	0.935
9	Oc1c(Cc2ccccc2)c2ccccc2c2ccccc12	1.0	1	0.899	0.989
9	O=S1(=O)NC(Nc2ccccc2)=Nc2c1c(F)ccc2O	1.0	1	0.707	0.896
9	CS(=O)(=O)Nc1cc(CSc2cccc(F)c2F)nc2ccccc12	1.0	1	0.755	0.965
9	CC(=O)NCc1ccc(C(=O)Nc2ccc(F)cc2)cc1	1.0	1	0.551	0.993
9	Nc1nn2c(O)c(Cc3c(F)cccc3Cl)c(C3CC3)nc2n1	1.0	1	0.714	0.9
9	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(OC(=O)c3ncccc3)c3ccccc23)CC1	1.0	1	0.504	0.959
9	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2C)C1c1ccc(Cl)cc1	1.0	1	0.975	0.942
9	O=S(=O)(Nc1ncns1)c1cc(Cl)ccc1	1.0	1	0.701	0.964
9	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	1.0	1	0.757	0.976
9	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.782	0.986
9	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.994	0.929
10	Cc1ccc(S(=O)(=O)NCCCN2CCC(O)(c3ccccc3)CC2)cc1	1.0	1	0.459	0.977
10	O=S(=O)(Nc1cc(Cl)ccc1Cn1nnnc1S)c1ccc2ccccc2c1	1.0	1	0.93	0.952
10	COc1nc2c(cc1NS(=O)(=O)c1ccc(Cl)s1)nc([nH]2)-c1ccccc1-c1nc2cc(F)ccc2[nH]1	1.0	0	0.005	0.889
10	Cc1c(S(=O)(=O)NCCCN2CCC(O)(c3ccc(Cl)cc3)CC2)cccc1	1.0	1	0.602	0.971
10	CC(C)(CO)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.677	0.966
10	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Cl)cc1	1.0	1	0.992	0.958
10	c1cc(-c2nccnc2)ccc1Cl	1.0	1	0.852	0.99
10	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1C1CCCCC1	1.0	1	0.983	0.92
10	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2cc(F)ccc2)ccc1	1.0	1	0.656	0.974
10	COc1ccc(S(=O)(=O)NCc2cccc(C(=O)O)c2)cc1F	1.0	1	0.677	0.987
10	COc1nn(C2COC2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1Cl	1.0	1	0.792	0.924
10	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Br)cc2)cc1	1.0	1	0.649	0.984
10	N#Cc1ccc2[nH]c(-c3cccc(F)c3)c(CCNC(=O)Oc3ccccc3)c2c1	1.0	1	0.456	0.966
10	Cc1c(Cl)cccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.695	0.991
10	C=CC(=O)NCc1ccc(CCO)cc1F	1.0	1	0.682	0.974
10	O=C(NS(=O)(=O)c1ccccc1)c1cc2c(ccc1)OCC(Cc1ccccc1)N2	0.0	0	0.0	0.0
10	O=C(NS(=O)(=O)c1ccc(CN2CCCCC2)cc1)c1cc(F)c(Cl)cc1	1.0	1	0.469	0.982
10	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnn2)cc1C	1.0	1	0.926	0.965
10	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCC1	1.0	1	0.986	0.922
10	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1	1.0	1	0.49	0.977
10	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(F)cc2)cc1	1.0	1	0.657	0.985
10	Nc1nn2c(O)c(Cc3ccc(Cl)cc3)c(C3CC3)nc2n1	1.0	1	0.964	0.93
10	CS(=O)(=O)c1ccccc1C1(O)CCN(Cc2ccccc2)CC1	1.0	1	0.636	0.976
10	C=CCN(C(=O)NCc1ccc(C(=O)O)cc1)C1CCCNC1Cc1ccc(Cl)cc1	1.0	0	0.325	0.799
10	O=S1(=O)NCCN(Cc2ccccc2)CC1	1.0	1	0.81	0.964
10	CC(=O)c1ccc(S(=O)(=O)Nc2nccc3c2nc(N)n2ccncc23)cc1	0.0	0	0.0	0.0
10	COc1ccccc1Cn1nc(NS(=O)(=O)c2ccc(F)cc2)c2ccccc21	1.0	1	0.837	0.978
10	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CO)c1	1.0	1	0.64	0.95
10	C=CCN(C(=O)CSC)C1CC(C(=O)NO)CCN1C(=O)N1CCNCC1	1.0	1	0.752	0.517
10	Cc1nn2c(O)c(Cc3ccccc3)c(Cc3ccccc3)nc2n1	1.0	1	0.929	0.963
10	O=C(NS(=O)(=O)c1ccc(Cl)cc1)C1CCC1	1.0	1	0.868	0.988
10	COc1ccccc1C(=O)c1cc(C)ccc1C(=O)c1ccccc1	1.0	1	0.672	0.988
10	O=C(O)c1ccccc1Oc1ccc(Cl)cc1N1CCCCC1	1.0	1	0.72	0.985
10	COc1nc(F)c(F)c(Nc2nccc(N(C)C(=O)c3ccccc3)n2)c1	1.0	1	0.838	0.938
10	COc1c(NS(=O)(=O)c2ccc(C)cc2)nccc1C	1.0	1	0.793	0.981
10	O=C(O)c1ccccc1Oc1ccc(Cl)cc1N2C=CC(=O)C1C2CCC1C	1.0	1	0.565	0.665
10	CS(=O)(=O)Nc1ccc(CN2CCCC2)cc1Cl=N	0.0	0	0.0	0.0
10	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2)cc1	1.0	1	0.736	0.962
10	CCC(=O)Nc1ccc(S(=O)(=O)NCCN2CCCCC2)cc1Cl	1.0	1	0.538	0.981
10	O=C1CCN(Cc2ccc(NCCOc3cccc(C(F)(F)F)c3)c3c2cccc3)C1	1.0	0	0.339	0.962
10	Nc1nn2c(O)c(Cc3ccc(F)cc3)c(C3CCCC3)nc2n1	1.0	1	0.996	0.931
10	C=CCOc1c(Cl)cc(Cl)c1OS(N)(=O)=O	0.0	0	0.0	0.0
10	CS(=O)(=O)CC(=O)N1CCC(N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)CC1	1.0	0	0.272	0.935
10	CC1(c2ccc(Cl)cc2)OCC(CO)(C(C)C)O1	1.0	1	0.905	0.6
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.678	0.977
10	O=C(NS(=O)(=O)c1ccc(NC(=O)N2CCCCC2)cc1)c1ccccc1	1.0	1	0.552	0.986
10	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cc(Cl)c(Cl)s1	1.0	1	0.882	0.922
10	CCC(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1	0.509	0.989
10	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccncc2)cc1	1.0	1	0.57	0.979
10	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1C1CCCCC1	1.0	1	0.997	0.927
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2c(F)cc(F)cc2)C3)cc1	1.0	1	0.561	0.95
10	CCNS(=O)(=O)c1cccc(CNC(=O)Nc2ccccc2)c1	1.0	1	0.524	0.988
10	CC(C)c1nnc2n1CCN2C(=O)c1ccccc1-c1ccccc1	1.0	1	0.768	0.964
10	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(O)cc1	1.0	1	0.674	0.98
10	O=S(=O)(NCc1ccccc1)c1ccc(Oc2ccccc2)cc1	1.0	1	0.433	0.992
10	O=C(NS(=O)(=O)c1ccc(N2CCCCC2)cc1)c1cccc(O[N+](=O)[O-])c1	1.0	1	0.507	0.966
10	COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	1.0	1	0.544	0.976
10	Cc1ccc(C2C(C(=O)c3ccccc3)=C(O)C(=O)N2C)cc1	1.0	1	0.971	0.958
10	Cc1ncccc1Oc1ncc(C#N)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.646	0.953
10	O=C(O)c1ccc(O)cc1	1.0	1	0.368	0.995
10	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(C(=O)CC4CC4)c3)c2ccc1	1.0	1	0.505	0.937
