Epoch	SMILES	Valid	Desired	ROCS	SA
4	CC(=O)C1C(C)=NC(=O)NC1c1ccccc1C(F)(F)F	1.0	1	0.39	0.758
4	C=CCN(C(=O)NCc1ccc(Cl)cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1	1.0	1	0.504	0.789
4	CCCC(=O)Nc1cccc(C(=O)Nc2cccc(C)c2)c1	1.0	1	0.789	0.992
4	CCCCCCNC(=O)NS(=O)(=O)c1scc(Cl)c1C(Cl)ClCl	0.0	0	0.0	0.0
4	Cc1cccc(CN2C(=O)c3c(Cl)ccc(NS(=O)(=O)c4ccc(C(C)(C)C)cc4)c3C2=O)n1	1.0	1	0.399	0.946
4	O=C(NCCN1CCCCC1)c1ccccc1OCc1cc(Cl)ccc1Cl	1.0	1	0.491	0.983
4	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	1	0.497	0.958
4	C=CCN(Cc1ccc2c(c1)COC(=O)N2C)C(C)C(=O)NC1CCCCC1	1.0	1	0.481	0.837
4	CCCCNC(=O)c1cccnc1Oc1ccccc1OC	1.0	1	0.436	0.987
4	O=C(c1ccccn1)c1ccccc1C(F)(F)F	1.0	1	0.411	0.984
4	CCC(=O)N=C1C(=O)N(c2ccccc2)c2ccccc21	1.0	0	0.0	0.971
4	C=CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1	1.0	1	0.53	0.788
4	CCCCCCCCCCCCc1ccccc1OS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.509	0.977
4	O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1	1.0	1	0.543	0.959
4	CNC(=O)C(C)NC(=O)S(=O)(=O)c1ccccc1	1.0	1	0.462	0.93
4	O=C(CSCc1cccc2ccccc12)NC1=CCC(CO)CC1	1.0	1	0.442	0.89
4	CCCCC(CN(O)C=O)C(=O)N1CCCC(N2CCCCC2)C1C=O	1.0	1	0.511	0.528
4	O=C(c1ccccc1Oc1ccc(Cl)cc1)N1CCCO1	1.0	1	0.517	0.975
4	CCCCCC(=O)OC1CC(NS(=O)(=O)c2ccc(Cl)s2)CO1C	0.0	0	0.0	0.0
4	CC(=O)NC1=C(c2ccccc2)c2ccccc2NC1	1.0	1	0.435	0.962
4	O=C(O)c1ccccc1Oc1ccccc1C(=O)Nc1ccc(Cl)cc1Cl	1.0	1	0.473	0.987
4	Cc1ccc(NC2=NS(=O)(=O)c3ccccc32)c(N)c1	1.0	1	0.597	0.965
4	CCNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	1	0.45	0.967
5	CCOC(=O)C(CC)NC(=O)C1=C(O)C(=O)N(C)C1=C	1.0	1	0.422	0.775
5	O=S(=O)(NCCCCN1CCCCCCCC1)C1F)c1ccc(Cl)c(Cl)c1	0.0	0	0.0	0.0
5	COCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	0	0.0	0.968
5	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	1	0.517	0.958
5	O=C(CCNC(=O)c1ccccc1)c1ccccc1N	1.0	1	0.543	0.991
5	CCCCOC(=O)N1CCC(Nc2nc(O)c(Br)c(CC)n2)CCC1O	1.0	1	0.495	0.68
5	COCCCN=CC1=C(O)C(C)(C)Oc2cc(Oc3coc(C)c3)ccc21	1.0	1	0.425	0.793
5	CCCCCCCCCCCNCCOc1ccc(C(C)(C)C)cc1	1.0	1	0.516	0.984
5	COc1ccc2oc(=O)c(Cc3ccncc3)cc2c1[Ag-3]	1.0	0	0.324	0.907
5	COC(=O)C(CCCCN)N(C)C(=O)C(CC1CCCCC1)NC(=O)C(O)C(N)CCC(=O)N1CCCC1B(O)O	1.0	0	0.0	0.279
5	Oc1cccc(Nc2ncnc3ccccc23)c1	1.0	1	0.406	0.987
5	O=C(NCCNCc1ccco1)c1ccccn1	1.0	1	0.466	0.982
5	CCCc1ccccc1OC(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc21[BH-]n1	0.0	0	0.0	0.0
5	CCN(CC)CCNC(=O)c1ccc(-c2ccc(Cl)cc2)cc1OC	1.0	1	0.358	0.985
5	CCOC(=O)c1ccccc1NC(=O)c1ccccc1	1.0	0	0.0	0.994
5	COc1ccc(S(=O)(=O)NCCc2csc(-c3ccccc3Cl)n2)cc1p2	0.0	0	0.0	0.0
5	Cc1cc(C=Cc2ccccc2O)ccc1N	1.0	1	0.514	0.98
5	COc1cc(C=Cc2ccc[n+](C)c2)ccc1N	1.0	1	0.455	0.948
5	O=C(NCCNCCO)c1cnc(N2CCN(C3CCNCC3)CC2)c2ccccc12	1.0	0	0.0	0.947
5	O=C(O)c1c(O)cccc1OS(=O)(=O)O	1.0	1	0.453	0.966
5	COc1ncc2nc1CN(C)C(=O)c1cccc(c1)CCnc1ccnc12	1.0	1	0.474	0.116
5	CC(C)C(=O)CCCn1nc(Cl)cn1	1.0	1	0.515	0.872
5	Oc1cc(CSc2ccccn2)nc(Cc2ccccc2)n1	1.0	1	0.377	0.964
5	CC=C(C)C(=O)NC1CCCCC1=O	1.0	1	0.518	0.87
5	CCCN1CCN(C(=O)C(C)n2cnc3ccccc32)CC1	1.0	0	0.333	0.945
5	O=C(C=Cc1ccco1)c1ccccc1	1.0	1	0.479	0.987
5	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cc[n+]1[O-]	1.0	0	0.346	0.944
5	CCn1c(C)cc(C)c1C1=NN(C(=O)CCl)C(c2ccccc2)=C12CCCC2	0.0	0	0.0	0.0
5	O=C(O)c1ccccc1Oc1c(F)cc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.504	0.964
5	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccccc2)cc1[IH2]nc1sc2ccccc2c1O	0.0	0	0.0	0.0
5	N#Cc1cccc(C(=O)CC2(O)C(=O)Oc3ccc(C(C)(C)C)cc32)c1p	0.0	0	0.0	0.0
5	Cc1ccccc1C(=O)Nc1cccc(COc2cncc(N3CCOCC3)c2)c1	1.0	1	0.48	0.977
5	S=C(Nc1ccccc1)N1CCC(Nc2ccccc2)CC1CCCCC#N	1.0	1	0.53	0.864
5	CCCCCCNC(=O)NS(=O)(=O)c1cccc(Cl)c1[b-]O	0.0	0	0.0	0.0
5	O=C(O)c1ccccc1Oc1ncccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.0	0.981
5	N#Cc1cccn1CCC(=O)NS(=O)(=O)N1CCC(O)CCC1	1.0	1	0.483	0.824
5	COc1ccccc1N1C(=O)CC(C)(C)c2ccccc21	1.0	0	0.0	0.979
5	CCCCCCN1C(=O)C(C)C(c2ccccc2)CC1=O	1.0	0	0.0	0.907
5	CCCNC(=O)c1ccc(C(=O)c2ccccc2C)o1	1.0	1	0.392	0.983
5	CN(C)c1cc2c(cc1NC(=O)c1ccccc1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1	0.0	0	0.0	0.0
5	CCOC(=O)CNC(c1ccccc1)c1ccccc1Cl	1.0	1	0.412	0.968
5	CC1CC2C3=CC(=O)CCC3(C)CCC2C(C)(O)C1	1.0	0	0.0	0.342
5	COc1ccc(CCNc2nnnn2C)cc1O	1.0	1	0.557	0.968
5	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccc(CO)cc1[B]c1	0.0	0	0.0	0.0
5	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)on2C	0.0	0	0.0	0.0
5	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc(Cl)c2C(=O)c2ccncc2)cc1	1.0	1	0.467	0.972
5	C=CCN(C(=O)NCc1ccco1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1	1.0	1	0.537	0.773
5	CNc1ncccc1-c1nc(C2(S)CCCC2)no1	1.0	1	0.494	0.826
5	CN1OC(=NC(=O)c2ccc([N+](=O)[O-])cc2)C=CC1=Cc1ccccc1	1.0	1	0.484	0.89
5	CCCCOC(=O)N1CCC(NC(=O)c2cc(Br)ccc2Oc2cccc(C)c2)C1	1.0	0	0.0	0.935
5	CC(C)CN(Cc1cc(Cl)c2ccccc2n1)c1nc2ccc(Cl)cc2cc1Cc1ccncc1	1.0	1	0.449	0.923
5	CCc1noc(-c2ncn3c2CNC(C)CO3)n1	1.0	1	0.45	0.453
5	Cc1cc(OC(C)C(=O)Nc2cccc3ccccc23)ccc1Oc1ccccc1F	1.0	1	0.458	0.959
5	COC(=O)CCCC=C(c1ccccc1)c1cccnc1CC	1.0	0	0.0	0.969
5	C=CCCCOc1ncnc2[nH]cnc12	1.0	0	0.0	0.906
5	COc1ccc2[nH]c(O)c(N=Nc3ccccc3O)c2c1	1.0	1	0.57	0.936
5	O=C(COc1ccccc1)N1CCC(Nc2nc(NC3CCC(O)C3)c3sccc3n2)CC1Cl	1.0	1	0.435	0.507
5	COc1nn(CCO)c(=O)n1NC(=O)Nc1ccccc1F	1.0	1	0.544	0.926
5	O=C(O)c1ccccc1Oc1ccccc1	1.0	1	0.531	0.995
5	CC(=O)Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1[Se+]2	0.0	0	0.0	0.0
6	COC(=O)C=Cc1ccccn1	1.0	0	0.345	0.979
6	CCOC(=O)C1(C(=O)OCC)Nc2ccccc21	1.0	1	0.404	0.929
6	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc(F)c2C(=O)c2ccncc2)cc1	1.0	1	0.556	0.972
6	CCC(CC)CC[S+]([O-])c1ncon1	1.0	0	0.0	0.205
6	Nc1ncccn1	1.0	0	0.254	0.979
6	CCC(CO)Nc1nc(NCCCF)nc2c1ccn2Cc1ccccc1F	1.0	1	0.492	0.843
6	CC(C)CC1CN2C(CCCCC2)C1=O	1.0	1	0.414	0.777
6	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)oc1ncccc21	0.0	0	0.0	0.0
6	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc3cc(N(C)C)ccc3c2)C1C	1.0	0	0.0	0.815
6	CCCCCCOc1cc2c(cc1N2)C(C)CCNC(=O)CC	1.0	1	0.508	0.631
6	C=c1ccc(C2=CC3(CCCN3CC)CC2)cc1	0.0	0	0.0	0.0
6	Cc1ccccc1C(=O)c1cc(NCCN(C)C)c2ccccc2n1	1.0	1	0.44	0.976
6	CC1CN(C(=O)c2cnn(C)c2)CC1O	1.0	0	0.0	0.829
6	CC1CCN(C(=O)CCC(C)C)CC1	1.0	1	0.568	0.985
6	COCCCNC(=O)c1ccc2c(c1)c1c(SC)csc2n1	0.0	0	0.0	0.0
6	CCCC=NNS(=O)(=O)c1cccc2ccccc12)c1ccccc1F	0.0	0	0.0	0.0
6	Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)NC2CCN(C(=O)C3CCCCN3)CC2)c2ccccc12	1.0	1	0.47	0.895
6	O=C(NCCN1CCCCC1)c1ccccc1OCc1cccc(Cl)c1F	1.0	1	0.357	0.981
6	Cc1ccccc1OCCCN1C(C)CCCC12	0.0	0	0.0	0.0
6	CCCCCCNC1=NC(=Cc2cccc3c2oc2ccccc23)C(=O)O1	1.0	0	0.0	0.923
6	O=C(CNS(=O)(=O)c1ccc(F)s1)NN1CCCC1	1.0	0	0.0	0.924
6	COC(=O)c1ccccc1Nc1nc2ccccc2s1	1.0	1	0.47	0.988
6	O=C(NC(Cc1ccc2ccccc2c1)C(=O)Nc1cccc2c1ccn2)CCO	0.0	0	0.0	0.0
6	N#CC1CCCCC1NC(=O)C1CCCN1C(=O)CO	1.0	1	0.52	0.761
6	Cc1ccc(C(=O)N(C)C2CC[Si](O)(C(F)(F)F)CC2)cn1	1.0	0	0.0	0.752
6	CCCCOC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3cncnc3)c2)c[n+]1[O-]	1.0	1	0.532	0.903
6	O=C(O)c1ccccc1Oc1ccccc1C(F)(F)F	1.0	1	0.435	0.988
6	CCCc1ccc(C(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)cc1	1.0	1	0.512	0.991
6	CC1CCN(C(=O)C(CC2CCCCC2)N2C(=O)c3cccc(Cl)c3C2=O)CC1CF)	0.0	0	0.0	0.0
6	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3cccc(C)c3)c3ccccc32)CC1	1.0	0	0.0	0.969
6	O=C(NCCNC(=O)c1ccc2ccccc2c1)c1ccccc1	1.0	1	0.464	0.992
6	O=C1c2cccc(NS(=O)(=O)c3cccc(C(=O)O)c3)c2C(=O)N1)NO	0.0	0	0.0	0.0
6	CCCCCCCCCCCCCCNC(=O)Nc1ccccc1OS(=O)(=O)c1cccc(C)c1	1.0	1	0.513	0.969
6	CCS(=O)(=O)NCCCCNc1ncnc2ccc(C#CCNC(=O)c3cccnc3)cc12	1.0	1	0.57	0.925
6	CCOC(=O)CNC(=O)c1ccccc1OC	1.0	1	0.465	0.992
6	O=C(O)C1=C(C(=O)Nc2ccc(F)cc2)CCC1	1.0	1	0.436	0.979
6	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1	1.0	0	0.0	0.984
6	CCC(C(=O)N1CCCCC1)n1cc(C)c(Oc2ccccc2)c(=O)cc1	0.0	0	0.0	0.0
6	COc1ccccc1NC(=O)CC1CCCCN1C	1.0	1	0.452	0.968
6	CCC(CC)c1nnc(-c2ccccc2NS(=O)(=O)c2cccc(C(C)(C)C)c2)o1	1.0	1	0.457	0.955
6	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1[BH3-]	1.0	0	0.0	0.941
6	O=C(O)c1ccccc1O	1.0	1	0.436	0.994
6	COc1ccccc1NC(=O)c1ccc[n+](C)c1	1.0	1	0.378	0.982
6	O=c1ccn2c1n1CCCC1CO2	0.0	0	0.0	0.0
6	COC(=O)c1ccc2c(c1)N(C)C(=O)c1ccccc12	1.0	1	0.411	0.988
6	CC(C)(C)OC(=O)N1CCC(NC(=O)c2ncnc3ccc(-c4ccc(C(F)(F)F)cc4)cc23)CC1	1.0	1	0.436	0.953
6	CCCCC(=O)Nc1ccc(C(=O)Nc2ccccc2NC(C)=O)cc1	1.0	1	0.545	0.989
6	Cc1ccccc1CCNS(=O)(=O)c1cccc2ccccc12	1.0	0	0.0	0.988
6	CC(=O)C=Cc1ccc(OC(=O)c2ccco2)cc1=O	0.0	0	0.0	0.0
6	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccccc1C(=O)O	1.0	1	0.484	0.95
6	Cc1nc2sccn2c(=O)c1N	1.0	1	0.558	0.921
6	CCCN=c1ccc(OC(F)(F)F)cc1	0.0	0	0.0	0.0
6	Cc1cccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)c1C	1.0	0	0.0	0.982
6	CCOC(=O)CC(=NN)CC(F)(F)F	1.0	0	0.317	0.856
6	N=C(N)NS	1.0	1	0.467	0.494
6	CCCCN1CCC=C1c1ccccc1	1.0	0	0.0	0.969
6	Nc1ccc(C(=O)Nc2cccnc2)cc1	1.0	1	0.496	0.992
6	CCOC(=O)N1CCC(NS(=O)(=O)c2ccccc2)CC1	1.0	1	0.516	0.986
6	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.433	0.955
6	CCCCCCOc1ccc(C(C)(C)C)cc1O	1.0	1	0.462	0.985
7	COc1ccccc1N1C(=O)C(=Cc2ccc(OC)cc2)SC1=N	1.0	1	0.508	0.974
7	CCOC(=O)c1ccccc1NC(=O)CNC(=O)c1ccccc1F	1.0	1	0.389	0.989
7	c1cncc(-c2nc(Cc3ccccc3)no2)c1	1.0	1	0.583	0.985
7	COc1ccccc1CCN1CCC(Oc2ccccc2)CC1	1.0	1	0.463	0.988
7	CCOC(=O)c1ccccc1NS(=O)(=O)c1ccc(N2CCCCC2)cc1	1.0	1	0.571	0.986
7	Cc1cc2cc(C(c3ccccc3)C3CCCC3)c(O)nc2o1	1.0	1	0.649	0.841
7	CCCCCCCCCCCCC1=C(O)C(OC)=CC(=O)C1=O	1.0	1	0.366	0.945
7	CCOC(=O)CCNC(=O)C(C)c1cccc2ccccc12	1.0	1	0.425	0.963
7	O=C(CCCc1ccccc1)NO	1.0	1	0.358	0.992
7	CCCCN(CC)CCNC(=O)CNC(=O)c1cc2cc(Cl)ccc2[nH]1	1.0	1	0.389	0.968
7	O=C(O)C1CCCCC1C(=O)C(=O)C1CC1	1.0	1	0.375	0.824
7	CCC(NCc1ccco1)C(=O)NC1CCCCC1	1.0	1	0.495	0.945
7	CC(C)Sc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCNC3)cc1[CH2-]	1.0	0	0.0	0.906
7	O=C(OC1C2CC3CC(C2)CC1C3)OC12CNCC1(O)C2	1.0	0	0.577	0.058
7	O=C(O)c1cccc(C=Cc2cccc(OCCO)c2O)c1	1.0	1	0.444	0.975
7	O=C(NCCN1CCCCC1)c1cccs1	1.0	1	0.424	0.987
7	CCC(CC)(NS(=O)(=O)c1c(C)cc(F)cc1F)C1CCCCC1	1.0	1	0.511	0.911
7	CCCN(CCC)CCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O	1.0	1	0.498	0.97
7	c1ccc(CN2CCC(Nc3nc(-c4ccccc4)nc(N4CCN5CCC5CO6)c4n3)CC2)cc1Cl	0.0	0	0.0	0.0
7	CCOC(=O)N=S(C)(=O)Cl	1.0	0	0.0	0.693
7	CN(C)c1ccccc1C	1.0	0	0.231	0.992
7	CCN=CC1=NC(c2ccccc2)(c2ccccc2)C1=O	1.0	0	0.274	0.915
7	O=C(O)CCC=Nc1cc(O)n(Cc2ccccc2)c1	1.0	1	0.525	0.916
7	O=C(NCC1CCCCC1)c1ccc(Oc2ccccc2)nc1	1.0	1	0.457	0.985
7	CC(C)(C)OC(=O)NC(C)(C)C1CCCCCC1	1.0	1	0.464	0.965
7	COc1cccc2c1c(NS(=O)(=O)c1ccccc1)n[s+]1cccc12	1.0	1	0.414	0.708
7	CNCCCN1C(=O)c2ccccc2NC1=O	1.0	0	0.0	0.982
7	CCCCCCCCCNC(Cl)=[SH](O)(O)O	1.0	1	0.476	0.782
7	COc1cc(F)cc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn1ncnc12	1.0	0	0.0	0.875
7	O=C(NCCNS(=O)(=O)c1cccc2cccnc12)c1ccccc1	1.0	1	0.637	0.985
7	Cc1cc(C2(NC(=O)Cn3cncn3)CC2)ccc1Cl	1.0	1	0.503	0.948
7	CCc1nc(Cl)c(COC)c2ccccc12	1.0	1	0.532	0.969
7	Cc1cccc(NC(=O)c2ccccn2)c1	1.0	1	0.43	0.993
7	CCOC(=O)N1CCC(NS(=O)(=O)c2cccc3ccccc23)CC1	1.0	1	0.455	0.981
7	CCCCN(CC)CCNC(=O)c1ccco1	1.0	1	0.47	0.98
7	CCCCCCCCCCCC(=O)N1CCOCC1	1.0	1	0.357	0.987
7	CCNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ncccn3)c3ccccc23)CC1	1.0	1	0.382	0.95
7	COc1ccccc1N1C(=O)c2ccccc2C1=O	1.0	1	0.531	0.991
7	CCC(CC)Oc1ccc2c(c1)C13CCCCO1C1C2CNCN3C12	0.0	0	0.0	0.0
7	CCOC(=O)C1CCCN(C(=O)c2cc(Cl)nc3ccccc23)CC1	1.0	1	0.577	0.955
7	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(OC(C)C)cc2)CC1	1.0	0	0.0	0.98
7	O=C(O)c1ccccc1Oc1ccccc1	1.0	1	0.527	0.995
7	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(C)=O)c1C	1.0	1	0.479	0.927
7	Nc1nc2ccc(Cl)cc2o1	1.0	1	0.45	0.971
7	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.538	0.977
7	COc1ccccc1-c1ccccc1N	1.0	0	0.34	0.993
7	O=C(C=Cc1ccco1)NCCCN1CCC2C(Cc3ccccc3)CC21	1.0	1	0.537	0.732
7	CC1CCN(C(=O)C(CCCN2CCC(O)(c3ccccc3)CC2)CC(C)(C)O1)c1ccncc1	1.0	1	0.427	0.474
7	CC(=O)NCCC(C(=O)NCc1ccccc1)c1cccc(C)c1	1.0	1	0.415	0.962
7	CCCCOC(=O)c1ccccc1	1.0	1	0.418	0.995
7	Cc1ccccc1C(=O)CCCN1C(C)CCCC1c1ccccc1	1.0	1	0.456	0.911
7	OC(CO)(CF)NCCCCCCF	1.0	0	0.339	0.616
7	CCCCCCOC(=O)CC1CCCCC2O[PH](O)CCCCCCCCCCCCC(OC)CC(=O)OC2C1=	0.0	0	0.0	0.0
7	CC1CCC(C#N)N1c1nc(N2CCC1)nc(N2C(C)C)C2CC1	0.0	0	0.0	0.0
7	CCCc1c(CCC)c(CO)nc(-c2c[nH]nc2C)n1	1.0	1	0.482	0.849
7	CCCCN(C1CCCCC1)S(=O)(=O)c1ccccc1C	1.0	0	0.25	0.98
7	COc1ccccc1C(=O)Nc1ncccn1	1.0	0	0.0	0.99
7	COc1ccccc1Cn1c2ccccc2c2c(N)ncnc12	1.0	0	0.0	0.979
7	COc1ncc(F)cc1C1CCCN1C	1.0	1	0.489	0.901
7	COc1ccccc1C(=O)NCCCNC(C)=O	1.0	1	0.546	0.991
8	Cc1ccccc1NC(=O)CCCN1C(=O)c2ccccc2C1=O	1.0	1	0.477	0.989
8	O=C(O)c1ccccc1	1.0	0	0.281	0.997
8	O=C(O)c1ccccc1Oc1ccccc1	1.0	1	0.45	0.995
8	O=C(c1cc[n+]([O-])cc1)c1ccccc1	1.0	1	0.5	0.979
8	Cc1ccc2ccccc2c1	1.0	0	0.28	0.996
8	CCONC(=O)c1cccc(C)c1	1.0	0	0.325	0.987
8	CCCCC(CC)C(=O)Nc1ccc(C#N)cc1	1.0	1	0.375	0.964
8	CCCCCCC(NC(=O)CCC)C1CCCCC1	1.0	1	0.357	0.944
8	O=C(NCc1ccc2c(c1)OCO2)C(O)c1ccccc1	1.0	1	0.497	0.964
8	O=C1CC2(CCCC2)CC(O)=C1[O-]	1.0	1	0.361	0.486
8	O=C(O)CCCN[SH](=O)(O)c1ccccc1)c1ccccc1	0.0	0	0.0	0.0
8	NCC=N	1.0	0	0.0	0.451
8	CCc1cc2c(=O)c(-c3ccccc3)cnc2oc1C	1.0	0	0.141	0.962
8	O=C(CNCC1CCCO1)c1ccc(-c2ccccc2)cc1F	1.0	1	0.561	0.951
8	CC(C)CNC(=O)CCCCCCCCCCCCCCCCCF	1.0	1	0.475	0.977
8	CCCCCCCCCCCCC(=O)OC	1.0	0	0.232	0.991
8	CCCNC(=O)C(CCCn1c(O)ccc1O)CC	1.0	0	0.262	0.871
8	NCCCCCCNCCCCNCCN	1.0	1	0.37	0.974
8	O=C(O)c1ccccc1Oc1ccccc1	1.0	0	0.258	0.995
8	O=C(CN1CCCCCCC1)NO	1.0	1	0.45	0.986
8	CC1CCN(C(=O)C(CCn2cccc2C#N)NS(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1	1.0	0	0.282	0.857
8	CCOC(=O)CC(=O)Nc1ccc(C)cc1	1.0	1	0.498	0.992
8	CCOC(=O)C1=C2N(C)C3(C)4CCCCC1C2(C)C31CO2	0.0	0	0.0	0.0
8	CC(CO)Nc1cc(NS(=O)(=O)c2ccccc2)ncn1)c1ccccc1	0.0	0	0.0	0.0
8	Cc1ccccc1CC(=O)Nc1ccccc1NC(=O)OCc1ccccc1	1.0	1	0.39	0.987
8	O=C(Nc1cccc2[nH]ccc12)C(Cl)Cl	1.0	0	0.0	0.972
8	O=C(NO)c1cccc2c1cnn1cncc21	1.0	0	0.0	0.938
8	COc1ccc(NC(=O)CSc2nnc(Cc3ccccc3)n2C)cc1O	1.0	1	0.427	0.979
8	COc1c(P(C)(C)C)ccc2ccccc12	1.0	1	0.356	0.824
8	CCCCCCCCCCNCCN1C(=O)C2CCCN2C1=O	1.0	1	0.472	0.925
8	Cc1ccc(C)c(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccn2)c1	1.0	1	0.473	0.977
8	CC1CCN(C(=O)C(CCc2ccccc2)N2CCCN2C)CC1	1.0	0	0.0	0.874
8	CCCCCCCCCCOC(C)C(=O)Nc1cccc(C)c1	1.0	1	0.394	0.967
8	CCC(=O)Nc1ccc2c(c1)OCO2	1.0	1	0.542	0.989
8	CCCCCCN(O)C(=O)CCCNC(=O)CCCCCCCC=CCCCCCCC	1.0	1	0.523	0.948
8	CCN=C1SC(=Cc2cccc(C)c2)C(=O)N1	1.0	1	0.376	0.899
8	COc1ccccc1Oc1c(C)oc2cccc(F)c2c1O	0.0	0	0.0	0.0
8	O=C(c1cccnc1)c1ccc(Oc2ccccc2)cc1	1.0	1	0.449	0.991
8	COc1cccc(OC)c1C1=CC(c2ccc(Cl)cc2)CC(C)(C)C1	1.0	0	0.302	0.894
8	CCC(CC)CCN1C(N)=N(C)C([N+](=O)[O-])C1=Cc1ccccc1	0.0	0	0.0	0.0
8	CC=CC=CCc1ccccc1B(O)C	1.0	1	0.439	0.817
8	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.0	0.975
8	O=C(O)c1cc2cnccc2cc1CNCCCCCNc1nc2ncccc2o1	1.0	1	0.536	0.923
8	CCCCOc1ccccc1CNC(=O)NS(=O)(=O)c1ccccc1	1.0	1	0.525	0.985
8	Oc1nc2cnccc2cc1C#Cc1ccncc1	1.0	0	0.0	0.918
8	O=C(CSCc1ccccc1)Cn1ncc2c1NC=N2	1.0	0	0.345	0.919
8	CCCCNC(=O)c1cc(-c2ccccn2)ncc1C	1.0	1	0.467	0.981
8	CCCCNC(=O)c1cccc[n+]1[O-]	1.0	1	0.428	0.959
8	CCCCCCCn1ccnc1NC(=O)c1nc(C2CCCCC2)ncc1N	1.0	1	0.443	0.925
8	O=C(c1ccncc1)c1ccccc1	1.0	1	0.492	0.993
8	CC(=O)CCCCCCCCNC(=O)c1ccccc1C	1.0	1	0.513	0.989
8	c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1	1.0	1	0.441	0.989
8	Cc1ccccc1OCC(=O)NCC(C)(C)C	1.0	0	0.347	0.988
8	CCc1cc2c(=O)c(-c3ccccc3)cnc2oc1F	1.0	1	0.464	0.936
8	Cc1ccccc1OCC(=O)N(Cc1ccccc1)c1ccccc1	1.0	1	0.418	0.99
8	CC(C)CN1C(=O)c2ccccc2C2(O)C1N=C[N+]N2	1.0	0	0.346	0.275
8	Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)NC2CCN(C(=O)C3CCCCCC3)CC2)c2ccccc12	1.0	1	0.492	0.962
8	CCCC1CN2C(=O)N(C)C3(C)CC3(C1)CCN2	1.0	0	0.403	0.024
8	O=C1CCC(=O)N2CCC3Oc4ccccc4C3CC2C1=O	1.0	1	0.56	0.627
