CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL2313293	1512348	CHEMBL2313293	1512348		17a	329.78	3.51	45.55	0	CN1C(=O)N(C)c2cc(\C=C\c3cccc(Cl)c3)n(C)c2C1=O	12629433	Ki	=	430	nM	6.37	Ki	=	430	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	935780	CHEMBL2317360	B	Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 1 hr by microbeta scintillation counting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	71904	CHEMBL2311471	23281824	J. Med. Chem.	2013	56	3	1247	722	CHEMBL3307715	HEK293
CHEMBL281129	25966	CHEMBL281129	25966		m	301.33	1.64	125.36	0	CSc1c2c(nc(N)n3nc(nc23)c4occc4)nn1C	2563424	Ki	=	1.2	nM	8.92	Ki	=	1.2	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	513609	CHEMBL967913	B	Binding affinity to human adenosine A2A receptor	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	44049	CHEMBL1155896	18637670	J. Med. Chem.	2008	51	15	4449			
CHEMBL1270610	709854	CHEMBL1270610	709854		3c	420.46	1.5	113.13	0	CCN(C)C(=O)c1cnc2c(c1)nc(NC(=O)c3cccc(c3)C#N)n2CCCOC	3524903	Ki	=	25	nM	7.6	Ki	=	25	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	675428	CHEMBL1273565	B	Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	53459	CHEMBL1268900	20869242	Bioorg. Med. Chem. Lett.	2010	20	22	6845	722	CHEMBL3307715	HEK293
CHEMBL1800736	1161804	CHEMBL1800736	1161804		29	339.39	2.44	82.41	0	CCC1CN2C(=O)N(CC=C)c3nc([nH]c3C2=N1)c4cc(C)nn4C	6285560	Ki	>	5000	nM		Ki	>	5000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	757187	CHEMBL1803411	B	Displacement of [3H]ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by scintillation spectrometry	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			58246	CHEMBL1799944	21675777	J. Med. Chem.	2011	54	14	5205	449	CHEMBL3308072	CHO
CHEMBL201281	336715	CHEMBL201281	336715		10(CH)	478.52	4.74	94.74	0	CCCN1C(=O)N(CCC)c2cc([nH]c2C1=O)c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3	1674849	Inhibition	=	62	%		Inhibition	=	62	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	330275	CHEMBL853017	B	Displacement of [3H]ZM-241385 from recombinant human adenosine A2A receptor expressed in HEK293 cells at 0.1 uM	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			30584	CHEMBL1148617	16392813	J. Med. Chem.	2006	49	1	282	722	CHEMBL3307715	HEK293
CHEMBL201281	336715	CHEMBL201281	336715		10(CH)	478.52	4.74	94.74	0	CCCN1C(=O)N(CCC)c2cc([nH]c2C1=O)c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3	1674029	Ki	=	12.02	nM	7.92	pKi	=	7.92				0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	330271	CHEMBL862097	B	Binding affinity to recombinant human adenosine A2A receptor	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	30584	CHEMBL1148617	16392813	J. Med. Chem.	2006	49	1	282			
CHEMBL382251	348407	CHEMBL382251	348407		34	368.47	6.47	53.6	1	C1CCC(C1)c2nc3c(Nc4ccc5CCCc5c4)[nH]c6ccccc6c3n2	1719385	Activity	=	8	%		Activity	=	8	%			0	BAO_0001103	UO_0000187	http://qudt.org/vocab/unit#Percent	361174	CHEMBL859163	B	Displacement of [3H]R-PIA from human adenosine A2A receptor in HEK293 cells at 10 uM	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			31238	CHEMBL1148506	16722654	J. Med. Chem.	2006	49	11	3354	722	CHEMBL3307715	HEK293
CHEMBL396391	402588	CHEMBL396391	402588		3	278.31	2.86	80.9	0	Cc1ccc(NC(=O)c2nc(N)nc3ccccc23)cc1	2008730	Activity	=	5	%		Activity	=	5	%			0	BAO_0001103	UO_0000187	http://qudt.org/vocab/unit#Percent	452420	CHEMBL902656	B	Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in CHO cell membranes at 1 uM	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			37268	CHEMBL1138345	18047262	J. Med. Chem.	2007	50	26	6596			
CHEMBL481770	467970	CHEMBL481770	467970		7	505.45	6.38	109.29	2	Nc1nc2c(cnn2CCc3ccc(cc3)c4ccc(OC(F)(F)F)cc4)c5nc(nn15)c6occc6	2457804	Ki	=	7.8	nM	8.11	Ki	=	7.8	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	491756	CHEMBL937827	F	Antagonist activity at human adenosine A2A receptor	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	43769	CHEMBL1155026	18562199	Bioorg. Med. Chem. Lett.	2008	18	14	4199			
CHEMBL330286	149856	CHEMBL330286	149856		4	446.46	3.72	124.4	0	CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n4nc(nc24)c5occc5)n1	1076661	Ki	=	80	nM	7.1	Ki	=	80	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	31495	CHEMBL647480	B	Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	16063	CHEMBL1134562	11495585	J. Med. Chem.	2001	44	17	2735	449	CHEMBL3308072	CHO
CHEMBL1255901	704882	CHEMBL1255901	704882	HUPERZINE A	HUPERZINE A	242.32	1.06	55.12	0	C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C	7660203	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL1255901	704882	CHEMBL1255901	704882	HUPERZINE A	HUPERZINE A	242.32	1.06	55.12	0	C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C	7660204	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL445	2262	CHEMBL445	2262	NORTRIPTYLINE	NORTRIPTYLINE	263.38	4.24	12.03	0	CNCCC=C1c2ccccc2CCc3ccccc13	7739985	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL445	2262	CHEMBL445	2262	NORTRIPTYLINE	NORTRIPTYLINE	263.38	4.24	12.03	0	CNCCC=C1c2ccccc2CCc3ccccc13	7739986	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL1935747	1273229	CHEMBL1935747	1273229		9a	403.39	2.85	111.51	0	COc1ccc(NC(=O)Nc2nc3cn(C)cc3c4nc(nn24)c5occc5)cc1	7985255	Ki	=	500	nM	6.3	Ki	=	500	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	794899	CHEMBL1936135	B	Displacement of [3H]-ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	60714	CHEMBL1932966	22204739	Bioorg. Med. Chem.	2012	20	2	1046	449	CHEMBL3308072	CHO
CHEMBL590484	599095	CHEMBL590484	599095		20	651.8	4.01	155.04	1	CC(C)C(=O)N[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC(c4ccccc4)c5ccccc5)nc(NCCc6cn(cn6)C(C)C)nc23	3100544	IC50	=	67	nM	7.17	IC50	=	67	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	609497	CHEMBL1071769	F	Agonist activity at adenosine A2A receptor in human neutrophils assessed as inhibition of fMLP-induced reactive oxygen species release by chemiluminescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	49861	CHEMBL1158518	20031406	Bioorg. Med. Chem. Lett.	2010	20	3	1219			
CHEMBL2064638	1358048	CHEMBL2064638	1358048		9	436.44	1.01	125.19	0	CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NC)nc(nc34)C#Cc5cccc(F)c5	15191803	Inhibition	=	10	%		INH	=	10	%			1	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	1469764	CHEMBL3413615	B	Displacement of [3H]CGS21680 from human recombinant A2A adenosine receptor expressed in HEK293 cells at 10 uM after 60 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			91301	CHEMBL3407461	25422861	J. Med. Chem.	2014	57	23	9901			
CHEMBL410414	396822	CHEMBL410414	396822	DIRLOTAPIDE	3	674.71	7.64	83.44	2	CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c2cc3cc(NC(=O)c4ccccc4c5ccc(cc5)C(F)(F)F)ccc3n2C)c6ccccc6	1965504	Activity					Activity				Not Active		0	BAO_0000375			446904	CHEMBL897211	B	Inhibition of adenosine A2a receptor at 1 uM	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			36748	CHEMBL1148857	17276061	Bioorg. Med. Chem. Lett.	2007	17	7	1996			
CHEMBL590484	599095	CHEMBL590484	599095		20	651.8	4.01	155.04	1	CC(C)C(=O)N[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC(c4ccccc4)c5ccccc5)nc(NCCc6cn(cn6)C(C)C)nc23	3100543	Ki	=	27	nM	7.57	Ki	=	27	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	609496	CHEMBL1071768	B	Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	49861	CHEMBL1158518	20031406	Bioorg. Med. Chem. Lett.	2010	20	3	1219			
CHEMBL3771208	2071933	CHEMBL3771208	2071933		6	441.48	1.1	134.78	0	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N[C@@H]4CCC[C@H]4OCc5ccccc5)ncnc23	16486006	pKA					pKA				Not Active			BAO_0002131			1558352	CHEMBL3772789	B	Binding affinity to human Adenosine A2A receptor expressed in yeast cells coexpressed with GPA1/Galphas	1	Scientific Literature	Homo sapiens		9606	Autocuration		252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			98482	CHEMBL3769381	26756468	J. Med. Chem.	2016	59	3	947			
CHEMBL2377103	1558947	CHEMBL2377103	1558947		53	319.38	2.5	105.82	0	Nc1nc(nc2sc(Cc3ccccc3)cc12)c4cnccn4	13287566	Ki	=	2.4	nM	8.62	Ki	=	2.4	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	956569	CHEMBL2380019	F	Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	73467	CHEMBL2375358	23522563	Bioorg. Med. Chem. Lett.	2013	23	9	2688	485	CHEMBL3307512	CHO-K1
CHEMBL3771208	2071933	CHEMBL3771208	2071933		6	441.48	1.1	134.78	0	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N[C@@H]4CCC[C@H]4OCc5ccccc5)ncnc23	16485937	Emax					Emax				Not Active			BAO_0000656			1558344	CHEMBL3772781	B	Agonist activity at human Adenosine A2A receptor expressed in yeast cells coexpressed with chimeric GPA1/Galphas after 16 hrs by beta-galactosidase reporter gene assay relative to NECA	1	Scientific Literature	Homo sapiens		9606	Autocuration		252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			98482	CHEMBL3769381	26756468	J. Med. Chem.	2016	59	3	947			
CHEMBL2042062	1348489	CHEMBL2042062	1348489		3r	606.67	2.54	161.27	1	COc1cccc2C=C(C(=O)NCCCOCCCCOCCCNC(=O)C3=Cc4cccc(OC)c4OC3=N)C(=N)Oc12	10926685	Inhibition	>	70	%		INH	>	70	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	824505	CHEMBL2045250	B	Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells at 10 uM after 30 mins by beta scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			62357	CHEMBL2040792	22677030	Eur. J. Med. Chem.	2012	54		303	308	CHEMBL3308376	HeLa
CHEMBL2113445	1385696	CHEMBL2113445	1385696		8g	463.84	.84	205.39	2	Nc1nc(N=NNC(=O)Nc2ccccc2Cl)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O	487695	Ki	=	45	nM	7.35	Ki	=	45	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	31810	CHEMBL642231	B	Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand	1	Scientific Literature				Expert	BAO_0000357	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	8	Homologous protein			17473	CHEMBL1136764	12672250	J. Med. Chem.	2003	46	8	1492			
CHEMBL1795497	1158537	CHEMBL1795497	1158537		9	276.29	3.13	76.95	0	Nc1nc2c(O)cccc2c3cn(nc13)c4ccccc4	6261820	Inhibition	=	19	%		INH	=	19	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	752771	CHEMBL1798407	B	Displacement of [3H]ZM241385 from human recombinant adenosine A2A receptor expressed in CHO cell membranes at 1 uM by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			58060	CHEMBL1795254	21616671	Bioorg. Med. Chem.	2011	19	12	3757			
CHEMBL415690	395055	CHEMBL415690	395055	BETADEX	BETA CYCLODEXTRIN	1134.98				OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CO)O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO)O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@@H]5CO)O[C@H]6[C@H](O)[C@@H](O)[C@H](O[C@@H]6CO)O[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@@H]7CO)O[C@H]8[C@H](O)[C@@H](O)[C@H](O[C@@H]8CO)O[C@H]1[C@H](O)[C@H]2O	7602324	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL415690	395055	CHEMBL415690	395055	BETADEX	BETA CYCLODEXTRIN	1134.98				OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CO)O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO)O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@@H]5CO)O[C@H]6[C@H](O)[C@@H](O)[C@H](O[C@@H]6CO)O[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@@H]7CO)O[C@H]8[C@H](O)[C@@H](O)[C@H](O[C@@H]8CO)O[C@H]1[C@H](O)[C@H]2O	7602325	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL193482	328137	CHEMBL193482	328137	ESTRIOL	ESTRIOL	288.38	2.87	60.69	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O	7652337	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL193482	328137	CHEMBL193482	328137	ESTRIOL	ESTRIOL	288.38	2.87	60.69	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O	7652338	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL21654	26891	CHEMBL21654	26891		17	389.84	4.01	86.92	0	Nc1nc2c(cnn2CCc3ccccc3)c4nc(nn14)c5ccc(Cl)cc5	3253687	Ki	=	5970	nM	5.22	Ki	=	5970	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	623792	CHEMBL1117075	B	Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	50779	CHEMBL1156179	20307065	J. Med. Chem.	2010	53	8	3361	449	CHEMBL3308072	CHO
CHEMBL201706	335790	CHEMBL201706	335790		4	358.8	-.02	150.48	0	CNC(=O)[C@H]1S[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC)nc(Cl)nc23	387525	Ki	=	20	nM	7.7	Ki	=	20	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	31807	CHEMBL642228	B	Percent displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells at 10 uM	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	17161	CHEMBL1145992	12930138	J. Med. Chem.	2003	46	18	3775	449	CHEMBL3308072	CHO
CHEMBL402651	422418	CHEMBL402651	422418		5	322.32	1.65	95.91	0	CN1C(=O)NC(=O)c2[nH]c(nc12)c3cnn(Cc4ccccc4)c3	2078265	Ki					Ki				Not Determined		0	BAO_0000192			462282	CHEMBL946045	B	Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			38298	CHEMBL1141482	18226896	Bioorg. Med. Chem. Lett.	2008	18	4	1397			
CHEMBL1099127	627797	CHEMBL1099127	627797		5c	496.54	.45	157.56	0	CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4ccc5c(c4)C(C)(C)N([O])C5(C)C)ncnc23	3299207	Ki	>	10000	nM		Ki	>	10	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	630178	CHEMBL1117281	B	Displacement of [3H]ZM241385 from human recombinant adenosine A2A receptor by rapid filtration technique	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			51169	CHEMBL1158581	20385496	Bioorg. Med. Chem.	2010	18	9	3078			
CHEMBL2420186	1578974	CHEMBL2420186	1578974		3a	421.94	4.99	79.5	0	Nc1scc(CN2CCn3c(C2)cc4ccccc34)c1C(=O)c5ccc(Cl)cc5	13426651	Inhibition	=	0	%		INH	=	0	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	979265	CHEMBL2422383	B	Displacement of [3H]ZM 241385 from human adenosine A2A receptor expressed in CHO cells at 10 uM after 60 mins by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			74656	CHEMBL2417436	23911855	Eur. J. Med. Chem.	2013	67		409	449	CHEMBL3308072	CHO
CHEMBL2089344	1367026	CHEMBL2089344	1367026		13	506.38	4.72	96.09	1	O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#Cc6cccc(Cl)c6	11010300	Ki	=	1800	nM	5.75	Ki	=	1800	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	840838	CHEMBL2090621	B	Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	64910	CHEMBL2086387	23145215	ACS Med. Chem. Lett.	2012	3	7	596	722	CHEMBL3307715	HEK293
CHEMBL1290002	716414	CHEMBL1290002	716414		2p	517.62	5.18	80.32	2	CC(C)(NC(=O)COc1ccc2NC(=O)C(=C(CCc3ccccc3)c2c1)c4ccncc4)c5ccccc5	3594551	Ki	>	10000	nM		Ki	>	10000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	687323	CHEMBL1291999	B	Displacement of [3H]SCH58261 from human adenosine A2A receptor transfected in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			54090	CHEMBL1287765	21055932	Bioorg. Med. Chem. Lett.	2010	20	24	7414	722	CHEMBL3307715	HEK293
