Epoch	SMILES	Valid	Desired	RDKit_Supermolecule_TanimotoCombo	SA
8	COc1ccc(-c2ccc(C(=O)NCC(=O)O)cc2)cc1	1.0	0	0.087	0.993
8	O=C(O)C(CS)CC(=O)c1ccc(Cl)cc1	1.0	0	0.106	0.949
8	CCc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1	1.0	0	0.123	0.925
8	Cc1nccc(CNC(=O)c2cccc(CI)c2)c1	1.0	0	0.119	0.978
8	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.328	0.929
8	COc1ccc(Cc2c(O)n3nc(N)nc3nc2C2CC2)cc1	1.0	1	0.562	0.936
8	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(Cl)c1	1.0	1	0.289	0.966
8	COc1c(NS(=O)(=O)c2ccc(Cl)s2)cccc1C	1.0	1	0.218	0.975
8	COc1nc2c(nc(O)[nH]2)nc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1N	1.0	0	0.161	0.839
8	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c(N)cccc2)cc1	1.0	1	0.223	0.975
8	c1cc(Oc2ccc(-c3ccccc3)nc2)cc1C2OCC	0.0	0	0.0	0.0
8	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)c(Cl)c1	1.0	1	0.501	0.923
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(C#N)cn2)cc1	1.0	0	0.195	0.952
8	Cc1nn(Cc2ccc(F)cc2)c(C)c1C(=O)c1ccc(Cl)cc1	1.0	0	0.144	0.984
8	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc2c(cc1)CCN(C)C2	1.0	0	0.186	0.965
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cccnc2)cc1	1.0	0	0.19	0.977
8	O=S(=O)(Nc1ncc(Cl)nc1OCc1cc(Cl)ccc1NC(=O)c1ccccc1)c1ccccc1	1.0	0	0.168	0.962
8	N#CSCCOCCOc1c(O)cc(Br)cc1F	1.0	0	0.114	0.887
8	Cc1ccc(N2C(=O)C(O)=C(C(=O)C3CC3)C2C2CCCCC2)cc1	1.0	1	0.464	0.914
8	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C(C)=O)cccc32)ccc1	1.0	1	0.244	0.934
8	Cc1ccc(S(=O)(=O)NCCCN2CCC(O)(c3ccc(Cl)cc3)CC2)cc1	1.0	0	0.089	0.974
8	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1C1CCCCC1	1.0	1	0.33	0.908
8	O=C(O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c(Cl)cccc2)cc1	1.0	1	0.211	0.983
8	O=C(O)c1c(Oc2cnccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	1	0.425	0.972
8	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	0.474	0.908
8	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnn2)cc1C	1.0	1	0.428	0.965
8	O=S(=O)(Nc1ncnc2n[nH]c(O)c2c1)c1ccccc1	0.0	0	0.0	0.0
8	O=S(=O)(Nc1cc(Cl)cnc1Oc1cccc[n+]1[O-])c1ccccc1S	1.0	0	0.194	0.882
8	CC(C)(c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1)N1CCCCC1	1.0	0	0.173	0.952
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.213	0.976
8	Nc1nn2c(O)c(Cc3cccc(C(F)(F)F)c3)c(-c3ccc(Cl)cc3)nc2n1	1.0	1	0.679	0.942
8	Cc1ccc(N2C(=O)C(O)=C(C(=O)C(C)(C)C)C2C2CCCCC2)cc1	1.0	1	0.455	0.901
8	COCCOc1nn(C)c2c1c(NS(=O)(=O)c1c(Cl)cccc1)c(C(=O)O)nn2	1.0	1	0.287	0.921
8	CC(=O)N(c1ccc(C(=O)Nc2ccc(Cl)cc2)c2ccccc12)C1	0.0	0	0.0	0.0
8	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c(N)cc(Br)cc2)cc1	1.0	1	0.23	0.968
8	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.135	0.974
8	COc1c2c(NC(=O)NC3Cc4ccccc4C3)c(N3CCOCC3)ccc2cc1	0.0	0	0.0	0.0
8	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1csc2c1cccc2	1.0	1	0.257	0.944
8	CC1CCN(C(=O)C(CCn2cccc2C#N)NS(=O)(=O)c2ccc3[nH]ccc3c2)CC1	1.0	1	0.217	0.817
8	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.19	0.983
8	O=C(O)c1ccc(C(F)(F)F)cc1NCc1ccc(F)cc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.26	0.964
8	CC(=O)C1=C(O)C(=O)N(c2ccccc2)C1C1CCCCC1	1.0	1	0.409	0.935
8	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(C)c2)cc1	1.0	0	0.187	0.97
8	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ncccc3)c3c2cccc3)CC1	1.0	0	0.151	0.965
8	O=[N+]([O-])c1c(Br)c(O)c(-c2ccc(O)c(C(F)(F)F)c2)nc1	1.0	0	0.143	0.915
8	CC(=O)Oc1ccc(-c2nc(SCCCO)c(Cc3ccccc3)n2Cc2ccccc2)cc1	1.0	1	0.276	0.958
8	O=C(O)c1c(Oc2ncccc2Nc2c(Br)cccc2Cl)cccc1	1.0	1	0.276	0.973
8	N#Cc1c(Oc2cc(Cl)c(F)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.355	0.973
8	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(C)cc1	1.0	1	0.439	0.959
8	O=C(NCCN1CCCC1)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	0	0.005	0.971
8	O=C(NCCc1c(-c2ccc(F)cc2)[nH]c2ccc(Cl)cc12)NO	1.0	0	0.13	0.968
8	O=C(C1=C(O)C(=O)N(c2ccc(Br)cc2)C1c1ccccc1)c1ccccc1	1.0	1	0.38	0.958
8	Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccncc2)cc1	1.0	0	0.169	0.979
8	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.609	0.937
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2c(F)c(F)ccc2)c2ccccc2)cc1	0.0	0	0.0	0.0
8	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cccc2ccccc12	1.0	0	0.111	0.968
8	CCNc1ccc(C(=O)c2cc(OC)c(OC)cc2NS(=O)(=O)c2ccn(CC3CC3)c2)cc1	1.0	1	0.208	0.938
8	COc1nc(C)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.147	0.964
8	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)ccc1	1.0	1	0.61	0.929
8	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)C3CCOCC3)c3c2cccc3)CC1	1.0	0	0.151	0.958
8	CC(C)CN1CCc2nc(C3CCN(C(=O)Cc4ccc(F)cc4)C3)ccc2C1	1.0	0	0.141	0.895
8	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(I)cc1	1.0	1	0.203	0.977
8	O=S(=O)(Nc1cc(Cl)c(Cl)cc1C(O)c1ccccc1)O	1.0	0	0.171	0.929
8	CCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.463	0.935
8	Oc1cc(CSc2ccc(Cl)cc2)nc2nc(Cc3ccccc3)nn12	1.0	0	0.116	0.957
8	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	1	0.271	0.973
8	O=C(c1ccncn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cnco2)cc1	1.0	0	0.159	0.949
8	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)ccc1	1.0	1	0.261	0.977
8	O=C(O)c1cccnc1Nc1ccc(Cl)cc1Nc1ccc(Cl)c(Cl)c1	1.0	1	0.243	0.977
8	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	0.591	0.922
8	COc1cc(Oc2ccc(CN3C(=O)c4ccccc4C3=O)cc2)ccc1	1.0	0	0.135	0.988
8	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccccc1F	1.0	1	0.369	0.953
8	COc1nc(CO)ccc1NC(=O)c1ccc(Cl)cc1NC	1.0	0	0.133	0.97
8	CCCCOc1nc(NS(=O)(=O)c2ccc(CC)cc2)ccc1O	1.0	0	0.131	0.97
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(C(N)=O)c(O)n2)cc1	1.0	0	0.168	0.934
8	CC1CCN(C(=O)C(CCn2ccnc2Cl)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1	1.0	1	0.241	0.816
8	O=C(O)C(Cc1cccc(Cl)c1Cl)c1ccccc1N1C(O)=C(Cc2ccc(Cl)cc2)=NC1=O	0.0	0	0.0	0.0
8	CCc1ccc(OS(=O)(=O)c2ccc(NCCN(C)C)cc2)cc1	1.0	0	0.127	0.982
8	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(C)cc1	1.0	1	0.439	0.959
8	CC(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccn2)cc1	1.0	1	0.231	0.978
8	Cc1cc(NS(=O)(=O)c2cccc(Cl)c2)ccc1O	1.0	0	0.121	0.987
8	CN(C)C(=O)C(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.193	0.954
8	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(F)c1	1.0	1	0.303	0.965
8	CC(C)(C)COc1nc(Cl)ccc1C(=O)N1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1	1.0	0	0.17	0.952
8	COc1c2c(c(O)c3c1C(=O)c1c(cc(C)cc1)CC3C2)C1C(=O)N(C)C1=O	1.0	0	0.005	0.278
8	CC(=O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.077	0.992
8	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(CNC)n3)c2ccc1C	1.0	1	0.206	0.906
8	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2n[nH]cc2)cc1	1.0	1	0.217	0.944
8	O=S(=O)(Nc1ncc(Cl)nc1OCCF)c1ccccc1	1.0	0	0.139	0.956
8	COc1nc(Br)cnc1NS(=O)(=O)c1c(-c2ccccc2)ccs1	1.0	1	0.305	0.941
8	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)ccc[n+]1[O-]	1.0	1	0.201	0.949
8	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(F)c1	1.0	1	0.303	0.965
8	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)cc(C)c2)C1C1CCCCCCC1	1.0	1	0.325	0.892
8	N#Cc1cccn1Cc1c(-c2c(Cl)cccc2Cl)ncn1Cc1cc(Cl)ccc1	1.0	1	0.291	0.923
8	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.195	0.976
8	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1csc2c1C	0.0	0	0.0	0.0
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	0	0.188	0.958
9	N#Cc1cccc(S(=O)(=O)N2CCC(NS(=O)(=O)c3ccc(NC(=O)CCc4ccccc4)cc3)CC2)c1	1.0	0	0.005	0.966
9	Cc1cc(C)c(S(=O)(=O)NC(=O)NC(C)(C)C)cc1C	1.0	0	0.102	0.972
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2C(=O)c2ccncc2)cc1	1.0	1	0.203	0.965
9	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1-c1ccccc1	1.0	0	0.128	0.969
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.213	0.976
9	C=CCc1c(O)c(NC)cc2nc(N)nc(O)c2S1=O)c1	0.0	0	0.0	0.0
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2ccccn2)cc1	1.0	1	0.259	0.979
9	Nc1nn2c(O)c(Cc3ccccc3Br)c(C(C)(C)C)nc2n1	1.0	1	0.464	0.904
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	0	0.196	0.976
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnccn2)cc1	1.0	1	0.244	0.969
9	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)ccc1	1.0	1	0.206	0.98
9	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(Cl)cc2)cc1	1.0	1	0.208	0.936
9	O=C(Nc1ccc(-c2ccc(Cl)cc2)cc1)N1CCOCC1	1.0	0	0.073	0.99
9	CCCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cc(Cl)c(Cl)cc1	1.0	1	0.599	0.931
9	CC(C)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1	1.0	0	0.094	0.993
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	0	0.196	0.976
9	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.201	0.975
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1	1.0	0	0.108	0.983
9	CC(C)c1nc2nc(N)nn2c(C)c1-c1ccc(Cl)cc1	1.0	0	0.163	0.947
9	O=C(O)c1ccc(Oc2cccc(Cl)c2C(=O)c2cnn(-c3ccc(Cl)cc3)c2)cc1	1.0	1	0.253	0.971
9	O=S(=O)(Nc1ccc(F)cn1)c1ccc(Cl)c(Cl)c1	1.0	0	0.153	0.982
9	CCNc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccn1	1.0	1	0.348	0.958
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.213	0.976
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc3c2C(=O)N(Cc2cnccc2)C3CO)cc1	1.0	0	0.16	0.873
9	N#Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.196	0.977
9	O=S(=O)(Nc1c(F)cccc1F)c1cccc(F)c1Cl	1.0	0	0.143	0.976
9	Oc1cc(CSc2cccc(F)c2F)nc2nc(CCCCN3CCCC3)cn12	1.0	1	0.206	0.905
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(CN)nc(N)nc2)cc1	1.0	1	0.336	0.95
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1cccc(F)c1	1.0	1	0.274	0.954
9	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	0	0.119	0.984
9	CCCCCc1ccc(C(=O)Nc2ccc(C(=O)NCCc3ccccc3)cc2)cc1	1.0	0	0.112	0.99
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(C(N)=O)ccn2)cc1	1.0	1	0.334	0.955
9	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(C(=O)O)c3)c2ccc1	1.0	1	0.25	0.953
9	COc1c2c(NS(=O)(=O)c3c(Cl)cccc3)n(C)c(CN3C(=O)c3ccccc3C2=O)cc1O	0.0	0	0.0	0.0
9	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(F)c(F)c2)cccc1	1.0	1	0.23	0.981
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.331	0.963
9	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.132	0.967
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(F)c1	1.0	1	0.303	0.965
9	Cc1ncccc1Nc1nccc(NC(=O)c2c(Cl)cccc2)n1	1.0	0	0.132	0.977
9	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)cc[n+]1[O-]	1.0	1	0.209	0.946
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(CN)ncnc2N)cc1	1.0	1	0.264	0.946
9	N#CC1(c2ccc(Cl)cc2)CCN(CCCOc2ccccc2)CC1	1.0	0	0.108	0.975
9	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.609	0.937
9	COc1c(S(=O)(=O)c2ccc(Cl)s2)cccc1	1.0	0	0.135	0.981
9	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(OC(F)(F)F)cc1	1.0	0	0.096	0.96
9	CNS(=O)(=O)c1ccc(CNC(=O)c2ccc(Oc3ccccc3)cc2)cc1	1.0	0	0.079	0.988
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(N3CCOCC3)cc2)cc1	1.0	0	0.182	0.962
9	O=C(c1cnncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1	1.0	0	0.193	0.966
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1c(Cl)cccc1Cl	1.0	1	0.589	0.912
9	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.135	0.974
9	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C(C)C	1.0	1	0.331	0.937
9	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)cc3)c3c2cccc3)CC1	1.0	0	0.142	0.971
9	O=C(Cn1c(=O)cnc2ccccc21)c1cccc(C(F)(F)F)c1	1.0	0	0.177	0.978
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	0.474	0.908
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ncccn2)cc1	1.0	0	0.153	0.966
9	O=C(O)c1ccc(Oc2c(-c3cc(Cl)ccc3)nn3cc(Cl)ccc23)cc1	1.0	0	0.191	0.964
9	N#Cc1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.36	0.981
9	CCCC(=O)CCCCCCCC(=O)OCC	1.0	0	0.058	0.984
9	N#Cc1cccn1CCC(NS(=O)(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N1CCC(C(F)(F)F)CC1	1.0	1	0.226	0.737
9	Cn1ncc2c1cc(Cl)c(C(=O)Nc1cc(Cl)ccc2)c1	1.0	0	0.127	0.074
9	CC(C)NS(=O)(=O)c1ccc(CNC(=O)c2ccccc2)cc1	1.0	0	0.067	0.991
9	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cnc1	1.0	1	0.333	0.958
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(F)c1	1.0	1	0.303	0.965
9	CCC(=O)NC1c2ccc(Cl)cc2C1CCN(C)C	1.0	0	0.118	0.791
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1	1.0	0	0.164	0.969
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.18	0.975
9	Cc1ncccc1Oc1ncc(C#N)cc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.198	0.945
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(C(F)(F)F)nc2)cc1	1.0	0	0.192	0.897
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	0.474	0.908
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.331	0.963
9	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N3CCCC3C(=O)O)cc2)cc1	1.0	0	0.005	0.923
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(C3CC3)nc3nnnn23)cc1	0.0	0	0.0	0.0
9	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3ccccc32)ccc1	1.0	1	0.205	0.958
9	Cc1c(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cccc1	1.0	1	0.246	0.991
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.213	0.976
9	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1C1Cc2ccccc2C1OCc1ccccc1	1.0	1	0.389	0.745
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.206	0.983
9	CC(C)(c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1)c1cocn1	1.0	1	0.213	0.922
9	CCCCCCc1nc2nc(N)nn2c(O)c1[S+](=O)[O-]	1.0	1	0.275	0.497
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.213	0.976
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.316	0.951
9	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.135	0.974
9	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1	0.203	0.987
9	Nc1nn2c(O)c(Cc3cccc(I)c3)c(C3CC3)nc2n1	1.0	1	0.73	0.891
9	CC(=O)C1=C(O)C(=O)N(c2ccc(Oc3ccccc3C)cc2)C1C1CCCCC1	1.0	1	0.391	0.919
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(CN)ccnc2)cc1	1.0	1	0.261	0.963
9	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.201	0.975
9	Cc1c(Cl)cccc1Cc1c(C(=O)c2c(Cl)c(Cl)c(Cl)cc2)c(=O)c(O)ccc1	1.0	1	0.294	0.938
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	0.474	0.908
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(CO)ncn2)cc1	1.0	1	0.328	0.941
9	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(F)cc1	1.0	1	0.208	0.982
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2)cc1	1.0	0	0.152	0.981
9	COc1ccc(CCNS(=O)(=O)c2ccc(C3=NNC(=O)CC3)cc2)cc1	1.0	0	0.078	0.972
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cccnc2)cc1	1.0	0	0.19	0.977
9	Cc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cccc1	1.0	0	0.105	0.99
9	COCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	0	0.151	0.968
9	O=S(=O)(Nc1c(F)cccc1)c1ccc(Cl)cc1	1.0	0	0.065	0.993
9	COc1c(C)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c(S(=O)(=O)O)cc1Cl	1.0	1	0.228	0.954
9	CC(C)(c1ncco1)c1ccccc1S(=O)(=O)N1CCC(N2CCCCC2)CC1	1.0	1	0.271	0.923
10	Cc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	0.546	0.93
10	O=S(=O)(Nc1c(F)cccc1F)c1cc(Cl)ccc1O	1.0	0	0.154	0.978
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(Cl)c2)cc1	1.0	1	0.202	0.971
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cccn2)cc1	1.0	1	0.279	0.97
10	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1c1cc(Cl)ccc1	1.0	1	0.427	0.938
10	COc1c(C(=O)c2ccccc2)cncc1Cl	1.0	0	0.124	0.983
10	COc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.185	0.982
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)c(C(=O)c3ccccn3)cc2)cc1	0.0	0	0.0	0.0
10	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C(=O)NC3CCCc4ccccc34)cc2)CC1	1.0	0	0.103	0.927
10	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1	1.0	0	0.147	0.976
10	Oc1cc(CSc2cccc(F)c2F)nc2nc(CCc3ccccc3)nn12	1.0	1	0.274	0.935
10	Oc1cc(CSc2cc(Cl)ccc2)nc2nc(Cc3ccccc3)nn12	1.0	1	0.256	0.952
10	Oc1cc(CSc2cccc(F)c2F)nc2nc(CCc3ccccc3)nn12	1.0	1	0.274	0.935
10	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCOCC3)cc2)cc(S(=O(O)O)c2ccc(O)cc2)c1	0.0	0	0.0	0.0
10	N#CSCCNC(=O)c1ccc[n+]([O-])c1	1.0	0	0.084	0.874
