Epoch	SMILES	Valid	Desired	ROCS_CCR2_SDF	ROCS_Model3-4_SQ	SA
8	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2F)C1C1CCCCC1	1.0	1	1.0	0.103	0.868
8	COc1c(C)c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cnc1	1.0	1	0.818	0.1	0.92
8	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C	1.0	0	0.971	0.1	0.948
8	Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2C2CCCCC2)cc1	1.0	1	0.997	0.173	0.933
8	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(F)cc2F)C1C1CCCCC1	1.0	1	1.0	0.104	0.873
8	COc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ncc1	1.0	0	0.769	0.089	0.94
8	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NCc3ccccc3)c3ccccc23)CC1	1.0	0	0.673	0.053	0.972
8	CCCc1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)cc1	1.0	1	1.0	0.182	0.941
8	Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2C2CCCCC2)cc1	1.0	1	0.997	0.173	0.933
8	CCCc1nc(NS(=O)(=O)c2ccccc2Cl)c(C)nc1	1.0	0	0.935	0.084	0.964
8	Cc1ccc(N2C(=O)C(O)=C(C(=O)C(C)C)C2C2CCCCC2)cc1	1.0	0	0.999	0.092	0.909
9	CNc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccn1	1.0	0	0.944	0.096	0.96
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cncn2)cc1	1.0	0	0.934	0.092	0.958
9	Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.982	0.115	0.964
9	O=C(c1ccncn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1	1.0	1	0.944	0.101	0.965
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[nH]cn2)cc1	1.0	0	0.93	0.074	0.95
9	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	0	0.919	0.067	0.964
9	COc1nn(C)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nc(C)n2	1.0	0	0.941	0.081	0.936
9	C=CCOc1c(Cl)cc(Cl)cc1S(=O)(=O)NCCN1CCCC1=O	1.0	0	0.823	0.063	0.946
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cc(Cl)ncc1	1.0	0	0.986	0.093	0.947
9	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccccc2)cc1	1.0	0	0.968	0.087	0.989
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cc(Cl)cnc1N=	0.0	0	0.0	0.0	0.0
9	Cc1cnc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	0	0.826	0.095	0.946
9	CS(=O)(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)c(Oc2cccc(C(Cl)Cl)c2)cc1	1.0	0	0.93	0.09	0.964
9	O=C(NCCN1CCCC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1N	1.0	0	0.651	0.052	0.977
9	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccnc1	1.0	0	0.853	0.098	0.943
9	Cc1ccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)Nc3ccc(Cl)cc3)c2)cc1	1.0	0	0.855	0.053	0.988
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1cccc(C(F)(F)F)c1	1.0	1	0.991	0.153	0.945
9	N#Cc1cccn1CCCCc1ccc(Cl)cc1	1.0	0	0.901	0.048	0.975
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1cccc(C(F)(F)F)c1	1.0	1	0.991	0.153	0.945
9	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)N2CCOCC2)cc1	1.0	1	0.986	0.144	0.983
9	Cc1cc(-c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccncc3)cn2)ccc1	1.0	0	0.912	0.081	0.97
9	CC(C)NS(=O)(=O)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)O)c1	1.0	0	0.791	0.05	0.96
9	COc1nc(CO)c(C)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.965	0.089	0.942
9	CSc1nccn1CC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.945	0.124	0.963
9	O=C(O)c1c(Oc2ncccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	0	0.914	0.085	0.976
9	COc1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccn1	1.0	1	0.968	0.118	0.963
9	Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1	1.0	0	0.399	0.044	0.956
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(S(C)(=O)=O)cc2)cc1	1.0	0	0.817	0.081	0.961
9	CNS(=O)(=O)c1ccc(CNC(=O)c2ccc(Oc3ccccc3)cc2)cc1	1.0	0	0.703	0.039	0.988
9	Nc1nn2c(O)c(Cc3cccc(Br)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.149	0.913
9	N#CC1(c2ccc(Cl)cc2)c2ccccc2C1=S	1.0	0	0.924	0.059	0.86
9	CS(=O)(=O)c1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)Nc2ccc(Cl)c(Cl)c2)cc1	1.0	0	0.788	0.056	0.952
9	COc1c(Cl2ccc(Cl)cc2NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cccn1	0.0	0	0.0	0.0	0.0
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccco2)cc1	1.0	0	0.913	0.073	0.973
9	c1ccc(N2CC(COc3ccc(Cl)cc3)CC2)cc1	1.0	0	0.947	0.049	0.977
9	Cc1nnnn1Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.983	0.102	0.962
9	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCCC1	1.0	0	1.0	0.091	0.922
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.147	0.929
9	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Oc2ccccc2)cc1	1.0	0	0.912	0.094	0.987
9	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.975	0.086	0.984
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1Cl	1.0	1	1.0	0.151	0.909
9	CCCCCc1nc2nc(N)nn2c(O)c1C	1.0	0	0.994	0.088	0.906
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccccc1	1.0	0	0.986	0.098	0.963
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccccc12	0.0	0	0.0	0.0	0.0
9	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)NCc2ccccc2)cc1	1.0	0	0.936	0.089	0.988
9	COc1c2c(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)nn(Cc3cccc(CN(C)C(=O)C4CCCC4)c3)c2ccc1	1.0	0	0.005	0.005	0.931
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncn2)cc1	1.0	0	0.932	0.079	0.967
9	O=C(c1ccncn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cnco2)cc1	1.0	0	0.897	0.091	0.949
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(F)c(Cl)cc1	1.0	0	0.957	0.078	0.976
9	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1cc(Br)ccc1	1.0	1	0.999	0.116	0.918
9	CNc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	0	0.953	0.086	0.965
9	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1c(Cl)cccc1	1.0	0	0.74	0.056	0.97
9	Cc1c(OC(C)c2ccccc2)ccc(C(=O)CN)c1O	1.0	0	0.897	0.05	0.936
9	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)N(C)c2cccc(C(=O)c3cccnc3)c2)cc1	1.0	0	0.005	0.005	0.963
9	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cccn1	1.0	0	0.912	0.079	0.978
9	COc1ncc(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.949	0.092	0.955
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.989	0.103	0.951
9	Cc1cc(Oc2c(C(=O)O)cccc2N)ccc1	1.0	0	0.95	0.067	0.984
9	CCc1ncccc1Cn1c(C)cc(O)cc1=O	1.0	0	0.973	0.065	0.957
9	COc1c2c(NS(=O)(=O)c3cc(Cl)c(Cl)c(Cl)c3)nncc2cc1	0.0	0	0.0	0.0	0.0
9	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnccc2)cc1	1.0	0	0.862	0.063	0.977
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(CCc2cnccc2)C3=O)cc1C	1.0	1	0.929	0.106	0.933
9	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc3ccccc23)cc1	1.0	0	0.697	0.043	0.988
9	COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4cc(Cl)c(Cl)cc4)CC3)CC2)cc1	1.0	0	0.338	0.042	0.955
9	CCOC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	0	0.999	0.099	0.929
9	CC(=O)C1=C(O)C(=O)N(c2ccc(C(F)(F)F)cc2)C1C1CCCCC1	1.0	1	0.999	0.1	0.907
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ncco2)cc1	1.0	0	0.958	0.086	0.958
9	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1csc2c1cccc2	1.0	1	0.985	0.135	0.929
9	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2c(Cl)cc(C(F)(F)F)cc2)cc1	1.0	0	0.005	0.005	0.964
9	O=C1c2c(C(=O)N1c1cnccc1)c(NS(=O)(=O)c1cc(C(F)(F)F)c(F)cc1)ccc2	1.0	0	0.803	0.094	0.952
9	N#CSCCNC(=O)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	0	0.005	0.005	0.918
9	Nc1nn2c(O)c(Cc3ccccc3)c(C3CC3)nc2n1	1.0	1	1.0	0.155	0.937
9	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	0	0.999	0.095	0.91
9	COc1ccccc1Cc1nnc(NS(=O)(=O)c2ccc(Cl)cc2)c(Oc2ccccc2)c1	1.0	0	0.787	0.075	0.965
9	Cc1nn2c(O)c(Cc3ccccc3)c(O)nc2n1	1.0	0	0.997	0.089	0.951
9	N#Cc1cc2c(cc1)N(S(=O)(=O)c1cccc(Cl)c1)CO2	1.0	0	0.963	0.073	0.959
9	Cc1nn(-c2ccccc2)c2cc(Cl)ccc2c1=O	1.0	0	0.977	0.072	0.983
9	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)ccn1	1.0	0	0.865	0.067	0.972
9	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccc(Cl)nc2)cc1	1.0	0	0.937	0.085	0.972
9	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.789	0.074	0.975
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccs1	1.0	1	0.986	0.106	0.954
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(C(F)(F)F)c1	1.0	1	0.991	0.152	0.958
9	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnn2)cc1	1.0	0	0.987	0.099	0.971
9	Oc1cc(CSc2cccc(OC(F)(F)F)c2)c2ccccc2n1	1.0	0	0.857	0.061	0.961
9	Cn1ncc(NC(=O)c2nc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cn1	0.0	0	0.0	0.0	0.0
9	Cc1nn2cc(Cl)ccc2c1-c1cccc(C(F)(F)F)c1CN1CCC1	1.0	0	0.97	0.064	0.936
9	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(-c3cnccc3)cc2)CC1	1.0	0	0.811	0.071	0.978
9	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.548	0.047	0.974
9	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccn1	1.0	0	0.877	0.085	0.972
9	CCc1nc2nc(N)nn2c(O)c1Cc1cc(Br)cc(Cl)c1	1.0	1	1.0	0.147	0.898
9	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Br)cc(Cl)c1	1.0	1	0.999	0.138	0.89
9	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc2nonc12	1.0	0	0.978	0.088	0.935
9	Cc1nnnn1Cc1c(Cl)cccc1Cl	1.0	0	0.887	0.044	0.97
9	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])ccc2N)cc1	1.0	0	0.877	0.066	0.937
9	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cccn1	1.0	0	0.93	0.094	0.963
9	COc1nc(Br)cnc1NS(=O)(=O)c1c(Cl)cc(Cl)cc1	1.0	1	0.947	0.1	0.956
9	COc1nccnc1NS(=O)(=O)c1c(Cl)c(Cl)cc(Cl)c1	1.0	1	0.954	0.109	0.958
9	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	0	0.955	0.089	0.973
9	O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)c2ccccc12)c1cccnc1	1.0	0	0.62	0.055	0.984
9	N#CSc1cccc2c1ccc(=O)oc2=O	1.0	0	0.927	0.049	0.931
10	O=C(C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1cc(Br)c(Br)cc1)	1.0	0	0.996	0.081	0.806
10	Cn1ncc2c1cccc2NS(=O)(=O)c1c(Cl)c(Cl)ccc1Cl	1.0	1	0.919	0.113	0.959
10	Cc1ccc(CN2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	0	0.868	0.083	0.962
10	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc3ccccc23)cc1	1.0	0	0.697	0.043	0.988
10	C#CCOc1nc(Cl)cnc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.962	0.102	0.934
10	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1cccc(O)c1	1.0	0	0.905	0.096	0.977
10	CCCC=Cc1nc(Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)ccc1	1.0	0	0.625	0.048	0.956
10	COc1c(NS(=O)(=O)c2cc(Cl)ccc2)cccc1C	1.0	0	0.966	0.088	0.985
10	Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)NCCCN2CCCC2)cc1	1.0	0	0.512	0.033	0.985
10	CS(=O)(=O)NCC(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1	1.0	0	0.966	0.069	0.942
10	Cc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1C#N	1.0	1	0.974	0.101	0.983
10	CC(C)(Nc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1)	1.0	0	0.947	0.089	0.966
10	CCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1Cl	1.0	1	1.0	0.164	0.916
10	N#Cc1ccc(Sc2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.973	0.096	0.975
10	CC(=O)C1=C(O)C(=O)N(c2cc(F)ccc2)C1C1CCCCC1	1.0	0	0.999	0.09	0.917
10	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.161	0.922
10	COc1ccc(NC(=O)C2(c3ccc(C)cc3)CCCC2)cc1	1.0	0	0.875	0.049	0.985
10	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(C(F)(F)F)c1	1.0	1	0.991	0.152	0.958
10	Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1	1.0	0	0.599	0.04	0.989
10	COc1c(Cl)ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	0	0.861	0.089	0.976
10	O=C(c1ccccc1)c1cc(Cl)ccc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.969	0.076	0.987
10	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc2nonc12	1.0	0	0.978	0.088	0.935
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cccn2)cc1	1.0	0	0.942	0.081	0.97
10	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	0.0	0	0.0	0.0	0.0
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(F)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.95	0.098	0.976
10	COc1nc(Cl)cnc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1Cl	1.0	0	0.959	0.093	0.936
10	Nc1nn2c(O)c(Cc3cccc(C(F)(F)F)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.174	0.912
10	CCOc1cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccn1	1.0	1	0.976	0.131	0.968
10	CCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.166	0.937
10	CS(=O)(=O)Cc1ccc(C(=O)Nc2c(OC(=O)c3ccccc3)cccc2)cc1	1.0	0	0.618	0.041	0.986
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(CCc2cnccc2)C3=O)cc1	1.0	1	0.916	0.129	0.951
10	CC(=O)n1cc(C(=O)Nc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.871	0.06	0.962
10	COc1nc(CO)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.965	0.086	0.952
10	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CC(C)C)cc2)cc1	1.0	0	0.95	0.071	0.982
10	Cn1nnnc1Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.988	0.098	0.96
10	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1cc(Cl)ccc1	1.0	0	1.0	0.093	0.953
10	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.989	0.103	0.951
10	O=C(C1CC1c1ccc(Cl)cc1)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	0	0.743	0.072	0.906
10	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(OCc3ccccc3)c3c2cccc3)CC1	1.0	0	0.61	0.06	0.974
10	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	1.0	0	0.953	0.09	0.98
10	COc1nc(Cl)cnc1NS(=O)(=O)c1c(Cl)cc(C(F)(F)F)cc1	1.0	1	0.951	0.116	0.949
10	CC(C)NS(=O)(=O)c1cccc(C(=O)Nc2ncccc2O)c1	1.0	0	0.693	0.056	0.98
10	Cc1nnc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.922	0.089	0.965
10	COc1cc(Cc2ccccc2)ccc1=O	0.0	0	0.0	0.0	0.0
10	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Br)cc1	1.0	0	0.951	0.09	0.981
10	CNS(=O)(=O)c1ccc(CNC(=O)NC2CCN(Cc3ccccc3)CC2)cc1	1.0	0	0.52	0.034	0.982
10	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)no[n+]2[O-]	1.0	0	0.929	0.086	0.919
10	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1C1CCCCC1	1.0	0	1.0	0.092	0.927
10	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.936	0.085	0.974
10	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1F	1.0	0	0.957	0.093	0.952
10	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CNC1	1.0	1	0.922	0.12	0.911
10	Cc1cccc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2C2CCCCC2)c1	1.0	1	0.996	0.174	0.927
10	CCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1Cl	1.0	1	1.0	0.164	0.916
10	Cc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc(Cl)n1	1.0	1	0.791	0.1	0.932
10	Cc1nn2c(O)c(Cc3ccccc3)c(Cc3ccccc3)nc2n1	1.0	0	0.997	0.091	0.963
10	N#Cc1cccn1CCC(NS(=O)(=O)c1cc(Cl)c(N)c(Cl)s1)	0.0	0	0.0	0.0	0.0
10	COc1ccc(Cc2c(O)n3nc(N)nc3nc2C2CC2)cc1	1.0	1	1.0	0.151	0.936
10	Nc1nn2c(O)c(Cc3cccc(Br)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.149	0.913
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)nc3ncnn32)cc1	0.0	0	0.0	0.0	0.0
10	N#Cc1cccn1CCC(=O)Nc1ccccc1N1C7CCSCC1	0.0	0	0.0	0.0	0.0
10	COc1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)ccc1	0.0	0	0.0	0.0	0.0
10	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3ccccc23)CC1	1.0	0	0.575	0.07	0.974
10	Cc1cnc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	0	0.826	0.095	0.946
10	Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)c2ccncc2)cc1	1.0	0	0.604	0.047	0.984
10	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	1.0	0	0.685	0.055	0.973
10	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)ncn2	0.0	0	0.0	0.0	0.0
10	CCNC(=O)Nc1cc(-c2nc(NC(=O)c3ccccc3N)ccc2Cl)ccc1Cl	1.0	0	0.554	0.053	0.968
10	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(C(F)(F)F)cc1	1.0	0	0.64	0.055	0.964
10	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)c4ccccc4)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.005	0.972
10	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Oc2cccc(Cl)c2)cc1	1.0	0	0.887	0.089	0.983
10	Cc1cccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)Nc3ccc(Cl)cc3)c2)c1	1.0	0	0.862	0.053	0.987
10	COc1nc(F)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.953	0.109	0.948
10	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
10	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1C1CCCCC1	1.0	0	0.999	0.095	0.908
10	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(Cl)c2ccccc2c1	1.0	0	0.927	0.088	0.971
10	O=C(NCCN1CCCCC1)c1cccc(COc2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1	1.0	0	0.005	0.005	0.961
10	Cc1nn2c(O)cc(CSc3cccc(F)c3F)nc2n1	1.0	0	0.979	0.07	0.917
10	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	1.0	0	0.685	0.055	0.973
10	N#Cc1cccn1CCCOc1ccccc1C=O	1.0	0	0.917	0.046	0.962
10	COc1nc(Br)cnc1NS(=O)(=O)c1cscc1Cl	1.0	0	0.942	0.068	0.878
10	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccnc1	1.0	0	0.853	0.098	0.943
10	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	1.0	0	0.923	0.08	0.958
10	CC(=O)C1=C(O)C(=O)N(c2ccc(C(F)(F)F)cc2)C1C1CCCCC1	1.0	1	0.999	0.1	0.907
10	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccccc2)cc1	1.0	0	0.968	0.087	0.989
10	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CNC1	1.0	1	0.922	0.12	0.911
10	CCCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.146	0.937
10	COc1nc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2c1	1.0	0	0.937	0.098	0.979
10	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccccc2)cc1	1.0	0	0.968	0.087	0.989
