Epoch	SMILES	Valid	Desired	CDPKit_ROCS_Aggregate_5refs_TanimotoCombo	SA
2	CCCCCN(Cc1ccc(N(Cc2ccccc2)Cc2ccccc2)cc1)S(=O)(=O)c1ccc(O)cc1	1.0	0	0.0	0.969
2	CCS(=O)(=O)c1cc(NC(=O)NC2Cc3ccccc3C2)ccc1Cl	1.0	0	0.733	0.972
2	O=C(CSc1ncnc2sc3c(c12)CCC3)Nc1cccc2cc[nH]c12	1.0	0	0.807	0.945
2	CCOc1ccc(NC(=O)c2cccc(Cl)c2Cl)cn1	1.0	0	0.886	0.984
2	CC1CCN(C(=O)CCC(=O)O)c2ccccc21	1.0	0	0.803	0.945
2	Cn1c(SCc2nc(O)c3ccccc3n2)nnc1-c1ccncc1	1.0	0	0.884	0.96
2	CNc1cnc(Nc2ccc(C#N)cc2)nc1Oc1cccc(C(=O)O)c1	1.0	0	0.771	0.963
2	Cc1nc(N)nc(N2CCCC2c2nn3ccc(Cl)c3c(=O)n2-c2ccccc2)n1	1.0	0	0.793	0.759
2	N#Cc1cc(Cl)cc(Oc2cc(Br)cc(NCc3c[nH]cn3)c2)c1	1.0	0	0.853	0.92
2	CCCCCCCn1nc(C)c2cc(CN)c(N)nc21	1.0	0	0.877	0.958
2	O=C(O)c1ccccc1NC(=O)c1ccccc1F	1.0	1	0.918	0.993
2	O=C(C#Cc1ccc(F)cc1)N1CCN(Cc2ccccc2)CC1	1.0	0	0.714	0.98
2	Cn1nnc(-c2ccccc2NC(=O)CNS(=O)(=O)c2ccccc2)n1	1.0	1	0.969	0.974
2	CNc1ncncc1-c1nc2cc(-c3ccccc3)sc2n(C)c1=O	1.0	0	0.774	0.924
2	Cc1c(C(=O)Nc2ccc(N3CCN(C(=O)c4ccccc4F)CC3)cc2)oc2ccccc12	1.0	0	0.0	0.977
2	O=C1Nc2ccccc2C1O	1.0	0	0.633	0.944
2	CC(C)(C)c1ccc(CN2C(=O)NC3(CCCCC3)C2=O)cc1	1.0	1	0.968	0.944
2	CN(Cc1ccc(NC(=O)Cc2ccccc2)cc1)c1ccc(C#N)cc1	1.0	0	0.7	0.986
2	Cc1cc(O)nc(SCC(=O)Nc2cccc(S(=O)(=O)N(C)C3CCCCC3)c2)n1	1.0	0	0.705	0.956
2	CCOC(=O)c1c(N)sc(C(=O)Nc2ccc(C)c(C)c2)c1C	1.0	0	0.738	0.978
2	Oc1nc2ccc(Cl)cc2c2cc(-c3ccccc3)nn12	1.0	0	0.839	0.969
2	Oc1ccccc1C1SCC(O)=C1Cc1c(F)cccc1Cl	1.0	0	0.826	0.814
2	Cc1cccc(N2CCCC(CNC(=O)c3ccc(CNc4ccccc4)cc3)C2=O)c1	1.0	0	0.0	0.943
2	Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1	1.0	1	0.908	0.982
2	CCCOC(=O)c1cccnc1OC(C)=O	1.0	0	0.82	0.978
2	CN1CC(O)CC1CCS	1.0	0	0.59	0.503
2	Oc1nc2ccccc2oc1=Nc1ccccc1	1.0	0	0.823	0.965
2	CC(=O)CCc1oc(C)nc1C=O	1.0	0	0.771	0.842
2	COc1ccc(C2=NOC(C(=O)Nc3cccc(Cl)c3)C2)cc1	1.0	0	0.763	0.957
2	Cc1ccc(S(=O)(=O)NCCOC(=O)c2cc(C3CC3)ccc2C)cn1	1.0	0	0.721	0.968
2	CCN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(C)C	1.0	0	0.875	0.981
2	Fc1ccc(Cn2nc(Br)c3c(Nc4ccc(Br)cc4)ncnc32)cc1	1.0	1	0.906	0.967
2	COc1ncc(F)cc1C1CCCN1	1.0	0	0.802	0.876
2	Cc1cc(OCc2ccccc2)cc(C)[n+]1[O-]	1.0	0	0.845	0.968
2	COc1ccc2c(CC(=O)NCc3ccc(Cl)cc3)coc2c1	1.0	1	0.97	0.985
2	Cc1cc(SC(C)C(=O)Nc2ccc(Cl)cc2Cl)c2ccccc2n1	1.0	0	0.894	0.949
2	CCCCNC(C)(C)CNCCN	1.0	0	0.761	0.948
2	CCn1ccnc1SCC(=O)c1ccc(O)c(O)c1	1.0	0	0.899	0.968
2	O=C(O)CNS(=O)(=O)c1cccc2ccccc12	1.0	0	0.803	0.987
2	Cc1nn(C(=O)NCCc2ccc(F)cc2)c(C)c1Cl	1.0	1	0.907	0.973
2	c1cncc(-c2ccc(SCc3ccc(CN4CCCCC4)cc3)o2)c1	1.0	0	0.731	0.971
2	CC(C)NCCNC(=O)c1cc2ccccc2oc1=O	1.0	0	0.799	0.981
2	Cn1cc(-c2ccccc2)nc1CSc1nc2ccccc2o1	1.0	0	0.792	0.969
2	COCCn1cc(C(=O)CN)c2ccccc21	1.0	0	0.82	0.976
2	O=c1nc(OCCOc2ccccc2)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C1O	1.0	0	0.0	0.531
2	COC(=O)NC(C)CNc1nccc(-c2cn(C)nc2C)n1	1.0	0	0.834	0.873
2	Cc1nn(Cc2ccc(-c3nc4c(Cl)cccc4[nH]3)cc2)c(C)c1CC(=O)O	1.0	0	0.713	0.966
2	C=CCOC(=O)C1C(C)=NC(=O)NC1c1cccc([N+](=O)[O-])c1	1.0	0	0.816	0.726
2	N=C(N)c1cccc(OCC(=O)NC(C(=O)O)c2ccc(Cl)cc2)c1	1.0	0	0.81	0.953
2	COc1ccc(Cn2c(O)c(N=O)c3ccccc32)cc1	1.0	1	0.982	0.971
2	CCOC(=O)c1c(N2CCN(CCO)CC2)nc2ccc(Cl)cc2c1Br	1.0	0	0.828	0.96
2	COc1ccc(N2CCN(CCc3ccc4nccnc4c3)CC2)cc1	1.0	0	0.89	0.982
2	COc1ccc2[nH]nc(C(=O)NCCCN3CCN(c4ccccc4F)CC3)c2c1	1.0	0	0.663	0.973
2	CCC(=O)c1cccc(CCC)c1NC(C)=O	1.0	0	0.825	0.976
2	CCn1c(NC(=O)c2cccc(COc3ccnc(C#N)c3)c2)nc2ccccc21	1.0	0	0.709	0.965
2	COc1ccc(S(=O)(=O)Oc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1	1.0	0	0.849	0.972
2	Cc1ccc(S(=O)(=O)CCC(=O)OCC(=O)c2ccccc2)cc1	1.0	0	0.786	0.987
2	COc1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cc1OC1CC1	1.0	0	0.0	0.978
2	O=S(=O)(NCCS(=O)(=O)N1CCC1)c1ccc(N=S(O)(O)=Cc2ccccc2)cc1	1.0	0	0.62	0.891
2	CCOc1cc(Cl)c(C)cc1NC(=O)COCc1cc(-c2ccco2)on1	1.0	0	0.834	0.955
2	COc1cccc(Oc2ncc(S(=O)(=O)CC(=O)N(C)c3cccc(Cl)c3)c3ccccc23)c1	1.0	0	0.0	0.949
2	Cc1cc(C(=O)Nc2cccc(F)c2)c(C)n1-c1cccnc1	1.0	0	0.766	0.983
2	CC(C)Cn1c(O)cc2c3cccnc3nc(O)c21	1.0	0	0.865	0.896
2	COC(=O)c1cnc(Oc2ccc(NC(C)C)cc2)cc1C	1.0	0	0.895	0.976
2	CN(C)S(=O)(=O)c1cccc(NS(=O)(=O)c2cccc(F)c2)c1	1.0	1	0.901	0.985
2	Oc1c2c(nn1-c1ccccc1)CCNCC2	1.0	0	0.863	0.957
2	O=c1cc(CCCn2cccn2)oc2ccccc12	1.0	1	0.901	0.97
2	O=C(Nc1nnc(COc2ccccc2)s1)C1CC1	1.0	1	0.927	0.985
2	O=C(O)CC(=O)SCCNN(c1ncccc1Cl)S(=O)(=O)c1ccc(F)cc1	1.0	0	0.814	0.892
2	CCCCc1ccccc1NCc1cc(C(O)(c2ccccc2)c2ccccc2)nn1-c1ccnc2ccccc12	1.0	0	0.0	0.927
2	COC(=O)CCC(=O)Nc1sc2c(c1C#N)CCCCC2	1.0	0	0.849	0.972
2	CC(=O)Nc1cccc(Nc2cc(NOC3CCC3)nc(C3CCOCC3)n2)c1	1.0	0	0.755	0.906
2	Cc1nc(CS(=O)(=O)c2cccc(Cl)c2)cs1	1.0	1	0.913	0.976
2	N#Cc1c(O)nc(SCc2ccccc2)nc1-c1ccccc1	1.0	0	0.889	0.977
2	CC1(OC(=O)c2ccccc2)C(=O)CC(=O)C1=O	1.0	1	0.93	0.878
2	Oc1nc2cc(Cl)ccc2n2cnnc12	1.0	0	0.82	0.933
2	CCOC(=O)c1c(Nc2ccc(I)cc2)c(=O)c2ccccc2n1-c1ccccc1	1.0	0	0.768	0.965
2	O=C(Nc1cccnc1)c1c(O)c2cccc3c2n(c1=O)CC3	1.0	0	0.821	0.964
2	CCOC(=O)CC1Sc2ccccc2N=C1S	1.0	0	0.82	0.814
2	Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(F)cc3)CC2)cc1	1.0	0	0.766	0.989
2	Cc1cccc(OCCNC2=CC(=O)C(=O)c3ccccc32)c1	1.0	0	0.81	0.973
2	Cc1cnc(C(=O)NCc2cc(Cl)ccc2-c2cn[nH]c2)cn1	1.0	0	0.851	0.955
2	COc1ccccc1C1Nc2ccccc2-n2cccc21	1.0	1	0.926	0.935
2	Clc1ccc(Cn2ccc3ccc(Nc4ncccn4)cc32)cc1Cl	1.0	1	0.94	0.972
2	CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1	1.0	0	0.774	0.749
2	COCCn1c(SCC(=O)Nc2ccc(Cl)cn2)nc2ccccc21	1.0	0	0.879	0.977
2	O=C(O)c1cc(Oc2ccc(F)c(Cl)c2)ncn1	1.0	1	1.132	0.974
2	COc1ccc(NC(=O)CN(C)CC(=O)Nc2cccc(F)c2)cc1	1.0	0	0.703	0.989
2	[O-][s+]([O-])=Cc2cc(Cl)ccc21	0.0	0	0.0	0.0
2	CCN(C(=O)C1CC1)c1ccc(C2(C)C)ccc2S1	0.0	0	0.0	0.0
2	CCCc1nc(SC)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	1.0	0	0.0	0.945
2	CC(C)(C)c1nc(O)c2cc(-c3ccccc3)c(N)ccc2n1	0.0	0	0.0	0.0
2	Cc1c(NC(=O)Cc2ccccc2[N+](=O)[O-])ccc2c(C#N)c3ccccc3n12	1.0	0	0.752	0.95
2	Cc1cccc(COc2ccc(N(C)C)cc2)c1	1.0	1	0.903	0.992
2	CC(C)(C)c1ccc(NC(=O)N2Cc3ccccc3OC(CN)C2)cc1	1.0	0	0.763	0.935
2	Cn1c(=O)nc(N2CCC(C(=O)N3CCCCC3)(c3ccccc3)CC2)c2cc(Cl)ccc21	1.0	0	0.0	0.941
2	O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ncccc4F)ccn23)c1	1.0	0	0.0	0.94
2	O=C(c1ccc(-c2ccccc2)s1)C1CC1	1.0	0	0.771	0.985
2	O=C(O)c1ccccc1S	1.0	0	0.615	0.983
2	C=CC(C)(C)c1cc(O)ccc1O	1.0	0	0.729	0.94
2	O=C(COc1ccc(Cl)cc1Cl)Nc1nncs1	1.0	1	0.922	0.979
2	CCCCN1C(=N)C(N(CC(C)C)C(=O)c2cccc(OC(C)C)c2)C(=O)NC1=O	1.0	0	0.79	0.803
2	CN1CCC(N(C)CC(O)c2ccc(O)cn2)C1	1.0	0	0.881	0.758
2	CCOC(=O)C1CCCN(CCC(=O)NC2CCCc3ccccc32)C1	1.0	0	0.674	0.908
2	Cc1cc(NC(=O)CCC(=O)N(C)Cc2ccc(F)cc2)no1	1.0	0	0.857	0.98
2	OC1(c2ccc(Cl)c(Cl)c2)CCN(Cc2c[nH]c3ccccc23)CC1	1.0	1	0.908	0.97
2	OC(c1ccc(Cl)cc1)(c1ccccc1)C1CCN(Cc2nc3ccccc3[nH]2)CC1	1.0	0	0.0	0.925
2	CC(C)(O)C#Cc1cc[n+]([O-])c(C(=O)NCC2CCOCC2)c1	1.0	0	0.731	0.845
2	COC(=O)c1sc(S(C)(=O)=O)c(N2CCCC2)c1	1.0	0	0.807	0.948
2	CN(C)c1ccc(CC2CC(c3cccc(Cl)c3)CC(=O)O2)cc1	1.0	0	0.882	0.866
2	CCCCNC(=O)c1ccc(OCc2c(-c3ccc(F)cc3)noc2C(F)(F)F)c(F)c(F)c1	0.0	0	0.0	0.0
2	O=c1cc(-c2ccccc2)oc2ccc(SCc3ccc(F)cc3)c(Br)c12	1.0	0	0.767	0.965
2	CCCn1c(-c2ccc(O)cc2)nc2nc(C)ccc21	1.0	0	0.865	0.971
2	O=C(NCc1ccc(N2CCCOCC2)nc1)c1c(F)cc(F)cc1Cl	1.0	0	0.813	0.968
2	O=C(CCl)N(Cc1ccccc1)S(=O)(=O)Cc1cccs1	1.0	1	0.911	0.946
2	CN(CC(=O)Nc1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1	1.0	1	0.949	0.987
2	Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(Cl)cc1Cl	1.0	0	0.678	0.985
2	Cc1ccc(S(=O)(=O)NCC(=O)NN=Cc2ccco2)cc1	1.0	0	0.768	0.975
2	O=C(Nc1ccc(CC(NC(=O)C2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cn1)c1ccc(Cl)c(C(F)(F)F)c1	1.0	0	0.0	0.743
2	COc1ccccc1CCN1CCCC(CN(C)Cc2ccsc2)C1	1.0	0	0.8	0.934
2	CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1	1.0	0	0.716	0.947
2	Cc1ccc(S(=O)(=O)c2nc(S(C)(=O)=O)ns2)cc1	1.0	1	1.009	0.937
2	CCn1ncc2c1CCC(Nc1nc3c(-c4ccc(N)nc4C)cccn3n1)C2	1.0	0	0.741	0.716
2	c1ccc(CN2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1	1.0	0	0.753	0.981
2	COc1cccc2c1c(Cc1ccc(CCC(=O)O)cc1)c(C)n2C	1.0	0	0.888	0.974
2	NS(=O)(=O)c1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)cc1	1.0	0	0.635	0.987
2	CCCn1c(=O)c2nc(C(C)OC(C)=O)[nH]c2[nH]1	1.0	0	0.741	0.638
2	CCCCCCCC(=O)c1ccccc1C(=O)O	1.0	0	0.827	0.99
2	CC1CCCCC1NS(=O)(=O)c1cccc(S(=O)(=O)N2CCN(C)CC2)c1	1.0	0	0.743	0.895
2	O=C(Nc1ccccc1F)c1ccccc1F	1.0	0	0.752	0.995
2	CC(C)S(=O)(=O)n1nc(N2CCCC(C(=O)O)C2)c2ccccc21	1.0	0	0.843	0.869
2	Cc1ccn2nc(C(C)Nc3ncnc4[nH]cc(-c5cn[nH]c5)c34)n(-c3ccccc3)c(=O)c12	1.0	0	0.0	0.689
2	N=C(Nc1ccc(F)cc1)CSc1nnnn1-c1ccccc1	1.0	0	0.855	0.966
2	CN(C)S(=O)(=O)NC(=O)c1ccc2cc(Cl)ccc2n1	1.0	0	0.823	0.972
2	C=CCn1c(S)nnc1SCC(=O)c1ccc(S(C)(=O)=O)cc1	1.0	0	0.866	0.955
2	CC(=O)NC(CSc1nc2ccccc2s1)C(=O)O	1.0	0	0.83	0.945
2	Cn1c(SCc2ccc(C#N)cc2Cl)nnc1-c1ccncc1	1.0	0	0.883	0.967
2	Nc1ccccc1NC(=O)CCCCCc1ccccc1	1.0	0	0.734	0.992
2	CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccccn1	1.0	0	0.813	0.876
2	COc1ccc(OC(=O)N(C)CC2OCCCCC(C)Oc3ccc(NS(C)(=O)=O)cc3C(=O)N(C(C)CO)CC2C)cc1	1.0	0	0.0	0.328
2	CC(C)COC(=O)NCCC1CC(c2ccc(Cl)cc2)=NO1	1.0	0	0.811	0.914
2	O=C(O)c1cnn(-c2cccc(Nc3nccs3)n2)c1	1.0	0	0.899	0.948
2	O=C(CSc1nc(N(C(=O)CCCl)N2CCOCC2)no1)c1ccccc1	1.0	0	0.801	0.87
2	CCCC(=O)OCCOCCOCC=CCC	1.0	0	0.774	0.955
2	COc1ccc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2N2CCCCC2)cc1OC	1.0	0	0.0	0.976
2	COc1nn(-c2ccccc2)c2cc(NC(=O)C(C)N)ccc12	1.0	0	0.767	0.941
2	Cc1c[nH]c(C(=O)NCc2ccc(C(F)(F)F)[n+]n2)c1	1.0	0	0.87	0.46
2	N#CC(=Cc1ccc(-c2cccnc2)c(CO)c1)c1nc2ccccc2o1	1.0	0	0.81	0.948
2	CC1CCCN(c2nc3c(c(N4CCOCC4)n2)CCCC3)C1	1.0	0	0.856	0.907
2	COc1cc2cc(CN(C3CCCCC3)C(c3nnnn3Cc3ccccc3)C(C)C)cnc2cc1OC	1.0	0	0.0	0.844
2	Cc1nnc(NC(=O)CSCc2ccccc2C)s1	1.0	0	0.891	0.979
2	CN(C)CCN(C)c1nc(Nc2cc(O)cc(Cl)c2)ncc1F	1.0	0	0.812	0.939
2	Cc1n[nH]c(C)c1S(=O)(=O)NCc1ccc(Cl)cc1	1.0	1	0.945	0.978
2	CCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C)cc1	1.0	0	0.771	0.989
2	O=c1cccc2n1CC1CCC2N2C3CCN(CC1)CC32	1.0	0	0.733	0.029
2	CC(=O)Nc1ccc(S(=O)(=O)N(C)CC(=O)Nc2ccc(Cl)cc2C)cc1	1.0	1	0.924	0.984
2	Cn1c(=O)c2c(nc(CN3CCN(C(=O)c4ccco4)CC3)n2CCCCl)n(C)c1=O	1.0	0	0.0	0.94
2	CCOc1ccc(S(=O)(=O)NC(=O)NC(=O)Oc2ccccc2C)cc1	1.0	0	0.753	0.978
2	O=C(Nc1cccc(CN2CCC(F)(F)CC2)c1)c1ccccc1C(F)(F)F	1.0	0	0.797	0.971
2	O=S(=O)(CCN1CCOCC1)c1cccnc1	1.0	0	0.809	0.975
2	Cc1ccc(-c2nc(N)c3nn(Cc4ccccc4F)cc3n2)o1	1.0	0	0.884	0.945
2	O=C(c1cccc(Cl)c1Cl)N1CCCC(c2nc(O)c3nnn(Cc4ccccc4Cl)c3n2)C1	1.0	0	0.0	0.848
2	COc1ccccc1CNC(=O)NC(C)c1ccccc1	1.0	0	0.797	0.98
2	COn1c(N2CCCC2)nc(O)c2[nH]c(=O)[nH]c21	0.0	0	0.0	0.0
2	CN(CCO)C1CCC(O)CC1	1.0	0	0.67	0.962
2	Nc1c(Br)sc(SC(=O)N2CCCC2)c1P(=O)(O)O	1.0	0	0.811	0.709
2	OCC1OC(n2cnc3c(O)ncnc32)CC1O	1.0	0	0.852	0.63
2	Cc1ccccc1Cc1ccc(C=NNC(=O)c2cccc(O)c2)cc1	1.0	0	0.665	0.983
3	O=C(CN1CCOCC1)Nc1ccc(C2CCOC2)c(C(F)(F)F)c1	1.0	0	0.758	0.921
3	O=C(c1cccc(Cc2ccc(F)cc2)c1)c1c[nH]cn1	1.0	1	1.029	0.967
3	Cc1cc(Cl)ccc1CCNC(=O)C1CC1	1.0	1	0.998	0.989
3	O=C(NCc1ccncc1)c1ccc(C=C2SC(=S)NC2=O)cc1	1.0	0	0.71	0.971
3	CN(C)C(=O)OCCC(c1cccc(C(F)(F)F)c1)c1ccccn1	1.0	0	0.806	0.907
3	CCCn1c(C)nnc1SCC(=O)Nc1c(C)cccc1C	1.0	0	0.839	0.979
3	COc1cccc2cc(C(=O)c3ccccc3)oc(=O)c12	1.0	0	0.899	0.982
3	Cc1ccc(C)c(Nc2cnc3ccc(-c4cncs4)nn23)c1	1.0	0	0.863	0.923
3	Cc1cccc(NC(=O)Cc2ccsc2)c1	1.0	0	0.832	0.989
3	CCCSc1nsnc1C1=CCCCN1Cc1ccc(N)cc1	1.0	0	0.893	0.881
3	Sc1nc(Cc2ccc(Cl)cc2)n[nH]1	1.0	1	1.035	0.941
3	Cc1ncc(Br)cc1C(=O)Cn1ccc(Oc2ccc(C(F)(F)F)cc2)cc1=O	1.0	0	0.72	0.952
3	Nc1nccn2c(C3CCCNC3)nc(Nc3cccc(C(F)(F)F)c3)nc12	0.0	0	0.0	0.0
3	CC(C(=O)CC(=O)N(C)CC1=CCCCC1)c1ccc(F)c(F)c1	1.0	1	1.036	0.838
3	CCn1c(SCC(=O)Nc2cccc(C(C)=O)c2)nc2c1c(=O)n(C)c(=O)n2C	1.0	0	0.777	0.966
3	COc1ccc(C(=O)c2csc(Nc3ccc(N)cc3)n2)cc1	1.0	0	0.826	0.982
3	O=S(=O)(c1cccs1)N1CCCCC1	1.0	0	0.725	0.985
3	CC(=O)c1ccccc1OCC(=O)O	1.0	0	0.731	0.992
3	Cc1c(S(=O)(=O)N2CCCCC2)coc1=O	0.0	0	0.0	0.0
3	CCC(C)C(=O)Nc1ccc(Cl)cc1C(=O)c1cccnc1	1.0	0	0.896	0.959
3	CN(C)C(=O)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cn1	1.0	0	0.853	0.983
3	CCCCc1nc(C)c2c(C)nc3cccnc3n12	1.0	0	0.858	0.952
3	Cc1ccc(S(=O)(=O)n2cc(C(c3ccccc3)N3CC(C)OC(C)C3)cn2)cc1	1.0	0	0.736	0.748
3	COC(=O)c1ccc(O)c2c(N)nccc12	1.0	0	0.69	0.971
3	CC(C)(C)OC(=O)N1CCC(c2ccccc2)C(CS)C1	1.0	1	0.924	0.871
3	O=C(O)c1ccc(NC(=O)c2cc(Cl)c(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.0	0.981
3	O=C(Nc1cccc(C(=O)c2ccccc2)c1)C1CCNC1	1.0	0	0.803	0.968
3	O=S(=O)(Nc1ncnc2ccc(Br)cc12)c1ccc(Cl)cc1	1.0	0	0.85	0.982
3	O=C(c1ccc2ccccc2n1)N1CCC(NCc2cccs2)C1	1.0	0	0.73	0.942
3	C[N+]([O-])=Cc1ccccc1	1.0	0	0.574	0.966
3	OCC1C(c2ccccc2)C(c2ccc(Cl)cc2)=CN1C(C(=O)O)c1ccccc1	1.0	0	0.895	0.751
3	C=CCOc1ccc(C(=O)C2CCCN(C(=S)NCc3ccccc3)C2)cc1	1.0	0	0.725	0.941
3	CC(C)C(=O)NCCNC(=O)c1ccc(Cl)s1	1.0	0	0.895	0.979
3	O=C(O)CCC(=O)NC1=CCCN(CC2CCC(c3cc(F)cc(F)c3)CC2)C1	1.0	0	0.659	0.915
3	Cc1cc(C)c(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)c(C)c1	1.0	0	0.809	0.979
3	CC(C)CN(CCCOc1ccc(-c2ccccc2)cc1)Cc1cnn(C)c1	1.0	0	0.765	0.977
3	CC(=O)c1cnc2cc(F)c(-c3ccccc3)cc2c1Nc1ccc(CC(=O)O)cc1	1.0	0	0.0	0.971
3	CC(=O)Oc1ccc(Nc2nc(C(F)(F)F)nc3c2cnn3C)cc1	1.0	1	0.919	0.958
3	O=C1CCC(CCO)C(CO)O1	1.0	0	0.679	0.699
3	Cc1nc(S(=O)(=O)c2ccc(Cl)cc2)s1	0.0	0	0.0	0.0
3	Cc1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1C#N	1.0	0	0.664	0.951
3	Cc1ccc(S(=O)(=O)Nc2cc(Br)cc(Oc3ccccc3)c2)cc1	1.0	0	0.873	0.986
3	O=C(Nc1cccc(S(=O)(=O)NCc2cccs2)c1)c1ccccc1Br	1.0	0	0.741	0.982
3	CC(C)=CCOC(=O)C(NC(=O)Oc1ccccc1)(C(C)C)C(F)(F)F	1.0	0	0.78	0.812
3	OC(CON=C(Cl)c1nc2ccc(Cl)cc2o1)CN1CCC(O)(c2ccccc2)CC1	1.0	0	0.0	0.783
3	CN(C)C(=O)c1ccc(Oc2ccnn2-c2ccc(F)cc2)cc1	1.0	1	0.913	0.973
3	O=S(=O)(c1cnsn1)N(C1CCCCCC1)C1CCCCC1	1.0	1	0.977	0.896
3	Cc1cc(Cl)ccc1C(=O)C1CCCN(C(=O)c2cccc3cnccc23)C1	1.0	0	0.86	0.938
3	Cn1c(=O)oc2cccc(O)c21	1.0	0	0.6	0.956
3	Cn1cc(Cl)c(C(=O)NCc2ccccn2)n1	1.0	1	0.989	0.974
3	Oc1nc(O)cc(Cc2ccc(F)c(Cl)c2)n1	1.0	1	1.032	0.942
3	CCN(CC)c1ccc(NC(=O)c2ccco2)cc1	1.0	0	0.822	0.987
3	COc1ccc(S(=O)(=O)N2Cc3ccccc3C2C(=O)NO)cc1	1.0	1	0.924	0.93
3	COc1ccc(C(F)(F)F)cc1Oc1nccc(-c2ccc(NS(C)(=O)=O)cc2)n1	1.0	0	0.761	0.964
3	CCCN(C)CCCNC(=O)c1ccc(Oc2ccc(OC(C)C)cc2)cc1	1.0	0	0.706	0.982
3	Cc1ccc(S(=O)(=O)NC(C(=O)NO)C(=O)NCc2ccccc2)cc1	1.0	0	0.877	0.941
3	Oc1cc(Cl)cc2sc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)nc12	1.0	0	0.726	0.958
3	O=S(=O)(c1ccccc1Cl)N1CCCC1	1.0	0	0.845	0.991
3	CC(C)(C)C(=O)Nc1ccc(S(=O)(=O)N2CCCCc3ccccc32)cc1	1.0	0	0.824	0.979
3	CNC(=S)N(CC)CC1OC(C)(C)C(OC)c2c1c(O)c1ccccc1c2=O	0.0	0	0.0	0.0
3	COc1cccc(S(=O)(=O)NCCCN2CCN(c3ccc(C(C)C)cc3)CC2)c1	1.0	0	0.643	0.979
3	CCCc1ccc(S(=O)(=O)c2ccc(OC)c3ccc(C(=O)O)c(SC)c2)cc1	0.0	0	0.0	0.0
3	Cc1cccc(S(=O)(=O)NCC(=O)NCc2cccnc2)c1	1.0	0	0.809	0.984
3	CCC(C)NS(=O)(=O)c1cnc(C(F)(F)F)cc1Oc1ccc(Cl)c(Cl)c1	1.0	1	0.989	0.88
3	CC(C)C(=O)Nc1cc(NS(=O)(=O)c2cccs2)cc(N)c1O	1.0	0	0.804	0.957
3	Cc1cc(C(=O)O)c2c(C)nc(N)nc2n1	1.0	0	0.722	0.955
3	O=C(c1cccnc1)N(Cc1ccccn1)c1ccc(O)cc1	1.0	1	0.996	0.98
3	CC(C)N1CCOC(COc2ccccc2O)C1	1.0	0	0.887	0.941
3	CCc1ccc(S(=O)(=O)c2cc(C)nc(Nc3ccc(OC)cc3)n2)cc1	1.0	0	0.819	0.971
3	Cc1nn(C)cc1C(C(=O)NN1C(=O)c2ccccc2S1)C1CCC1	1.0	0	0.804	0.715
3	CN(C)CCOc1cc(-c2cn[nH]c2)cc2c(N)c(C(=O)NN)[nH]c2c1	0.0	0	0.0	0.0
3	CN(Cc1c[nH]c2c(OCCF)cccc12)C1CC1	1.0	0	0.87	0.949
3	CCCCn1c(=O)c(NC(=O)c2cccc(Cl)c2)nc2ccccc21	1.0	0	0.771	0.982
3	O=S(=O)(Nc1cc(SS(=O)(=O)c2ccccc2)c2ccccn12)c1ccc(Cl)cc1	1.0	0	0.882	0.926
3	O=C(NCCCc1ccc(Cl)cc1)c1cccnc1SC(F)(F)F	1.0	0	0.85	0.975
3	Cn1cc(C=CC(=O)c2ccc(F)cc2)cc1[N+](=O)[O-]	1.0	1	0.942	0.943
3	NNc1cccc(S(N)(=O)=O)c1	1.0	0	0.636	0.983
3	COc1ccc(N2CCN(C(=O)CCn3cnc4ccccc4c3=O)CC2)cc1	1.0	0	0.724	0.981
3	Clc1ccc(CSc2nnc(NC3=NN=C(CCc4ccc(O)c([N+](=O)[O-])c4)S3)s2)c1	0.0	0	0.0	0.0
