SMILES	Valid	Desired	CDPKit_ROCS_Aggregate_5refs_TanimotoCombo	SA	Total
C=CCN1C(=O)N=C(Cc2ccc(Cl)cc2)C1=O	1.0	1.0	1.009	2.696	1.8524999718666078
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1Cl	1.0	1.0	0.985	1.764	1.3745000071525575
O=C(O)c1cccc(Oc2ccc(Cl)cc2Cl)c1N1CCCCCC1	1.0	1.0	0.998	2.128	1.5630000128746033
Cc1ccc(OCCC(=O)OCc2ccc(Cl)cc2Cl)cc1	1.0	0.0	0.794	1.794	1.294000014781952
Cc1ccc(C(=O)c2ccc(Br)cc2N)cc1	1.0	0.0	0.887	1.742	1.3145000121593475
O=C(Nc1ccccc1)c1ccccc1Oc1ccc(Cl)cc1Cl	1.0	1.0	0.974	1.627	1.300499988555908
O=C(NCc1ccccn1)c1ccccc1Oc1ccccc1	1.0	1.0	0.942	1.693	1.3174999859333039
O=C(Nc1ccccc1)OCc1ccccc1	1.0	0.0	0.829	1.318	1.0734999980926514
O=S(=O)(c1ccc(F)cc1)c1ccc(Cl)cc1	1.0	0.0	0.898	1.536	1.2170000009536743
Cc1cc(C)c(NC(=O)c2ccc(Br)cc2)cc1Cl	1.0	0.0	0.836	1.652	1.2440000126361848
CC(=O)c1ccc(S(=O)(=O)NCc2ccc(Cl)cc2Cl)cc1	1.0	0.0	0.84	1.83	1.3349999868869782
O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1Sc1ccccc1	1.0	1.0	0.929	2.0	1.4645000100135803
O=C(O)c1cccc(Oc2ccc(Cl)cc2Cl)c1C(=O)O	1.0	1.0	1.152	1.935	1.5434999752044678
Cc1ccccc1C(=O)c1ccc(Cl)cc1OCc1ccc(Cl)cc1Cl	1.0	1.0	0.934	1.955	1.4445000076293946
O=C1NCC(c2ccccc2)C(C(=O)c2ccc(Cl)cc2)=C1O	1.0	1.0	0.987	2.776	1.881499994277954
Cc1ccc(S(=O)(=O)NCCc2ccc(O)c(Cl)c2)cc1	1.0	0.0	0.843	1.847	1.3449999973773956
CN(C)CCNS(=O)(=O)c1ccc(Cl)cc1O	1.0	1.0	0.975	2.197	1.586000011920929
O=C(Cc1ccc(Cl)c(Cl)c1)NO	1.0	1.0	1.043	1.873	1.4579999914169313
Cc1ccccc1N=C(C#N)c1ccccc1	1.0	0.0	0.836	2.221	1.5285000126361847
c1ccc(OC2Cc3ccccc3C2N2CCCCC2)cc1	1.0	0.0	0.828	2.8	1.814000004529953
CCCOc1ccc(S(=O)(=O)N(CC)CC)cc1O	1.0	0.0	0.847	2.052	1.4495000014305115
Cc1cccc(S(=O)(=O)NC(=O)Oc2ccc(Br)cc2)c1	1.0	1.0	0.961	1.943	1.4520000126361847
O=S(=O)(NCCCN1CCCCCC1)c1cccc(Oc2ccccc2Cl)c1	1.0	0.0	0.721	2.041	1.381000007867813
NCC(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1	1.0	1.0	0.961	1.599	1.2800000126361848
Oc1nc(SCc2ccc(Cl)cc2)nc2sccc12	1.0	1.0	0.99	2.335	1.6625000047683716
CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(Br)cc2)cc1	1.0	0.0	0.861	1.727	1.294000000715256
O=CC(=O)c1cccc(S(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	1.005	2.004	1.5044999976158142
O=C(Cc1ccc(F)cc1)c1cccc(O)c1	1.0	1.0	0.976	1.656	1.3160000054836272
Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2Cl)cc1	1.0	0.0	0.864	2.002	1.433000011205673
Cc1cccc(C(=O)NCc2ccccc2C(F)(F)F)c1F	1.0	0.0	0.817	1.987	1.4019999859333039
COc1nc(Br)cnc1NC(=O)Nc1ccc(Cl)cc1Cl	1.0	0.0	0.801	2.396	1.5984999995231628
CCC(=O)c1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1F	1.0	0.0	0.826	2.034	1.4299999876022338
Cc1ccc(OCc2sccc2Br)cc1Cl	1.0	1.0	0.977	2.103	1.5399999990463258
CC(N)c1ccc(Cl)cc1Cl	1.0	0.0	0.632	2.283	1.4575000145435333
Cc1ccc(F)cc1S(=O)(=O)NCCc1ccccc1	1.0	1.0	0.915	1.695	1.3050000107288362
Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Cl	1.0	1.0	0.975	1.654	1.314500011920929
COc1ccc(C(=O)CC(=O)c2cccc([N+](=O)[O-])c2)cc1	1.0	0.0	0.727	1.848	1.2874999990463256
Fc1ccc(CNc2ccccc2)cc1Cl	1.0	1.0	0.948	1.512	1.2300000069141388
CC(C)(C)NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	0.0	0.898	2.0	1.4490000009536743
COC(=O)c1ccccc1C(=O)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.985	1.704	1.3445000071525572
O=C(c1ccccn1)N(Cc1ccc(F)cc1)c1ccc(Cl)cc1	1.0	1.0	1.122	1.891	1.5064999895095825
COc1ccc(C(=O)NCC(=O)Nc2ccc(Cl)cc2)cc1	1.0	0.0	0.835	1.482	1.158499989271164
CCOC(=O)c1cc(C(=O)c2ccc(Br)cc2N(C)C)ccc1Cl	1.0	0.0	0.856	2.17	1.5130000030994415
Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2C)cc1	1.0	1.0	0.936	1.656	1.295999994754791
Cc1ccc(C(=O)Cc2ccc(Cl)cc2Cl)cc1	1.0	1.0	0.967	1.651	1.3090000038146972
Cc1ccc(C(=O)NCc2cccnc2)cc1Cl	1.0	1.0	1.036	1.657	1.3465000066757202
O=C(Nc1ccc(Cl)cc1Cl)c1cccc(Br)c1	1.0	1.0	0.939	1.581	1.2600000052452087
Cc1ccc2c(c1)NC(=O)CC2c1ccc(Cl)cc1	1.0	1.0	0.946	2.478	1.7119999899864198
O=C(Cc1ccc(Cl)cc1)c1ccccc1O	1.0	1.0	1.103	1.612	1.3575000224113465
Cc1ccccc1OCC(=O)NCCCCC(=O)Nc1ccccc1	1.0	0.0	0.706	1.678	1.191999985218048
Nc1nc(O)nc(O)c1SCc1ccc(Cl)cc1Cl	1.0	1.0	0.918	2.883	1.9004999914169312
Cc1ncc(C)n2nc(CCc3ccc(Br)s3)nc12	1.0	1.0	1.003	2.83	1.9165000104904175
C=CC(=O)Nc1cccc(S(=O)(=O)NC)c1Cl	1.0	0.0	0.792	2.342	1.5669999978542328
Clc1ccc(NCc2ccccn2)c(Cl)c1	1.0	1.0	0.918	1.762	1.3399999914169312
N=C(N)c1ccc(COc2ccc(Cl)cc2)o1	1.0	1.0	0.99	2.066	1.5280000047683715
Cc1ccc(S(=O)(=O)Cc2cccc(F)c2)cc1	1.0	1.0	0.934	1.67	1.3020000076293945
Cn1nccc1C(=O)Nc1ccc(Cl)cc1	1.0	1.0	0.988	1.805	1.3964999878406523
CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	0.0	0.864	1.576	1.2200000112056733
Brc1c[nH]c2ncnc(NC3CCN(Cc4ccccc4)CC3)c12	1.0	0.0	0.797	2.414	1.605499995470047
CC(=O)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	0.939	1.578	1.2585000052452089
COc1ccc(N(CC2=CCCCC2)S(=O)(=O)c2ccccc2)cc1	1.0	1.0	0.913	2.202	1.557499993801117
Cc1nc(SCc2ccccc2)c2ccccc2n1	1.0	1.0	0.922	1.806	1.363999995470047
O=C(Nc1ccccc1)c1ccc(O)cc1Oc1ccc(Cl)cc1Cl	1.0	1.0	0.936	1.829	1.3824999947547911
O=C(Nc1ccccc1)Nc1ccc(O)cc1	1.0	0.0	0.723	1.391	1.0569999949932098
COc1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	0.0	0.888	1.631	1.259500005722046
CN(C)c1cccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	1.011	2.027	1.5190000185966492
Cc1ccc(C(=O)O)cc1S(=O)(=O)Nc1ccc(Cl)cc1	1.0	0.0	0.884	1.715	1.29950000166893
Clc1ccc(NCCOc2ccccc2)cc1	1.0	1.0	0.904	1.452	1.1779999921321869
Cn1ccc(=O)c2ccccc2c1=O	1.0	0.0	0.718	1.966	1.3419999973773957
CC(=O)c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	0.0	0.883	1.526	1.2045000081062316
CCCC(=O)NCCc1ccc(Cl)c(Cl)c1	1.0	1.0	0.988	1.694	1.3409999878406524
O=C(Cc1ccccc1)OCc1cccc(Cl)c1Cl	1.0	0.0	0.873	1.739	1.3060000128746032
Cc1ccc(S(=O)(=O)NCC(=O)NCc2ccc(Cl)cc2)cc1	1.0	0.0	0.837	1.737	1.287000006198883
c1ccc(OC2CN(c3ccccc3)C2N2CCCC2)cc1	1.0	0.0	0.89	2.97	1.9299999928474427
Cc1ccc(C(=O)Nc2ccc(Cl)cc2C)cc1	1.0	1.0	0.962	1.394	1.1780000061988831
Brc1cncc(Oc2ccccc2)c1	1.0	0.0	0.862	1.766	1.313999994277954
N#Cc1ccc(Sc2cccc(Cl)c2C#N)cc1	1.0	0.0	0.881	2.301	1.5909999911785127
CCCc1ccc(S(=O)(=O)NC)cc1	1.0	0.0	0.779	1.645	1.211999992132187
O=S(=O)(c1ccc(Cl)c(Cl)c1)N1c2oc3ccc(Cl)cc3c2C1Cn1ccnc1	1.0	0.0	0.866	3.391	2.12849999833107
CC(=O)NC(=O)NC(C)(C)CCCC(C)C	1.0	0.0	0.881	2.421	1.6509999911785125
Cc1ccccc1C(=O)Nc1ccc(Cl)cc1CCO	1.0	1.0	0.911	1.789	1.35000000667572
Fc1ccc(Nc2ncnc3ccccc23)cc1F	1.0	1.0	1.005	1.83	1.4174999976158142
CCc1ccccc1S(=O)(=O)NCCc1ccccc1	1.0	0.0	0.842	1.698	1.2700000038146972
O=C(O)CSc1cccn1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	0.0	0.886	2.768	1.8269999887943267
O=C(c1ccccc1)c1ccccc1OC(F)(F)F	1.0	1.0	1.004	1.729	1.3664999742507935
Nc1ccccc1Cl	1.0	0.0	0.467	1.496	0.9815000038146973
O=C(c1ccc(Cl)cc1)c1cc(Cl)ccc1OC(F)(F)Cl	1.0	1.0	1.006	2.138	1.572000020980835
Oc1cccc(Oc2ccc(Br)cc2)c1	1.0	1.0	1.007	1.617	1.311999984741211
O=C(O)c1ccccc1C(=O)c1ccc(S(=O)(=O)c2ccccc2)cc1	1.0	0.0	0.715	1.785	1.2499999868869782
O=S(=O)(c1ccc(Cl)cc1)N(Cc1ccncc1)c1cccc(F)c1	1.0	1.0	1.011	2.012	1.5115000185966492
O=C(c1ccccc1Cl)c1ccccc1Oc1ccc(Cl)c(Cl)c1	1.0	1.0	1.11	1.814	1.4620000071525574
Cc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	0.997	1.499	1.2479999895095826
CCOc1ccccc1Oc1c(O)cc(C)cc1Cl	1.0	1.0	0.926	1.983	1.454499999523163
Cc1ccccc1OC(=O)c1ccccc1	1.0	0.0	0.857	1.365	1.11099999666214
Nc1cc(Cl)ccc1Sc1ccccc1C(=O)O	1.0	1.0	1.083	1.996	1.5394999723434448
Cc1ccc(C(=O)c2ccccc2F)cc1NS(C)(=O)=O	1.0	1.0	0.914	1.853	1.3834999873638152
Cc1ccc(OCCOc2ccc(Cl)c(Cl)c2)cc1	1.0	1.0	1.028	1.581	1.3044999985694885
Cc1ccccc1OC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	1.0	0.0	0.757	1.873	1.3150000145435334
O=C(NCc1ccccc1F)c1ccc(Br)cc1	1.0	1.0	0.919	1.509	1.2140000147819519
Cc1ccccc1OCC(=O)c1ccc(Cl)cc1Cl	1.0	0.0	0.859	1.687	1.2730000135898591
O=C(NCC=CCN1CCOCC1)c1ccc(Cl)c(Cl)c1-n1cccc1	1.0	0.0	0.763	2.755	1.7590000057220458
O=S(=O)(NCCOc1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.93	1.807	1.3685000035762787
Cc1ccccc1NC(=O)C1CCN(c2ccccc2)CC1	1.0	0.0	0.772	1.573	1.172500007390976
Cc1cccc(Cc2cccc(C(=O)O)c2)c1O	1.0	1.0	1.059	1.807	1.4330000076293945
COc1ccc(C(C)(O)c2ccccc2)cc1	1.0	0.0	0.894	2.111	1.5024999969005586
OC(c1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	1.051	2.194	1.6224999995231628
Clc1cccc(Oc2ccc(Br)cc2)c1	1.0	1.0	0.961	1.496	1.2285000126361847
Cc1cc(C)cc(C(=O)c2cccc(C(=O)c3ccc(Cl)cc3)c2)c1	1.0	0.0	0.891	1.851	1.370999986410141
COc1ccc(CN2C(=O)CCC2=O)cc1O	1.0	0.0	0.823	1.984	1.4035000069141388
Nc1nc(NCCc2ccc(Cl)cc2Cl)c2ncn(Cc3ccccc3)c2n1	1.0	0.0	0.851	2.298	1.5745000054836273
O=C(COC(=O)c1ccccc1O)Nc1ccc(Cl)c(Cl)c1Cl	1.0	0.0	0.896	1.974	1.4350000138282777
CC(=O)Nc1ccc(OCC(COC(C)C)c2cccc(Cl)c2)cc1	1.0	0.0	0.793	2.617	1.7049999914169311
Cc1cc(OC(=O)NC2CCCCC2)ccc1CCc1ccccc1	1.0	0.0	0.762	1.966	1.3640000121593476
O=C(NCCCCc1ccc(Cl)cc1)c1ccc(F)cc1	1.0	0.0	0.863	1.53	1.1964999878406526
COc1ccc(NS(=O)(=O)c2ccc(Cl)cc2Cl)cc1	1.0	1.0	0.927	1.686	1.3064999930858612
CC(=O)c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	0.975	1.631	1.303000011920929
O=S(=O)(O)c1ccc(Cl)cc1	1.0	0.0	0.666	1.551	1.1085000042915345
O=C(O)c1ccccc1OCc1ccc(Cl)c(Cl)c1	1.0	1.0	1.114	1.631	1.372499981403351
O=C(c1cccc(Cl)c1)c1ccccc1Oc1ccc(Cl)cc1Cl	1.0	1.0	0.966	1.823	1.3945000102519989
Cn1nnnc1S(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.038	2.413	1.7254999938011168
CCOC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	0.0	0.827	1.594	1.2105000109672548
Clc1ccc(Nc2cccc(Cl)c2)cc1	1.0	0.0	0.863	1.428	1.1454999878406524
CC(=O)c1ccc(S(=O)(=O)NCCc2ccc(Cl)cc2)cc1	1.0	0.0	0.818	1.699	1.2585000092983245
O=S(=O)(Nc1ccc(Cl)cc1)Oc1ccc(Cl)cc1	1.0	1.0	0.915	1.946	1.430500010728836
Cc1ccc(SC(=O)c2ccc(Cl)cc2C)cc1	1.0	0.0	0.866	2.035	1.45049999833107
CCOc1ccc(OCC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1Cl	1.0	1.0	0.909	1.94	1.424499989748001
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1Cl	1.0	0.0	0.825	1.557	1.1909999940395355
O=C(O)c1ccc(NS(=O)(=O)c2cccc(Cl)c2F)cc1	1.0	0.0	0.872	1.854	1.3629999895095826
O=C(c1ccc(Cl)c(Cl)c1)c1ccncc1Cl	1.0	1.0	1.119	1.936	1.527499979019165
Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2C)cc1	1.0	1.0	0.934	1.704	1.3190000076293944
Clc1ccc(C(CCN2CCN(c3ccccc3)CC2)c2ccccc2)cc1	1.0	0.0	0.853	2.29	1.571499992609024
Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2C)c(C)c1	1.0	1.0	0.949	1.803	1.3760000004768371
Cc1ccc(S(=O)(=O)Cc2ccccc2)cc1F	1.0	0.0	0.835	1.705	1.269999989271164
NC(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.966	1.85	1.408000010251999
O=C(c1ccncc1)N(Cc1ccco1)c1ccccc1	1.0	1.0	1.036	1.973	1.5045000066757201
Cc1ccccc1C(=O)Nc1ccc(NS(=O)(=O)c2cccc(Cl)c2)cc1	1.0	0.0	0.708	1.749	1.2285000021457673
CCCCOc1ccc(CNC(=O)c2ccc(Cl)nc2Cl)cc1	1.0	0.0	0.81	1.943	1.376500001192093
Oc1ccccc1Oc1ccccc1	1.0	0.0	0.835	1.404	1.119499989271164
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCOC1	1.0	1.0	0.972	2.147	1.5595000014305114
Cc1cc(SCC(=O)c2ccc(Cl)cc2)ccc1N	1.0	1.0	0.926	1.89	1.4079999995231627
Cc1ccc(Sc2ncccc2CO)cc1	1.0	1.0	0.918	2.067	1.4924999914169312
CON(C)c1ncnc(N2CCC(CO)CC2)c1C=NO	1.0	0.0	0.899	3.152	2.0254999945163727
Clc1ccc(NCc2ccc(CNc3ccc(Cl)cc3)nc2)cc1	1.0	0.0	0.742	1.875	1.3084999918937683
COc1cccc(Sc2ccc(CCC(=O)CCc3ccccc3)cc2)c1	1.0	0.0	0.696	1.994	1.3449999899864196
CCCNS(=O)(=O)c1ccc(NC(=O)c2ccccc2Cl)cc1	1.0	0.0	0.769	1.698	1.2334999969005584
O=S(=O)(NCc1ccc(Cl)cc1Cl)c1ccccc1	1.0	0.0	0.888	1.688	1.2880000057220458
O=C(NCc1cccc(Cl)c1)c1ccccc1Cc1cccc(C(F)(F)F)c1	1.0	0.0	0.805	1.946	1.3755000035762786
COc1ccccc1Cc1ccc(O)cc1	1.0	1.0	0.908	1.51	1.2089999961853026
O=C(c1cccnc1)N(Cc1ccccc1)c1ccc(Cl)cc1	1.0	1.0	1.182	1.785	1.4835000205039979
Cc1ccc(C(=O)c2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)n1C	1.0	1.0	0.942	2.174	1.5579999859333038
Cc1ccc(OCc2ccc(F)cc2)cc1N[N+](=O)[O-]	1.0	1.0	0.949	2.098	1.523500000476837
CC(=O)Nc1cccc(OCc2ccccc2)c1N	1.0	0.0	0.882	1.767	1.3245000145435333
O=S(=O)(c1cccnc1)c1ccc2ccccc2c1	1.0	0.0	0.892	1.841	1.3665000097751618
CCn1c(SCC(=O)Nc2cccc(Cl)c2)nnc1-c1ccccn1	1.0	0.0	0.84	2.066	1.452999986886978
CCCCCOc1c(Cl)cc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	0.968	2.015	1.4914999973773957
O=C(Nc1ccccc1Br)c1cccs1	1.0	0.0	0.835	1.7	1.267499989271164
O=S(=O)(c1ccc(Cl)cc1Cl)n1ccc2ccccc21	1.0	1.0	0.964	2.058	1.5109999933242797
CN(C)NS(=O)(=O)c1ccc(Cl)cc1	1.0	0.0	0.858	2.159	1.5084999902248382
Cc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1	1.0	1.0	0.981	1.329	1.1550000030994414
CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C)cc1	1.0	1.0	1.045	1.68	1.3624999785423277
COc1ccc(S(=O)(=O)NC(=O)COc2ccc(F)cc2)cc1	1.0	0.0	0.874	1.757	1.3155000064373015
O=C(c1ccc(Cl)cc1)c1cnc(Cl)n1N=Cc1ccc(Br)cc1	1.0	0.0	0.818	2.503	1.6605000092983246
Cc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2)cc1N1CCOCC1	1.0	0.0	0.817	2.136	1.476499985933304
CCCC(=O)NC(=O)c1ccc(Cl)cc1	1.0	1.0	0.918	1.56	1.2389999914169312
O=C(O)c1ccc(S(=O)(=O)Nc2cccnc2)cc1	1.0	0.0	0.825	1.744	1.2844999940395354
CC(C)c1ccc(S(=O)(=O)Nc2ccccc2)cc1	1.0	1.0	0.96	1.523	1.2414999892711638
O=C(c1cccnc1)c1ccc(Cl)cc1OCc1ccc(Cl)c(Cl)c1	1.0	1.0	1.036	2.024	1.5300000066757202
CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1	1.0	0.0	0.864	1.666	1.2650000112056732
OC(c1ccccc1)c1ccc(Cl)cc1	1.0	1.0	0.961	1.922	1.4415000126361845
CN(N=Cc1ccccc1)C(=O)c1ccccc1	1.0	0.0	0.857	1.961	1.40899999666214
Oc1cccc2nc3ccccc3nc12	1.0	0.0	0.722	1.906	1.3140000014305113
Oc1cc(Cl)c(Cl)cc1Oc1ccccc1	1.0	0.0	0.891	1.744	1.3174999864101409
O=C(NCCc1cccnc1)c1ccc(O)cc1	1.0	0.0	0.843	1.67	1.2564999973773956
O=S(=O)(c1ccc(Cl)cc1Cl)n1ccc2cccnc21	1.0	1.0	0.946	2.263	1.6044999899864196
O=C(O)CC(=O)Nc1ccc(Cl)c(Cl)c1S	1.0	1.0	1.015	2.53	1.7724999928474425
O=C(C=Cc1ccccc1)NCCc1ccc(Cl)cc1	1.0	1.0	1.006	1.663	1.334500020980835
O=C(O)CCNS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.937	1.913	1.4249999883174898
Oc1ccccc1Sc1ccc(Cl)cc1	1.0	1.0	0.958	1.801	1.3795000021457673
Clc1cccc(Nc2ncncc2Oc2ccc(Br)cc2)c1	1.0	1.0	0.994	2.075	1.5345000088214875
Cc1ccc(Cl)cc1OC(=O)c1ccccc1	1.0	0.0	0.818	1.536	1.1770000092983246
Cc1nc(C(F)(F)F)ccc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1.0	0.903	2.335	1.6189999985694885
CC(C)Sc1cccc(NC(=O)c2ccccc2C(=O)O)c1	1.0	0.0	0.83	1.863	1.3464999916553497
O=S(=O)(NCCOc1ccc(I)cc1)c1ccccc1	1.0	1.0	1.016	1.795	1.4055000162124633
COc1ccc(C(=O)NCc2ccc(OC)nc2)c(C)c1	1.0	1.0	0.94	1.835	1.387499998807907
Cc1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1	1.0	1.0	0.912	1.599	1.2555000002384187
c1ccc(COc2ccccc2N2CCNCC2)cc1	1.0	0.0	0.876	1.727	1.3014999935626985
COc1cc(NS(=O)(=O)c2cccc(Br)c2)ccn1	1.0	1.0	0.937	2.051	1.4939999883174897
COc1ccc(CC(=O)NN=C(C)c2ccc(C)cc2)cc1	1.0	0.0	0.821	1.759	1.2899999899864196
CC(=O)NC(=O)N(c1ccccc1)c1ccccc1	1.0	0.0	0.823	1.956	1.3895000069141388
CCc1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1F	1.0	0.0	0.869	2.056	1.4625000088214875
COc1cccc(OC(=O)c2ccccc2)c1C	1.0	0.0	0.803	1.574	1.1884999866485595
CCOC(=O)c1c(C)nc2ccc(Cl)cn12	1.0	0.0	0.698	2.246	1.4720000069141388
O=C(c1ccncc1)c1ccc(Cl)c(Cl)c1-c1ccc(Cl)cc1Cl	1.0	0.0	0.845	2.245	1.5450000143051148
O=C(O)c1ccccc1CC1(c2ccc(O)cc2)Cc2ccccc2C1	1.0	1.0	0.941	2.362	1.6514999923706055
COc1ccc(S(=O)(=O)Oc2ccc(Cl)c(Cl)c2)cc1	1.0	1.0	0.965	1.798	1.3814999868869782
COc1ccc(Cl)cc1NCc1ccc(Cl)cc1	1.0	1.0	1.002	1.554	1.2779999871253969
O=C(Cc1ccc(Cl)c(Cl)c1)NCCc1ccc(F)cc1	1.0	1.0	0.943	1.681	1.3120000092983246
Cc1ccccc1NC(=O)c1cccc(S(=O)(=O)N(C)C)c1	1.0	0.0	0.795	1.657	1.2260000083446503
CN(C)Cc1ccc(O)c(S(=O)(=O)c2ccc(N)cc2)c1	1.0	1.0	0.92	2.157	1.5385000083446503
Cc1ccc(C(=O)Cc2ccccc2)cc1	1.0	0.0	0.877	1.329	1.1029999871253966
Cc1ccc(NC(=S)NCCN(C)C)cc1Cl	1.0	1.0	0.944	1.943	1.443500002861023
COc1ccc(C(=O)OCc2ccccc2)cc1	1.0	1.0	0.932	1.302	1.1169999907016754
Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cn1	1.0	1.0	0.991	1.764	1.37749999833107
Oc1ccc(Oc2ncccn2)cc1	1.0	0.0	0.806	1.921	1.3634999971389772
O=C(O)c1ccccc1Oc1ccc(Cl)cc1	1.0	1.0	1.081	1.477	1.2789999852180483
COCC(=O)Nc1ccc(OC(C)=O)c(C(=O)O)c1	1.0	0.0	0.75	1.871	1.3105
O=C(O)c1ncccc1Oc1ccc(Br)cc1	1.0	1.0	1.149	1.864	1.506500024318695
CCc1ccc(Sc2ccc(NC(=O)CCc3ccc(Cl)cc3)cc2)cc1	1.0	0.0	0.664	1.855	1.2594999873638153
Cc1ccccc1C(=O)Nc1ccc(F)c(Cl)c1Oc1ccccc1C(=O)O	1.0	0.0	0.795	2.093	1.4440000083446503
CC(C)COC(=O)c1ccc(Cl)cc1Oc1ccccc1	1.0	1.0	0.961	1.806	1.3835000126361847
Cc1ccccc1C(=O)NCCc1ccc(Cl)cc1	1.0	0.0	0.87	1.458	1.1640000023841859
CN(C(=O)c1cccnc1)S(=O)(=O)c1ccccc1S(C)(=O)=O	1.0	0.0	0.853	2.366	1.609499992609024
Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2F)cn1	1.0	1.0	1.007	2.008	1.507499984741211
Cc1ccc(C(=O)CCN2CCCC(C)(C)C2)cc1	1.0	0.0	0.831	2.054	1.442499985218048
CCCCc1ncc(CNc2ccc(C(=O)O)cc2)n1Cc1ccc(Cl)c(Cl)c1	1.0	0.0	0.799	2.299	1.549000012397766
CCN(CC)C(=O)C1CCN(Cc2ccccc2)CC1	1.0	0.0	0.808	1.745	1.2765000140666962
CC(=O)Nc1ccc2c(ccn2Cc2ccccc2)c1Cc1ccccc1	1.0	0.0	0.795	2.035	1.4150000083446503
O=C(c1ccccc1)c1cc(Cl)ccc1OC(F)(F)Cl	1.0	1.0	0.949	2.079	1.5140000004768372
O=C(O)c1ccccc1Sc1cccc(Br)c1	1.0	1.0	0.947	1.879	1.4130000133514404
FC(F)(F)c1cccc(NCCc2ccccc2)c1	1.0	0.0	0.831	1.638	1.234499985218048
Cc1ccc(NC(=O)c2ccccc2)cc1	1.0	0.0	0.81	1.14	0.9750000011920928
Cc1cccc(Cc2ccc(Br)cc2)c1I	1.0	1.0	0.95	2.04	1.4949999940395355
NS(=O)(=O)c1ccc(S(=O)(=O)NCc2cccnc2)cc1	1.0	0.0	0.898	1.912	1.4050000009536743
Cc1nc2n(-c3ccc(Cl)cc3)c(=O)c(-c3ccc(Cl)cc3)nn2c1C	1.0	0.0	0.766	2.434	1.599999986410141
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)ccc1Br	1.0	1.0	0.938	1.704	1.3210000116825102
CCc1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C)cc2)nn1	1.0	1.0	0.967	2.231	1.5990000038146972
COc1nc(NS(=O)(=O)c2ccc(Cl)cc2)nc2ccccc12	1.0	0.0	0.899	2.001	1.4499999945163726
Cc1ccc(-c2ccc(Cl)cc2C2CCNC2C(=O)O)cc1Cl	1.0	0.0	0.846	3.115	1.9805000078678132
CCOC(=O)CC(=O)c1cc(OC)ccc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	0.0	0.847	2.241	1.5440000014305115
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C)cc1	1.0	1.0	1.063	1.618	1.3404999818801882
