SMILES	Valid	Desired	ROCS_CCR2	SA	Total
CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)O)cc2)cc1	1.0	0.0	0.769	1.807	1.2879999969005584
Nc1ccc(Oc2ccccc2)cc1	1.0	1.0	1.003	1.368	1.1855000104904176
CC(=O)c1ccccc1NC(=O)c1ccccc1	1.0	0.0	0.88	1.366	1.1229999976158143
O=C(CCc1ccc(C(=O)c2ccccc2)cc1)NO	1.0	1.0	0.905	1.667	1.2859999856948852
COC(=O)c1cc(C)nc(N2CCC(N)CC2)c1N	1.0	1.0	0.995	2.421	1.7080000023841857
O=C(CCC(=O)c1ccc(Cl)cc1)NCCc1ccccc1	1.0	1.0	0.901	1.597	1.2490000114440918
O=S(=O)(Nc1ccc(Cl)cc1)c1cccnc1	1.0	1.0	0.953	1.699	1.326000004529953
O=S(=O)(Nc1cc(Cl)cc(Cl)c1Oc1ccccc1)c1ccc(Cl)cc1	1.0	1.0	1.125	1.953	1.5390000000000001
COc1ccc(NC(=O)c2cccc(F)c2)cc1	1.0	0.0	0.838	1.346	1.0919999997615815
Cc1ccc(C(=O)Nc2ccc(N(C)C)cc2)cc1	1.0	0.0	0.852	1.455	1.1534999990463257
Cc1ccc(F)c(Sc2ccc(CN3CCCCC3)cc2)c1	1.0	0.0	0.819	1.951	1.385000002861023
O=C(O)c1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccncc2)cc1	1.0	0.0	0.892	1.947	1.4195000097751618
N=C(N)NC(=O)c1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1	1.0	0.0	0.743	2.107	1.4249999854564668
CSc1ccc(Cl)c(NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	1.018	1.918	1.4680000033378602
O=C(c1ccccc1)C1CCCCC1	1.0	1.0	1.002	1.497	1.2494999871253967
Cc1ccc(NC(=O)c2cc(Cl)cc(Cl)c2)cc1	1.0	0.0	0.847	1.54	1.1935000014305115
O=C(O)c1ccccc1C(=O)c1ccccc1	1.0	1.0	0.908	1.417	1.1624999961853026
Cc1nccc(NCc2ccc(C(C)(C)C)cc2)c1Cl	1.0	0.0	0.899	2.119	1.5089999945163728
O=C(NCc1ccccc1)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.012	1.811	1.4114999823570251
Cc1ccc(C(=O)c2cc(Cl)ccc2Cl)c(Oc2cccc(Cl)c2)c1	1.0	1.0	1.123	1.964	1.5435000128746033
O=C(Nc1ccc(Cl)cc1)c1cnccn1	1.0	1.0	1.003	1.691	1.3470000104904174
O=C(c1ccc(Cl)nc1)N1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1	1.0	0.0	0.819	2.09	1.4545000028610229
O=S(=O)(Nc1cc(Cl)ccc1Cn1cccn1)c1cc(Cl)c(Cl)c(Cl)c1	1.0	1.0	1.206	2.441	1.823499985218048
O=C(C1CCCN(C2CCCc3ccccc32)C1)N1Cc2ccccc21	1.0	1.0	0.909	2.992	1.950499989748001
Cc1ccc(C(=O)c2ccccc2)cc1C	1.0	1.0	1.0	1.385	1.1925
O=C(c1cccnc1)N1CCc2cc(C(F)(F)F)cc(C(F)(F)F)c21	1.0	0.0	0.89	2.532	1.7109999928474426
O=C(c1ccccc1)c1cc(F)ccc1NS(=O)(=O)c1ccccc1	1.0	1.0	1.093	1.746	1.419500027179718
Cc1c(N)cncc1C(=O)c1ccc(F)cc1	1.0	1.0	1.037	2.117	1.5769999704360962
O=S(=O)(Nc1ncccn1)c1ccc(Cl)cc1[S+](F)(F)F	1.0	1.0	1.039	3.338	2.1885000171661377
O=C(COc1ccccc1)Nc1ccc(Cl)cc1C(=O)O	1.0	1.0	0.935	1.583	1.259000001192093
CCOc1cccnc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1.0	1.174	2.247	1.710500012397766
Cc1ccc(CNC(=O)c2cc(C(=O)O)ccc2Cl)cc1	1.0	0.0	0.857	1.615	1.23599999666214
CCCOc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cc1	1.0	0.0	0.773	1.578	1.1755000009536745
COc1cccc(NC(=O)c2cccc(Oc3ccc(C)cc3)c2)c1	1.0	0.0	0.797	1.597	1.196999995470047
O=C(c1ccncc1)c1ccc2ccccc2c1Oc1ccc(F)cc1Cl	1.0	1.0	1.021	2.135	1.5780000138282775
Cc1ccc(CNC(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	0.956	1.329	1.142499985218048
Cc1cccc(S(=O)(=O)Nc2ccccc2)c1	1.0	1.0	0.984	1.472	1.228000013589859
Cc1nc(N)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.127	1.995	1.5609999871253968
Cc1ccc(OCC(=O)N2CCN(c3ccccc3)CC2)cc1	1.0	0.0	0.884	1.621	1.25250000166893
Cc1ccc(C(=O)CCC(=O)NCc2ccccc2)cc1	1.0	1.0	1.083	1.522	1.302499972343445
O=c1cc(OCCc2ccccc2)ccn1Cc1ccccc1	1.0	1.0	0.958	1.798	1.3780000021457672
Cc1ccc(C(=O)Cc2cccc(C(=O)c3ccc(C#N)cc3)c2)cc1	1.0	0.0	0.779	1.887	1.332999992132187
Cc1ccccc1C(=O)c1ccc(Cl)c(Cl)c1	1.0	1.0	1.015	1.58	1.2974999928474427
O=C(c1ccccc1)c1cccc(Oc2ccccc2C(F)(F)F)c1Cl	1.0	0.0	0.897	2.026	1.4615000073909759
CCN1CCN(C(=O)c2ccc(C)c(N)c2)CC1	1.0	1.0	0.97	1.823	1.3965000143051147
O=C(c1cccnc1)c1ccc(O)c(F)c1Nc1ccc(Cl)c(Cl)c1	1.0	1.0	0.923	2.307	1.6149999890327453
O=C(O)c1cccc(Oc2ccccc2C(=O)O)c1	1.0	1.0	0.916	1.619	1.2675000042915343
Cc1ccc(S(=O)(=O)Nc2cc(C)cc(F)c2)cc1	1.0	1.0	1.0	1.767	1.3835
CC(=O)C1=C(O)C(=O)N(c2ccccc2)C1C	1.0	1.0	1.441	2.653	2.0469999923706057
Clc1ccc(CNCCc2ccccc2)cc1	1.0	0.0	0.89	1.393	1.1414999928474425
Cc1ccc(CN2C(=O)c3ccccc3C2(O)c2cccc(F)c2)cc1	1.0	1.0	1.099	2.635	1.866999988555908
Cc1ncc(C)n2nc(CCc3ccc(Cl)cc3)nc12	1.0	1.0	1.133	2.379	1.7560000081062317
CC(=O)c1ccc(OCC(=O)Nc2ccc(C)cc2)cc1	1.0	0.0	0.846	1.485	1.1655000078678133
COc1ccccc1C(=O)c1ccc(Oc2ccc(Cl)cc2)cc1	1.0	0.0	0.865	1.617	1.2410000047683716
COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(C)cc1C	1.0	1.0	1.169	1.802	1.485500014781952
Cc1ccc(NC(=O)COc2ccc(Cl)cc2)cc1	1.0	1.0	0.901	1.379	1.1400000114440918
COc1ccncc1NS(=O)(=O)c1ccc(C)cc1C	1.0	1.0	1.101	1.998	1.549499975681305
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	1.0	0.0	0.844	1.487	1.165499990940094
O=C1c2ccccc2CCN1C(=O)C1CCCCN1	1.0	1.0	1.092	2.755	1.9235000038146972
Nc1ncc(Cl)nc1NNc1ccc(F)cc1	1.0	1.0	1.028	2.467	1.7474999985694886
COc1ccn(C(C)c2ccccc2)n1	1.0	1.0	1.038	2.689	1.863499993801117
Cc1ccc(NC(=O)c2cccc(O)c2)cc1	1.0	1.0	0.985	1.417	1.2010000071525573
CCc1nc(C)c(C(C)=O)c(O)n1	1.0	0.0	0.863	2.593	1.7279999878406525
Cc1ccc(S(=O)(=O)c2nc(C)c(Cc3cccc(Cl)c3)s2)cc1	1.0	0.0	0.851	2.355	1.6030000054836273
Cc1cccc(C)c1NC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1N	1.0	1.0	1.017	2.168	1.5924999799728394
Cc1ccc(C(=O)NCCc2ccccc2)cn1	1.0	1.0	0.99	1.574	1.2820000047683715
CCc1ccc(Oc2c(C)cccc2C(=O)Nc2ccccc2)cc1	1.0	1.0	0.951	1.724	1.337499987602234
CCc1nc2nc(C)n(CC)c(C)c-2c1-c1cc(Cl)ccc1Oc1ccc(F)cc1Oc1ccccc1	1.0	0.0	0.0	2.776	1.388
CCC1Oc2cc(Cl)ccc2N1C(=O)c1cc(Cl)cc(Cl)c1	1.0	1.0	1.155	2.983	2.0689999856948855
CCCCC(=O)Nc1ccc(Cc2ccncc2)cc1	1.0	0.0	0.892	1.704	1.2980000097751616
Cc1cc2nnc(O)n2c2ccccc12	1.0	0.0	0.829	2.459	1.6439999980926514
O=C(Cc1ccncc1)c1cc(F)c(Cl)cc1NS(=O)(=O)c1ccc(F)cc1	1.0	1.0	1.089	2.239	1.6639999933242797
O=C(c1ccccc1)c1ccccn1	1.0	1.0	0.935	1.525	1.2300000011920929
Cc1ccc(S(=O)(=O)NCCCc2cccc(Cl)c2)cc1	1.0	1.0	1.073	1.714	1.3934999771118164
Cc1ccc(Oc2ccc(Cl)cc2Cl)c(O)n1	1.0	1.0	1.011	2.223	1.617000018596649
CC1CCCCC1C(=O)N(c1ccccc1)C(C)C	1.0	1.0	1.172	2.864	2.0180000252723693
CCOC(=O)c1ccc(Oc2nc(Cl)cnc2NS(=O)(=O)c2ccccc2)cc1	1.0	0.0	0.899	2.257	1.5779999945163727
Nc1ccc(NC(=O)c2ccc(F)cc2)cc1	1.0	0.0	0.843	1.401	1.1219999973773955
CCOc1ccc(C(=O)Nc2ccc(C)cc2)cc1	1.0	1.0	0.912	1.324	1.1180000002384185
c1ccc(COc2cccc(-c3ccncc3)n2)cc1	1.0	1.0	1.053	1.823	1.4379999866485595
CC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1	1.0	1.0	0.955	1.745	1.3499999916553498
CC(C)(O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	0.928	1.645	1.2864999866485596
COc1cccc(F)c1C(=O)NCc1ccccc1	1.0	1.0	1.004	1.572	1.2879999742507935
Cc1ccc(CN2C(=O)c3ccccc3C2(O)c2ccccc2)cc1	1.0	1.0	1.109	2.519	1.8139999837875367
CC(=O)c1ccc(S(=O)(=O)NC(=O)CCc2ccncc2)cc1	1.0	0.0	0.887	1.973	1.4300000121593475
CCC(=O)c1ccc(OC)c(NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	0.983	1.835	1.4089999902248382
COc1ccc(N2C(=O)c3ccc(C)cc3C2c2ccc(C)cc2)cc1	1.0	1.0	1.418	2.391	1.9044999914169312
COc1nc(Cl)c(CC(=O)O)cc1-c1ccccc1	1.0	1.0	1.02	2.122	1.5709999904632568
Cc1ccc(N2C(=O)CC(C)(c3ccccc3)C2=O)cc1	1.0	1.0	1.056	2.526	1.790999997138977
Cc1cccc(C(=O)Nc2ccc(C(=O)c3ccccc3)cc2)c1	1.0	0.0	0.789	1.51	1.1494999873638152
Cc1ncnc(C)c1C(=O)N1CCCC1	1.0	1.0	0.986	2.107	1.5465000007152558
COc1ccc(C(=O)OC(=O)c2ccccc2)cc1	1.0	1.0	1.028	1.56	1.2939999985694886
O=S(=O)(Cc1ccc(Cl)cc1)c1ccc2ccccc2c1	1.0	1.0	0.976	1.721	1.3485000054836274
Cc1ccc(C(=O)Nc2cc(Cl)cc(Cl)c2)cc1	1.0	0.0	0.854	1.536	1.1949999861717224
Cc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	1.006	1.528	1.267000020980835
O=C(c1ccccc1)c1ccccc1	1.0	1.0	0.922	1.154	1.037999995470047
CCC(C)CN1C(=O)c2ccccc2NC1c1ccccc1C	1.0	1.0	1.045	3.007	2.0259999785423277
COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1C	1.0	1.0	0.901	1.7	1.3005000114440919
COc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	0.917	1.262	1.0894999978542328
O=C(c1ccccn1)N1CCN(c2ccc(F)cc2)C1=O	1.0	1.0	0.963	2.139	1.5509999997615813
COc1ccc(Cl)c2nc(N)nc(O)c12	1.0	0.0	0.876	2.474	1.6749999935626985
Cc1ccc(NS(=O)(=O)c2ccc(C)cc2C)c(C)c1	1.0	1.0	1.063	1.765	1.4139999818801878
O=C(NCc1cccs1)c1ccc(CN2CCCCC2)cc1	1.0	0.0	0.808	1.776	1.292000014066696
CC1Cc2ccccc2CN1S(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1	1.0	0.0	0.745	2.471	1.6080000023841858
Cc1cc(C(=O)c2ccccc2)c(CN)cc1Cl	1.0	1.0	0.974	1.945	1.4594999885559083
Nc1ccccc1	1.0	0.0	0.654	1.263	0.9584999921321868
COc1ccc(NC(=O)CCc2ccccc2)cc1OC	1.0	0.0	0.867	1.462	1.1644999918937682
COc1ncc(F)nc1NS(=O)(=O)c1ccc(C)cc1	1.0	1.0	1.076	2.328	1.7019999876022338
COc1cccc(NC(=O)c2ccccc2)c1	1.0	0.0	0.867	1.238	1.0524999918937683
Cc1cccc(C(=O)Nc2ccc(C(=O)c3ccccc3)cc2)c1C	1.0	0.0	0.772	1.611	1.1915000073909758
Cc1ccc(S(=O)(=O)NCCCc2ccccc2)cc1	1.0	1.0	1.083	1.559	1.320999972343445
COC(=O)c1ccc(C(=O)Nc2cc(C)ccc2C(=O)O)cc1	1.0	0.0	0.783	1.65	1.2164999961853027
O=S(=O)(Nc1cc(Cl)ccc1Cl)c1ccc(F)cc1Cl	1.0	1.0	1.075	1.897	1.486000023841858
Cc1ccc(S(=O)(=O)Nc2cccc(Br)c2)cc1	1.0	1.0	0.957	1.604	1.280500008583069
O=S(=O)(Nc1cc(Cl)ccc1Nc1ccc(Cl)c(Cl)c1)c1ccccn1	1.0	1.0	0.988	2.187	1.5874999878406524
CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)c(Cl)c2)C1C	1.0	1.0	1.436	2.855	2.1454999947547915
COc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2NS(=O)(=O)c2ccccc2)cc1	1.0	1.0	0.957	2.14	1.548500008583069
Cc1ccc(OS(=O)(=O)c2cc(C)ccc2F)cc1	1.0	1.0	1.055	1.855	1.4549999737739563
Cc1ccc(C(=O)CCC(=O)NCc2ccc(Cl)cc2)cc1C	1.0	1.0	1.066	1.72	1.3929999923706053
Cc1nc2cccc(-c3cc4cc(O)ccc4o3)c2n1Cl	1.0	1.0	1.038	2.764	1.9009999938011168
CCOc1ccc2nc(-c3ccccc3Oc3ccccc3)oc2c1	1.0	1.0	0.98	1.915	1.4475000095367432
Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	1.0	0.0	0.687	1.645	1.1659999883174896
COc1ncc(Cl)cc1C(=O)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(F)cc1	1.0	1.0	1.007	2.27	1.638499984741211
COc1cc(N)ccc1Cc1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	0.0	0.0	2.271	1.1355
CCN(Cc1cc(C)cn(C)c1=O)C(=O)c1ccccc1	1.0	1.0	1.049	2.141	1.5950000123977661
NS(=O)(=O)c1ccc(C(=O)Nc2cccc(Cl)c2)cc1	1.0	0.0	0.823	1.578	1.200500006914139
c1ccc(CSc2ccc(Cc3cccnc3)cc2)cc1	1.0	0.0	0.887	1.755	1.3210000121593475
COc1cc(F)ccc1C(=O)N1CCCCC1	1.0	1.0	0.973	1.67	1.3214999949932098
Cc1c(Cl)cccc1NC(=O)CN1C(=O)c2ccccc21	1.0	1.0	0.945	1.777	1.3609999964237214
COc1ccc(S(=O)(=O)Nc2ccc(C)cc2C(=O)O)cc1	1.0	1.0	0.944	1.715	1.3295000028610229
Cc1ccc(C)c(S(=O)(=O)Nc2ccc3c(ccc4ccccc43)c2)c1	1.0	0.0	0.87	1.907	1.3885000023841858
O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(Cl)c1	1.0	1.0	1.21	2.326	1.7680000190734864
Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccccn2)c1	1.0	1.0	1.297	2.831	2.064000025272369
Cc1cccc(Cc2ccc(C)o2)c1	1.0	1.0	0.917	1.826	1.3714999978542328
COc1cc(F)cc(C(=O)Nc2ccc(Cl)cn2)c1	1.0	0.0	0.86	1.882	1.3710000071525572
CC(C)C(=O)Nc1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.076	1.89	1.4829999876022337
CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1C	1.0	1.0	1.461	2.72	2.0904999828338626
O=S(=O)(Nc1cc(Cl)ccc1Cn1cccn1)c1cccc(Cl)c1	1.0	1.0	1.21	2.162	1.6860000190734863
Cc1cccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1	1.0	1.0	0.991	1.688	1.3394999983310698
Cc1ccc(C(=O)C(=O)c2ccccc2)cc1	1.0	1.0	1.099	1.52	1.3094999885559082
COc1cccc2cc(CNCc3ccccc3)c(C)cc12	1.0	1.0	0.908	1.825	1.3664999961853028
CCOc1ccc(C(=O)Nc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)cc1	1.0	0.0	0.682	1.72	1.2009999907016753
Cc1ccc(C)c(NC(=O)CCc2ccc(Cl)cc2)c1O	1.0	1.0	0.919	1.885	1.4020000147819518
O=S(=O)(Nc1ccccc1)c1ccccc1F	1.0	1.0	1.016	1.506	1.2610000162124635
O=C(C1CCC(=O)N1C1CCCCC1)N1CCCC1	1.0	1.0	1.262	2.688	1.9749999823570252
O=C(C1CCC(=O)N1Cc1ccc(Cl)cc1)N1CCCCCC1	1.0	1.0	1.21	2.495	1.8525000190734864
COC(=O)c1ccc(S(=O)(=O)N2CCCC(C)C2)cc1	1.0	1.0	0.916	2.224	1.5700000042915345
Cc1cccc(Cl)c1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.04	1.734	1.3869999809265137
Cc1ccccc1C(=O)Nc1cc(Cl)ccc1C#N	1.0	0.0	0.834	1.743	1.2884999957084657
O=C(NCc1ccccc1)c1ccncc1	1.0	1.0	1.024	1.439	1.231500024318695
O=C(c1ccncc1)c1ccccn1	1.0	1.0	0.959	1.866	1.4124999957084656
Cc1cc(C(=O)c2ccc(F)cc2)c2ccccc2n1	1.0	1.0	1.12	1.709	1.4145000023841858
Cc1ccc(C(=O)NCC(=O)c2ccccc2)cc1	1.0	1.0	1.14	1.478	1.3089999928474425
Cc1ccc(C(=O)c2c(Cl)cccc2N(C)C)c(N)c1N	1.0	1.0	0.971	2.449	1.710000007867813
Cc1ccc(S(=O)(=O)NCCCCc2ccccc2)cc1	1.0	0.0	0.891	1.598	1.244499986410141
O=C(c1ccccc1)C1CCCC1	1.0	1.0	1.032	1.475	1.253499972820282
CC(=O)c1ccc(Sc2ccccc2)c(C(=O)O)c1	1.0	1.0	0.972	1.891	1.4315000014305115
Cc1nccc(-c2ccc(Cl)cc2)n1	1.0	1.0	0.94	1.733	1.3364999988079072
Cc1cccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)c1	1.0	1.0	1.079	1.843	1.4609999980926514
CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2C)C1N1CCCCC1	1.0	1.0	1.528	2.978	2.2529999985694884
Cc1ccc(S(=O)(=O)NCC(=O)Nc2cccc(C)n2)cc1	1.0	1.0	1.002	1.927	1.4644999871253968
O=S(=O)(Nc1cc(Cl)ccc1N1CCCCC1)c1cccc(F)c1	1.0	1.0	1.133	1.946	1.5395000081062316
Cc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	1.002	1.442	1.2219999871253968
COc1ccc(C(=O)Nc2ccc(Br)cc2Cl)cc1	1.0	0.0	0.894	1.525	1.2094999969005584
Cc1cccc(C(=O)NCCNS(=O)(=O)c2ccccc2)c1	1.0	1.0	0.982	1.687	1.33449999666214
CC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C(C)(C)O3)cc1	1.0	1.0	0.916	2.203	1.5595000042915343
COc1ccc2c(=O)n(CCCCC(=O)c3ccccc3)c(S)nc2c1	1.0	1.0	1.0	2.296	1.648
Cc1ccc(C(=O)c2ccc(Cl)cc2Cl)c2ccc(O)cc12	1.0	1.0	1.23	2.037	1.6335000095367431
Cc1nnc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc12	1.0	1.0	0.979	2.035	1.5069999861717225
O=C(c1cccc(C(F)(F)F)c1)c1ccccc1Oc1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0.0	0.0	2.314	1.157
Oc1ccc(C2c3ccccc3Cn3cccc32)cc1	1.0	1.0	1.004	2.829	1.9164999742507935
O=C(c1ccccc1)c1ccc(Cl)nc1O	1.0	1.0	1.014	2.059	1.5365000290870667
COc1nccnc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.134	2.256	1.6949999718666076
Clc1ccc(CNCc2ccc(Cl)cc2)cc1	1.0	1.0	0.926	1.439	1.1824999995231629
COc1ccc(Cl)cc1NS(=O)(=O)c1ccccc1	1.0	1.0	1.159	1.572	1.3655000195503235
CC(NS(=O)(=O)c1ccccc1C#N)c1ccccc1Cl	1.0	1.0	1.082	2.449	1.7655000085830688
Cc1ccc(C(=O)c2ccc(N)cc2)cc1	1.0	1.0	0.993	1.474	1.2334999854564668
COc1ccc(NC(=O)c2cccc(Cl)c2)cc1Cl	1.0	0.0	0.857	1.504	1.18049999666214
COc1ncc(Cl)cc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1.0	1.095	2.062	1.5785000143051147
Cc1ccc(C(=O)c2cccc(Cl)c2)cc1	1.0	1.0	1.009	1.428	1.2184999718666076
CC(=O)c1ccccc1-c1ccc(O)cc1	1.0	1.0	1.033	1.564	1.2984999961853028
Cc1ccc(N2CC(=O)NC2=O)cc1	1.0	1.0	1.154	2.021	1.5875000219345092
COc1ccc(Cc2c(C)cnc3cc(O)ccc23)cc1	1.0	1.0	1.198	2.09	1.6439999771118163
O=C(c1ccc(O)cc1)c1cccnc1	1.0	1.0	0.966	1.693	1.329500010251999
CCOC(=O)N1CCN(C(=O)CCNS(=O)(=O)c2ccc(C)cc2)CC1	1.0	1.0	0.93	1.997	1.4635000035762786
CC(=O)c1ccc(NC(=O)c2ccc(F)cc2)cc1	1.0	0.0	0.85	1.381	1.115500011920929
COc1nc(Cl)cnc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	1.037	2.409	1.722999970436096
O=C(CN1CCc2ccccc21)c1ccc(F)cc1	1.0	1.0	1.001	1.769	1.3850000233650208
Cc1cccc(NC(=O)CNC(=O)c2cccc(C)c2)c1	1.0	0.0	0.813	1.561	1.1870000116825103
Clc1ccccc1CN1CCN(c2ccccc2)CC1	1.0	1.0	0.965	1.542	1.253499986886978
COc1ccc(C(=O)COC(=O)c2ccccc2)cc1	1.0	1.0	0.932	1.44	1.1859999907016754
COc1cc(Cl)ccc1NS(=O)(=O)c1cccc(C)c1C#N	1.0	1.0	1.057	2.125	1.5910000205039978
Nc1c(Cl)cc(Cl)cc1S(N)(=O)=O	1.0	0.0	0.751	2.291	1.5209999935626983
CCCCN1c2ccccc2Oc2ccccc21	1.0	0.0	0.885	1.84	1.3624999952316283
Cc1cc(C)cc(N2C(=O)Cc3ccccc3N2c2ccc(Cl)cc2)c1	1.0	1.0	1.179	2.457	1.8180000100135802
COc1ccccc1S(=O)(=O)Nc1ccc(C)cc1C#N	1.0	1.0	1.049	1.968	1.508500012397766
O=S(=O)(c1ccccc1)c1ccncc1	1.0	0.0	0.859	1.731	1.295000013589859
Cc1oc(C(=O)O)cc1CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)O)c1	1.0	1.0	0.972	2.361	1.6665000014305116
Cc1ccc(C(=O)c2cccc(C(=O)c3ccc(C(C)C)cc3)c2)cc1	1.0	1.0	0.921	1.772	1.3465000019073488
O=C(c1ccncc1)c1ccc(-c2ccc(F)cc2)cc1	1.0	1.0	0.922	1.651	1.286499995470047
CCOC(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.165	1.666	1.4154999809265136
COc1nc(Cl)ncc1C#CCN(C)C	1.0	1.0	0.925	2.935	1.9300000059604645
O=C(c1ccc(Cl)cc1)N1CCN(Cc2ccccc2)CC1	1.0	0.0	0.893	1.508	1.20050000333786
COc1ncc(F)nc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(F)cc1	1.0	1.0	1.115	2.48	1.7975000047683716
Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2Cl)cc1	1.0	1.0	1.006	1.721	1.363500020980835
Cc1ccccc1N(C)C(=O)c1cccc(Br)c1	1.0	1.0	1.014	1.795	1.4045000290870666
COc1ccc(C(=O)c2cccn2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	0.997	2.266	1.6314999895095825
O=S(=O)(Nc1cc(Cl)ccc1Cn1cnnn1)c1ccc(F)c(Br)c1	1.0	1.0	1.206	2.473	1.839499985218048
COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2)cc1O	1.0	0.0	0.671	1.843	1.2570000019073486
O=S(=O)(Nc1cc(Cl)ccc1Oc1ccccc1)c1ccc(O)c(Cl)c1	1.0	1.0	1.135	1.961	1.5479999952316286
CC(=O)c1cnc(Oc2ccccc2)n1-c1ccccc1	1.0	1.0	1.12	2.201	1.6605000023841858
CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cl)cc1	1.0	1.0	1.009	1.83	1.4194999718666077
CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cc1	1.0	1.0	1.054	1.835	1.4445000100135803
O=C(Cc1ccccc1)N1CCc2ccccc21	1.0	1.0	1.167	1.623	1.3950000276565553
O=S(=O)(Nc1cccc(Cl)c1)c1ccccc1	1.0	1.0	0.988	1.475	1.2314999878406525
Cc1c(OC(=O)c2ccccc2)c(=O)n([O-])c2ccccc12	1.0	1.0	0.949	2.454	1.7015000004768372
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)O)cc2)cc1	1.0	0.0	0.852	1.617	1.2344999990463257
CC(C)(C)c1ccc(C(=O)NCc2ccc(F)cc2)cc1	1.0	0.0	0.878	1.559	1.2185000104904176
Cc1cccc(C(=O)CSc2cccc[n+]2[O-])c1	1.0	1.0	1.012	2.295	1.653499982357025
COc1ccc(C(=O)NCc2ccc(C)cc2)cc1	1.0	1.0	1.007	1.333	1.169999984741211
O=C(c1ccccc1Cl)N1CCCC1	1.0	1.0	1.016	1.447	1.2315000162124634
Cc1ccc(C(=O)NC(=O)C2CCCCC2)cc1	1.0	1.0	0.924	1.664	1.294000012397766
CN(C)c1ccc(Cc2nccc3cc(O)ccc23)cc1	1.0	1.0	1.248	2.118	1.6830000128746032
CC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1	1.0	1.0	1.069	1.711	1.390000002861023
O=C(c1ccc(Cl)cc1)C1CCC(=O)N1Cc1ccccc1	1.0	1.0	1.289	2.387	1.8380000171661377
Cc1ccc(CCNC(=O)c2ccc(C)c(C)c2)cc1	1.0	0.0	0.891	1.495	1.192999986410141
O=S(=O)(Nc1ccccc1S(=O)(=O)Nc1ccc(Cl)cc1)c1ccc(Cl)cc1	1.0	1.0	1.053	1.908	1.4804999866485595
Cc1ccc(NC(=O)c2ccc(Cl)c(C)c2)cc1	1.0	0.0	0.867	1.415	1.1409999918937683
