Epoch	SMILES	Valid	Desired	ROCS_CCR2	SA
2	CN(c1ccccc1)c1cc(-c2ccc(N(C)C)cc2)cc(S(=O)(=O)N2CCc3ccccc3C2)c1	1.0	0	0.0	0.956
2	NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(S(=O)(=O)O)c(SC3OC(CO)C(O)C(O)C3NC(=O)CCc3ccc(O)cc3)c2)cc1	1.0	0	0.0	0.395
2	Cc1ccc(S(=O)(=O)N2CCC(C(=O)OC(C)C)CC2)cc1	1.0	0	0.888	0.985
2	COc1cccc(N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)c1	1.0	0	0.865	0.989
2	O=C(Cn1nc(-c2ccccc2)nc1Cc1ccccc1)NCCC1=CCCCC1	1.0	1	0.943	0.963
2	O=C(CCCCCC(NC(=O)c1cccc[n+]1[O-])C(=O)Nc1ccc2ncsc2c1)NO	1.0	0	0.0	0.82
2	CSc1ccccc1NC(=O)c1cc(-c2cccc(C)c2)nc2ccccc12	1.0	0	0.77	0.983
2	CCCn1nc(C(=O)OCC(=O)N2CC(C)OC(C)C2)c2ccccc2c1=O	1.0	0	0.809	0.871
2	O=S(=O)(c1cccnc1Cl)c1cccc(Cl)c1	1.0	1	0.958	0.98
2	COc1cc(S(=O)(=O)NCCCN2CCOCC2)ccc1F	1.0	0	0.884	0.98
2	COc1ccc(S(=O)(=O)N(Cc2ccco2)Cc2cc3ccc(C)cc3nc2O)cc1	1.0	0	0.0	0.954
2	O=C(CN1C(=O)C(=Cc2ccccc2F)Sc2ccccc21)Nc1ccc(Cl)cc1	1.0	0	0.829	0.977
2	CN1CCC(CNc2ccc(F)cc2)CC1	1.0	1	0.915	0.987
2	Cn1c(C(O)c2cccc(O)c2)nc2ccccc21	1.0	1	1.037	0.949
2	COc1ccc(NS(=O)(=O)c2ccc(F)c(Cl)c2)cc1	1.0	1	1.005	0.991
2	CCOC(=O)N1CCc2c(sc3c2c(=O)n(C)c(=O)n3C)N1	1.0	1	1.014	0.813
2	CCNc1[nH]nc2cc(NC(=O)NC(C)c3ccccc3)nc(CO)c12	1.0	0	0.751	0.821
2	Cc1cccc(NC(=O)CCc2nc(O)c3ccccc3n2)c1	1.0	1	0.904	0.981
2	COC(=O)c1ccc(C(=O)OC)c(NC(=O)COc2ccccc2C)c1	1.0	0	0.684	0.987
2	Cc1ccc2c(C(=O)NCCCO)cc(-c3ccccc3OCc3ccccc3)nc2c1	1.0	0	0.0	0.979
2	O=S(=O)(c1ccccc1Cl)[n+]1ccccc1Cl	1.0	1	0.959	0.91
2	Cc1nn(C)c2nc(O)c(C3CCc4ccccc4C3)cc12	1.0	1	1.03	0.876
2	COc1cc(CN(C)Cc2ccc(F)cc2)cc(OC)c1O	1.0	1	0.92	0.985
2	Cc1cc(N)cc(C)c1Oc1ccc(S(C)(=O)=O)cc1	1.0	1	0.905	0.982
2	CCCCOC(=O)c1c(F)c(F)c(C)c(Cl)c1N	1.0	0	0.89	0.944
2	CC1c2ccccc2CCN1CC(=O)O	1.0	0	0.847	0.956
2	O=S(=O)(O)c1cccc(Nc2cc(N3CCOCC3)nc(N3CCOCC3)n2)c1	1.0	0	0.736	0.954
2	O=C(O)CCCn1c(S)nnc1Cc1ccccc1	1.0	1	0.962	0.973
2	COc1cc(OC)cc(N(Cc2ccsc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	1.0	0	0.0	0.919
2	COc1ccc(N2CCN(C(=O)C(C)(C)C)CC2)cc1	1.0	1	1.006	0.988
2	O=C(O)CC(=O)Nc1ccc(-c2cnc(N3CCOCC3)cn2)cc1	1.0	0	0.708	0.973
2	O=C(CC1CCCCN1S(=O)(=O)c1cccc2ccccc12)NO	1.0	1	0.92	0.937
2	O=C(O)c1cccnc1Nc1ccc(F)cc1	1.0	1	0.94	0.99
2	CC(OC(=O)c1ccco1)C(=O)C1CC1	1.0	1	0.998	0.919
2	Cc1ccc(C(C)Nc2nccc(N(C)C(=O)C3CC3)n2)nc1	1.0	0	0.895	0.869
2	COc1cccc(OC)c1OCCCN1CCSCC1	1.0	0	0.891	0.979
2	NC(CNc1nccc(Cl)n1)c1cccc(Cl)c1	1.0	1	0.967	0.92
2	COc1ccc(-c2cn(S(=O)(=O)c3ccccc3)c3c2C2=CC(C)(C)CC2N3)cc1	1.0	1	0.912	0.767
2	COc1cc(C(O)P(=O)(OCCCO[N+](=O)[O-])COC)cc(OC)c1-c1ccccc1	1.0	0	0.0	0.649
2	O=C(C=Cc1cccc(O)c1)c1[nH]c2ccccc2c1O	1.0	1	0.951	0.965
2	COC(=O)C1=C(C)Oc2ccccc2C1C(=O)OC	1.0	1	1.071	0.907
2	Cn1c2ccccc2c2cc(CCCCN3CCC(Cc4ccccc4)CC3)ccc21	1.0	0	0.0	0.977
2	COc1ccc(C(=O)NC(C)CNc2ccc(C(F)(F)F)cc2)cc1	1.0	0	0.787	0.965
2	Cc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccncn3)n2)cc1	1.0	0	0.75	0.965
2	CC(C)CC(=O)Nc1ccc(NC(=O)Cc2ccccc2)cc1	1.0	0	0.798	0.992
2	COc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1	1.0	0	0.775	0.991
2	CC(C)COc1ccc(Nc2nc(=O)n(Cc3ccccc3)c(=O)n2Cc2ccc(F)cc2)cc1	1.0	0	0.0	0.969
2	COc1cc(C2C(=O)N(C3CCCCCCCC3)CC2c2ccco2)c(F)cc1O	1.0	1	1.076	0.567
2	COc1c2c(cc3c1C(c1cccc(OC)c1)C1CCCN31)C1=CC(C)(C)CC1=[N+]2C	1.0	0	0.0	0.399
2	CC(C)C(=O)Nc1cccc(OCCN2CCOCC2)c1	1.0	0	0.781	0.986
2	CCCCCN(CCCCC)C(=O)N1CCN(C(=O)c2ccc(Cl)cc2)CC1	1.0	0	0.781	0.978
2	O=[n+]1ccn(-c2cccc(-c3cccc(F)c3)c2)c2nc(Cl)c(Cl)cc21	1.0	0	0.84	0.903
2	Oc1nc2ccc(Cl)cc2c(Nc2ccccc2)c1[N+](=O)[O-]	1.0	1	1.029	0.971
2	O=Cc1c(O)ccc2ccc(CO)cc12	1.0	0	0.837	0.973
2	N#Cc1ncc2nc1OCOC2c1ccc(Br)cc1	1.0	1	0.972	0.381
2	COc1ccc(OC)c(NC(=O)CSc2nnc(C)n2Cc2ccccc2)c1	1.0	0	0.828	0.983
2	Cc1ccc(OCC(O)CN2CCN(Cc3ccccc3)CC2)cc1	1.0	0	0.813	0.973
2	COc1ccc(Cl)cc1C(=O)Nc1ccc(N2CCSCC2)cc1	1.0	0	0.9	0.983
2	CN(CCO)S(=O)(=O)NC(=O)OCC(C(F)(F)F)C(F)(F)F	1.0	0	0.843	0.839
2	c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1	1.0	0	0.884	0.992
2	O=C(O)c1ccc(Cl)c(O)c1	1.0	0	0.842	0.989
2	Cc1ccc(-c2nc3ccc(OC(C)C)cc3c(=O)o2)cc1	1.0	0	0.835	0.982
2	O=S(=O)(c1ccc(Cl)cc1)N(Cc1ccc(Cl)cc1)c1nc(Cl)cnc1	1.0	1	1.008	0.967
2	Cc1ccc2c(ccc(-c3ccccc3)c2Oc2ccccc2)n1	1.0	1	1.086	0.987
2	N#CSC(c1ccc(F)cc1)(c1cccc(Cl)c1)c1ccc(Cl)cc1	1.0	1	1.086	0.904
2	CCC(NC(=O)c1cc(C(=O)NC(C)c2ccccc2)c2ncccc12)C1C	0.0	0	0.0	0.0
2	CC(C)c1ccc(S(=O)(=O)c2nnn3c2nc(NCc4ccccc4)c4ccccc23)cc1	0.0	0	0.0	0.0
2	CC(C)(O)c1nc(-c2ccc(F)cc2F)c(C2CCNCC2)n1-c1ccc(F)cc1	1.0	1	0.911	0.916
2	COc1ccc(CC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(C)(C)C(N)=O)cn1	1.0	0	0.0	0.741
2	Nc1ncnc2c1nc(-c1ccncc1)n2C1OC(CO)C(O)C1O	1.0	1	0.946	0.649
2	CN(C)CCNC(=O)c1oc2ccc(S(=O)(=O)N3CCCCC3)cc2c1Cl	1.0	0	0.842	0.956
2	CC(=NC(=O)c1ccccc1Cl)C1C(=O)Oc2ccccc2C1=O	1.0	1	0.981	0.876
2	COCc1ccccc1C1Cc2c(C)cccc2C1=O	1.0	1	1.051	0.92
2	COc1ccc(CNC(=O)c2ccc(OC)c(OC)c2)cc1OC	1.0	0	0.854	0.992
2	CCC(=O)N1CC(=O)N2C(CO)C(c3ccc(-c4ccc(F)cc4)cc3)C2C1	1.0	0	0.859	0.809
2	CCc1nc2cccc(C(=O)O)c2nc1O	1.0	0	0.763	0.959
2	O=C(NCC1CCCCC1)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl	1.0	0	0.742	0.981
2	O=C(Nc1ccc(Cl)cc1Cl)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1	1.0	0	0.0	0.973
2	O=C(C1CCCN(Cc2ccccc2F)C1)N1CCCCC1	1.0	1	1.112	0.966
2	Clc1cccc(CNCc2ccccn2)c1	1.0	1	0.905	0.99
2	CCC(CCC(C)Sc1ccc(C(F)(F)F)cc1)n1cc(C(C)(C)C)nc1-c1ccc(F)cc1	1.0	0	0.0	0.695
2	O=C(NCC1CCN(C(=O)c2ccccc2)CC1)Nc1ccc(F)cc1F	1.0	0	0.767	0.984
2	Cc1ccc2[nH]c(SC3CCCCC3C)cc2c1	1.0	1	1.029	0.742
2	COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1	1.0	0	0.796	0.952
2	O=C(c1cccc2ccccc12)c1nccc2ccccc12	1.0	1	0.979	0.987
2	O=S1(=O)OC2CC1C3(CCCC1SC4)CC4OC(=O)N4C1C23	0.0	0	0.0	0.0
2	CC(=O)c1ccccc1NC(=O)C(c1ccccc1)c1ccccc1	1.0	1	1.119	0.989
2	C#CCNc1cc(-c2ccc(F)cc2F)nc2c1cnn2CC(C)(C)Cl	1.0	0	0.886	0.874
2	CCc1cccc(C)c1NC(=O)c1ccc(Cl)c(N)c1	1.0	1	0.98	0.987
2	CC(=CC(=O)Nc1cccnc1Sc1ccc(C(C)C)cc1)c1ccccc1	1.0	1	0.937	0.967
2	CN(C)c1ccc(S(=O)(=O)NCC(=O)NCCc2ccccc2Cl)cc1[N+](=O)[O-]	1.0	0	0.746	0.968
2	O=C(c1ccc(Sc2ccccc2)c(Cl)c1)c1cnccn1	1.0	0	0.881	0.973
2	CCOc1ccc(NC(O)C(=O)c2ccccc2)cc1	1.0	1	0.904	0.968
2	CCCCOCCCCCCCNCCO	1.0	0	0.679	0.982
2	COC(=O)C(c1ccccc1)(c1ccc(OC)cc1)n1ccnc1	1.0	1	1.003	0.903
2	Cc1cc(C)nc(NS(=O)(=O)c2cccc(C(=O)Nc3ccccc3)c2)n1	1.0	0	0.779	0.984
2	N#Cc1ccnc(-c2cccc(C(=O)O)c2)n1	1.0	0	0.899	0.974
2	CCCCOC(=O)NS(=O)(=O)Oc1ccc(C)cc1-c1cccc(C(=O)O)c1	1.0	0	0.741	0.963
2	OCC1OC(OC2(CO)=CCCC2)C(O)C(O)C1O	0.0	0	0.0	0.0
2	COCCOC(=O)C1=C(C)N=C(C=C(O)c2ccccc2)C(C)=C1C#N	1.0	0	0.756	0.922
2	CCN(Cc1ccccc1)C(=O)C=Cc1cccc2ccccc12	1.0	1	1.01	0.985
2	COC(=O)N1CCc2cc(Br)cc(Br)c21	1.0	0	0.743	0.949
2	c1ccc(COc2cccc3[nH]c4ccccc4c23)cc1	1.0	1	0.955	0.99
2	COC(=O)c1cccc(-c2ccccc2C(=O)Nc2ccc3cc(CCN)ccc3c2)n1	1.0	0	0.0	0.973
2	Cc1cc(C)cc(NC(=O)CN(C)S(=O)(=O)c2ccc3c(c2)CCCO3)c1	1.0	0	0.765	0.971
2	Cc1cccc(CC(=O)Nc2sccc2C#N)c1	1.0	1	0.916	0.982
2	CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)ccc1Br	1.0	0	0.785	0.977
2	COc1ccccc1OCCCCN1CCC(C)(c2cccc(F)c2)C(C)C1	1.0	0	0.777	0.898
2	COc1cc2c(cc1OC)C(C)N(C(=O)CNC(=O)c1ccc(F)cc1)CC2	1.0	0	0.793	0.947
2	Cc1ccccc1CNC(=O)Nc1cnc2ccccn12	1.0	0	0.867	0.973
2	O=c1cc(N2CCCCCC2)oc2c(-c3ccccc3Cl)c(O)cc(O)c12	1.0	1	0.906	0.947
2	O=S(=O)(c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1)N1CCOCC1	1.0	0	0.882	0.975
2	COC(=O)Nc1nc2ccc(Br)cc2s1	1.0	0	0.782	0.98
2	CCCCCCCCC(=S)Nc1ccccc1S(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.878	0.971
2	COc1c(C(=O)SC(C)C)cc(=O)oc1O	1.0	1	0.905	0.832
2	COc1cccc(CNC(=O)CCC(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)c1	1.0	0	0.0	0.981
2	CC(NCc1ccc(O)cc1)C(Cc1ccc(O)cc1)C(=O)N(C)Cc1ccccc1	1.0	0	0.0	0.88
2	COC(=O)N1CC(C)N(c2nc3cc(-c4noc(O)n4)nc(-c4cncc(Cl)c4)c3n2)CC1	0.0	0	0.0	0.0
2	O=C(CNC1CCCCCC1)Nc1cccc2cccnc12	1.0	0	0.806	0.983
2	COc1cccc2c(NCc3ccc(OC)c(CNc4ccnc5ccc(Cl)cc45)n3)ncnc12	1.0	0	0.0	0.936
2	CNC(=O)Oc1ccc2cc(C(=O)Nc3ccc(-n4cncn4)cc3)c(Cl)cc2c1	1.0	0	0.7	0.964
2	C=CC(=O)N1CCCC(n2c(Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nc3ccccc32)C1	1.0	0	0.0	0.833
2	Cc1ccc(C(=O)NCCCn2cc(C)c(=O)[nH]c2=O)cc1	1.0	0	0.889	0.983
2	COc1ccc([N+](=O)[O-])cc1CNCc1ccccc1O	1.0	0	0.851	0.984
2	CCOC(=O)c1ccc(N2CCN(CC(=O)Nc3ccc(F)cc3F)CC2)cc1	1.0	0	0.732	0.985
2	COC(=O)C1(Cc2ccc(F)cc2)C2c3cc(C(=O)N(C)C)nc(C)n3CCN2C1=O	0.0	0	0.0	0.0
2	S=C(c1ccc(Br)o1)N1CCN(Cc2ccccc2)CC1	1.0	1	0.925	0.977
2	CCc1ccccc1NS(=O)(=O)c1ccccc1Br	1.0	1	1.01	0.988
2	COC(=O)CCSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1	1.0	0	0.778	0.97
2	CCCCN=CCN1C(=O)NC(C)(CC2CCCCC2)C1=O	1.0	1	0.916	0.739
2	COC(=O)c1ccc(Cn2c(O)nc3ccccc32)cc1	1.0	1	1.094	0.983
2	Cc1cc(Nc2nccc(-c3cn(C)cn3)c2-c2ccc(C(F)(F)F)cc2)ccn1	1.0	1	1.005	0.928
2	COC1CCN(S(=O)(=O)NC2CCC(C(=O)NCCCN3CCCCC3)CC2)CC1	1.0	0	0.711	0.953
2	O=C(Nc1cccc(F)c1)C1CC1(C)C(Br)Br	1.0	0	0.777	0.775
2	COc1ccc(N)cc1	1.0	0	0.719	0.995
2	Cc1cccc(C(=O)NCc2cccc(-c3n[nH]c4c3Cc3cc(C(=O)O)ccc34)c2)c1	1.0	0	0.0	0.964
2	O=[N+]([O-])c1ccc(CNc2cc(Cl)c(Cl)cc2O)cc1	1.0	1	0.903	0.981
2	COC(=O)c1ccc(C(=O)OC)cc1NC(=O)CC(C)C	1.0	0	0.84	0.987
2	Cc1ccc(Oc2ccc(C(=O)Nc3ccc(C(C)C)cc3)cc2)cc1	1.0	0	0.676	0.992
2	COCCNC(=O)c1cnn2ccc(-c3ccc(F)cc3)cc12	1.0	1	0.914	0.973
2	N#CC1(NC(=O)COCC2CCCCC2)CCCC1	1.0	0	0.849	0.955
2	Cc1[nH]c(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2)cc1C(N)=O	1.0	1	0.944	0.961
2	Cc1c(Cl)cccc1NC(=O)CNCCc1ccc([N+](=O)[O-])cc1	1.0	0	0.817	0.984
2	COCC1CCN(c2nc(C)nc(NCC(=O)CC)c2C)C1	1.0	0	0.876	0.84
2	CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(Cc3ccccc3)c2n1	1.0	1	0.961	0.969
2	CC(=O)C1=C(C)N=C(C)c2ccccc21	1.0	0	0.82	0.983
2	COc1ccc(C=CC(=O)c2cccc(-c3ccccc3)c2)cc1C	1.0	0	0.861	0.987
2	CCc1cccc(NC(=O)c2ccc(CN3CCN(Cc4ccccc4)C3=O)cc2)c1	1.0	0	0.0	0.982
2	CC[n+]1cc(C)nc(Nc2nc(C)c(C(F)(F)F)s2)n1	1.0	0	0.863	0.696
2	COc1ccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1OC	1.0	0	0.856	0.989
2	Cc1ccc(S(=O)(=O)Nc2cccc(-c3ccc(N4CCC(C)CC4)nn3)c2)s1	1.0	0	0.847	0.962
2	CCCCN1C(=O)CC(=O)NC1=O	1.0	1	0.917	0.968
2	CN(C)C1CCc2cccnc2C1	1.0	0	0.754	0.904
2	Cc1cc(C(=S)Nc2ccc(Cl)c(Cl)c2)n(-c2ccccc2)n1	1.0	1	1.051	0.974
2	O=S(=O)(NNc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl	1.0	1	0.978	0.981
2	COc1ccc(C(=O)NC(=S)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1	1.0	0	0.744	0.98
2	O=C(CC1CCCC1)N1CC=C(c2ccccc2)CC1	1.0	1	0.993	0.979
2	COc1cccc(CCc2ccccc2NCc2cccc(Cl)c2)c1	1.0	0	0.881	0.988
2	Oc1c(Cc2ccccc2)cc(Br)c2ccccc12	1.0	1	1.187	0.986
2	COc1ccc(S(=O)(=O)N(CC(=O)Nc2cccc(C)c2C)c2ccc(C)c(C)c2)cc1	1.0	0	0.0	0.979
2	OC(CC1CCN(Cc2ccccc2)CC1)c1ccc(Cl)c(Cl)c1	1.0	0	0.808	0.962
3	COc1ccc2nc(Nc3nc(C)cc(O)n3)nc(C)c2c1	1.0	1	0.959	0.959
3	COc1ccccc1NC(=O)COc1ccc(Br)cc1C	1.0	0	0.873	0.991
3	COC(C)c1cccn2c(NC3CCCCC3)c(-c3ccccc3Cl)nc12	1.0	1	1.069	0.873
3	CCCC1COC(=O)C(C)NC(=O)C=CCCCCCC(=O)OCC1	1.0	0	0.801	0.448
3	O=C(O)c1ccc2[nH]c(-c3ccccc3)nc2c1	1.0	0	0.837	0.989
3	N#Cc1c(O)nc(SCc2ccccc2Br)c(C#N)c1-c1cccs1	1.0	1	0.922	0.92
3	Cc1c(-c2ccc(Cl)cc2)nc(C)c(Cl)c1C#N	1.0	1	1.154	0.966
3	CCOc1ccc2c(c1)=CC(Cc1ccncc1)=C2C	0.0	0	0.0	0.0
3	CC(C)C(OC(=O)Nc1ccccc1)C(=O)Nc1ccc(S(N)(=O)=O)cc1	1.0	0	0.778	0.953
3	Cc1ccccc1N1C(=O)CC(=O)N1CCc1ccccc1	1.0	1	1.218	0.963
3	O=C(CCCC(=O)c1ccc(Cl)cc1)NCc1ccccn1	1.0	1	0.961	0.987
3	C=CCn1c(=O)c(C(=O)NCc2ccccc2Cl)c(O)c2ccccc21	1.0	1	0.922	0.974
3	COCCNc1ccc([N+](=O)[O-])c2cccnc12	1.0	0	0.899	0.975
3	Cc1cccc(C(O)c2cc(-c3cccc(C#N)c3)c3ccccc3n2)c1	1.0	0	0.883	0.935
3	COc1cc(NC(=O)Nc2ccc(Cl)cn2)ccc1C	1.0	0	0.767	0.987
3	O=C(Cc1ccc(F)cc1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1	1.0	0	0.681	0.984
3	Cc1nc(-c2ccc(OCCF)c(NS(C)(=O)=O)c2F)c(C)c(C)c1O	1.0	1	0.903	0.895
3	O=C(CCSc1nc(O)cc(-c2ccccc2)n1)NN1CCCCC1	1.0	0	0.87	0.955
3	CCN(CC)c1ccc(C=C(C(=O)O)c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-]	1.0	0	0.0	0.947
3	CCS(=O)(=O)N1CCC(C)(N2CCC(NC)CC2)CC1	1.0	0	0.882	0.918
3	Cn1ccc(C(=O)NC(Cc2ccc(Cl)cc2)C(=O)NC2CCCC(O)C2)n1	1.0	0	0.871	0.828
3	CCN(CC(=O)NCCc1ccc(F)cc1)Cc1cc(OC)c(O)c([N+](=O)[O-])c1[N+](=O)[O-]	1.0	0	0.0	0.939
3	CCn1c(SCC(=O)Nc2cccc(OC)c2)nnc1C(F)(F)F	1.0	0	0.827	0.975
3	O=C(Nc1ccc(F)cc1)c1ccccc1Cl	1.0	1	0.902	0.995
3	COc1cccc2c(O)nc(C)nc12	1.0	0	0.822	0.972
3	CC(C)(C)C(=O)Nc1cc(-c2cccnc2)nn1Cc1cccc(Cl)c1	1.0	1	0.905	0.968
3	COc1ccccc1CC(=O)Nc1ccc(S(=O)(=O)Nc2occc2C)c(OC)c1	1.0	0	0.715	0.959
3	COc1cccc(C=Cc2ccc(NC(=O)c3ccccc3)cc2)c1O	1.0	0	0.746	0.987
3	O=C(O)c1cccc(N=S(O)(O)=Cc2ccccc2)c1	1.0	0	0.772	0.922
3	O=C(Oc1ccc([N+](=O)[O-])cc1)c1c(Cl)c2ccccc2n1CC(O)CO	1.0	0	0.8	0.9
3	CCCCCOc1ccc(C(=O)NCCc2csc(-c3ccc(F)cc3)n2)cc1	1.0	0	0.803	0.982
3	Cc1ccc(C(=O)CC2(O)C(=O)N(C)C(=O)N2C)cc1	1.0	1	1.063	0.876
3	Cc1ccc(S(=O)(=O)Cn2c(O)c(Cc3ccccc3)c3cc(C)ccc23)cc1	1.0	1	0.913	0.964
3	COc1cc(CNC(=O)C2CCCN(C(=O)c3ccccc3Br)C2)cc(OC)c1OC	1.0	0	0.0	0.946
3	CC(C)(C)c1ccc(OCC(F)F)c(Br)c1	1.0	0	0.794	0.972
3	CCc1ccccc1NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2Cl)cc1	1.0	0	0.0	0.977
3	CSc1ccc(C=Nn2nnnc2S)c[n+]1[O-]	1.0	1	0.901	0.508
3	Nc1ccccc1C#CCCO	1.0	0	0.783	0.967
3	CN(C(=O)CSc1nc2ccc(Cl)cc2s1)C1CCCCC1	1.0	0	0.872	0.971
3	Fc1cc(-c2cc(F)c(F)cc2F)cc(-n2cnc3cc(N4CCNCC4)ccc32)c1	1.0	0	0.0	0.939
3	CC(=O)C=C1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1	1.0	1	0.987	0.954
3	Cc1cc(C)cc(-n2c(SCC(=O)O)nc3ccccc3[n+]2C)c1	0.0	0	0.0	0.0
3	Cc1cccc(C)c1SCC(=O)Nc1ccccc1NC(=O)c1ccccc1Cl	1.0	0	0.724	0.981
3	COc1ccccc1Nc1nc(N)nc(S)n1	1.0	0	0.877	0.957
3	COc1ccc(OC)c(S(=O)(=O)NC(C)C)c1Cl	1.0	0	0.899	0.971
3	O=C(NO)c1ccc(C(=O)NN=Cc2cc(Br)cc(Br)c2O)cc1	1.0	0	0.767	0.967
3	O=C(CSc1nnnn1Cc1ccccc1)NCc1cccs1	1.0	0	0.877	0.979
3	Cc1ccc(O)c(-c2cc(C(=O)O)c3ccccc3n2)c1	1.0	0	0.89	0.985
3	COc1ccc(S(=O)(=O)N2CCc3ccccc3C2)c(Cl)c1	1.0	1	0.974	0.983
3	Oc1cccc(C(O)O)c1-c1ccccc1	1.0	1	0.953	0.982
3	CC(C)=CN1CCc2nc3ccc(C)cc3c(=O)n2C1	1.0	1	1.036	0.89
3	CN(C)CCCN1C(=O)C(Cc2ccccc2)(c2ccccc2)CCC1=O	1.0	1	0.974	0.925
3	CCN(CC)S(=O)(=O)Nc1ccccc1C#N	1.0	0	0.886	0.97
3	Cn1nc(N2CCCC2)c2c1-c1nc(Cl)c(C(F)(F)F)cc1CC2	1.0	0	0.852	0.883
3	Clc1ccc2nc(-c3ccc(Br)cc3)c(N3CCOCC3)nc2c1	1.0	1	1.002	0.976
3	CC1(O)c2cnccc2C(=NO)C1c1ccccc1F	1.0	1	1.092	0.659
3	Cc1ccc(OCc2nnc(SCC(=O)Nc3ccc(F)cc3)n2Cc2ccco2)cc1	1.0	0	0.0	0.974
3	COC(=O)c1cc(NS(=O)(=O)c2ccc(NC3CCCCC3)c([N+](=O)[O-])c2)cc(C(=O)OC)c1	1.0	0	0.0	0.962
3	Clc1ccc(Cc2nnc(-c3ccccc3)o2)cc1	1.0	1	1.097	0.99
3	COc1cc2c(cc1OC)C(COc1cccc(C(F)(F)F)c1)N(C)CC2	1.0	0	0.886	0.924
3	COc1ccc(C(Nc2ccccn2)c2ccsc2)c(OC)c1OC	1.0	1	0.954	0.909
3	Cc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1	1.0	1	0.912	0.992
3	CONC(=O)c1ccc(NCc2ccccc2-c2ccc(Cl)cc2)cc1	1.0	1	0.932	0.985
3	O=C(COc1ccc(F)cc1)Nc1nccs1	1.0	1	0.971	0.989
3	Nc1ccc(C#Cc2ccccc2)cc1	1.0	0	0.808	0.988
3	CCOC(=O)C1=C(C)N=C(Nc2cccc(C)c2)NC1c1cc(Br)c(O)c(OC)c1OC	1.0	0	0.0	0.79
3	O=C(Nc1cccc(-c2nccc(-c3ccco3)n2)c1)c1cccc(Cl)c1	1.0	0	0.777	0.979
3	O=C(Nc1ccccc1C(=O)OCC(=O)c1ccccc1)c1ccco1	1.0	0	0.776	0.987
3	O=S1(=O)Nc2cccc(Br)c2C1(F)F	1.0	0	0.706	0.725
3	O=C(CN1c2ccccc2S(=O)(=O)c2ccccc21)Nc1ccc2c(c1)OCO2	1.0	0	0.9	0.965
3	CCN(C(=O)c1ccccc1Cl)C1CCCCC1	1.0	1	0.969	0.987
3	COc1ccc(-c2nc(NC(=O)c3ccccc3)cs2)cc1OC	1.0	0	0.749	0.985
3	COc1nc2c(N)nc(NC3CNC(=O)CC3)nc2n1C	1.0	1	1.053	0.782
3	O=C(C1=C(c2ccc(Cl)cc2)CCC1)N1CCCCC1	1.0	1	1.144	0.976
3	COCc1cc(C)nc(SCC(=O)Nc2ccc(F)c(F)c2)c1C#N	1.0	0	0.825	0.964
3	NC(=O)CSc1nc2ccccc2[nH]1	1.0	0	0.838	0.982
3	Nc1nc2nc(-c3ccccc3Cl)cc(-c3ccccc3)c2c2nc3ccccc3n12	1.0	0	0.0	0.958
3	O=C(O)CC(=N[SH](O)(O)=O)c1ccccc1[N+](=O)[O-]	1.0	0	0.0	0.695
3	O=S(=O)(c1ccc2oc(O)nc2c1)CNCC1CC1	1.0	1	1.079	0.924
3	Cc1ccc(OC(C)C(=O)CCN2CCCCC2)cc1C	1.0	1	0.959	0.952
3	CCC(=O)N1CCC(Oc2ncnc3ccc(-c4ccccc4OC)cc23)CC1	1.0	0	0.778	0.968
3	O=C1c2ccccc2CN1CC(=O)N1CCOCC1	1.0	1	1.038	0.98
3	COCCCNC(=O)Nc1ccc(S(=O)(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1	1.0	0	0.0	0.966
3	O=[N+]([O-])c1cccc(C#CC[n+]2cccc(Cl)c2)c1	1.0	0	0.793	0.879
3	CC(=O)Nc1cc(C(C)C)c(O)c(C(C)C)c1	1.0	0	0.756	0.973
