Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	ColorScore	Overlap	Unnamed: 14	Active
ZINC03185845_42	1G3E.pdb_1GHZ.pdb_1QB6.pdb	395	0.514	0.41	0.105	1.609	1.328	0.281	0.515	0.372	0.143	-3.965	2127.98		0
ZINC04355779_12	1G3E.pdb_1GHZ.pdb_1QB6.pdb	400	0.514	0.423	0.092	1.511	1.269	0.242	0.516	0.388	0.128	-3.568	2222.259		0
ZINC03952614_161	1G3E.pdb_1GHZ.pdb_1QB6.pdb	396	0.514	0.363	0.151	1.514	1.1	0.414	0.543	0.351	0.192	-5.317	2013.687		0
ZINC03938554_196	1G3E.pdb_1GHZ.pdb_1QB6.pdb	399	0.514	0.367	0.146	1.507	1.122	0.385	0.544	0.353	0.191	-5.303	2024.635		0
ZINC03517673_154	1G3E.pdb_1GHZ.pdb_1QB6.pdb	398	0.514	0.366	0.148	1.57	1.142	0.428	0.534	0.35	0.184	-5.088	2005.857		0
ZINC02130567_154	1G3E.pdb_1GHZ.pdb_1QB6.pdb	397	0.514	0.384	0.13	1.473	1.143	0.33	0.543	0.367	0.176	-4.894	2102.005		0
ZINC03834186_99	1G3E.pdb_1GHZ.pdb_1QB6.pdb	401	0.514	0.405	0.109	1.692	1.366	0.327	0.506	0.366	0.14	-3.882	2090.205		1
ZINC03821014_24	1G3E.pdb_1GHZ.pdb_1QB6.pdb	390	0.514	0.401	0.114	1.506	1.223	0.283	0.533	0.373	0.16	-4.447	2139.236		0
ZINC02665348_95	1G3E.pdb_1GHZ.pdb_1QB6.pdb	391	0.514	0.388	0.126	1.491	1.172	0.319	0.539	0.367	0.172	-4.79	2103.85		0
ZINC03524549_67	1G3E.pdb_1GHZ.pdb_1QB6.pdb	392	0.514	0.369	0.146	1.649	1.253	0.396	0.53	0.343	0.187	-5.19	1963.033		0
ZINC03819918_119	1G3E.pdb_1GHZ.pdb_1QB6.pdb	389	0.514	0.388	0.126	1.62	1.266	0.354	0.523	0.358	0.164	-4.55	2051.248		0
ZINC03987019_132	1G3E.pdb_1GHZ.pdb_1QB6.pdb	388	0.514	0.397	0.117	1.579	1.263	0.316	0.524	0.367	0.157	-4.363	2098.639		0
ZINC03832371_139	1G3E.pdb_1GHZ.pdb_1QB6.pdb	404	0.513	0.384	0.13	1.409	1.077	0.331	0.549	0.373	0.176	-4.888	2144.141		1
ZINC04383601_46	1G3E.pdb_1GHZ.pdb_1QB6.pdb	410	0.513	0.369	0.144	1.529	1.131	0.397	0.538	0.354	0.184	-5.099	2030.254		0
ZINC02130616_25	1G3E.pdb_1GHZ.pdb_1QB6.pdb	403	0.513	0.403	0.11	1.471	1.197	0.274	0.534	0.378	0.155	-4.326	2168.795		0
ZINC03599114_59	1G3E.pdb_1GHZ.pdb_1QB6.pdb	402	0.513	0.344	0.169	1.636	1.208	0.429	0.543	0.325	0.218	-6.055	1855.632		0
ZINC04001514_101	1G3E.pdb_1GHZ.pdb_1QB6.pdb	408	0.513	0.394	0.119	1.531	1.219	0.312	0.53	0.368	0.162	-4.495	2106.785		0
ZINC04410159_70	1G3E.pdb_1GHZ.pdb_1QB6.pdb	409	0.513	0.391	0.122	1.63	1.302	0.328	0.521	0.358	0.163	-4.522	2049.959		0
ZINC00719055_39	1G3E.pdb_1GHZ.pdb_1QB6.pdb	407	0.513	0.358	0.155	1.544	1.134	0.41	0.542	0.344	0.199	-5.515	1967.957		0
ZINC03969853_93	1G3E.pdb_1GHZ.pdb_1QB6.pdb	406	0.513	0.432	0.081	1.656	1.406	0.25	0.491	0.384	0.107	-2.964	2194.881		0
ZINC03807302_75	1G3E.pdb_1GHZ.pdb_1QB6.pdb	405	0.513	0.351	0.161	1.444	1.058	0.385	0.562	0.345	0.217	-6.044	1976.708		0
ZINC02402354_12	1G3E.pdb_1GHZ.pdb_1QB6.pdb	418	0.512	0.365	0.147	1.461	1.102	0.36	0.552	0.354	0.199	-5.526	2026.981		0
ZINC00962263_150	1G3E.pdb_1GHZ.pdb_1QB6.pdb	422	0.512	0.409	0.103	1.537	1.225	0.311	0.514	0.38	0.134	-3.705	2178.095		0
ZINC03323121_122	1G3E.pdb_1GHZ.pdb_1QB6.pdb	420	0.512	0.397	0.115	1.62	1.263	0.357	0.512	0.367	0.145	-4.004	2098.88		0
ZINC00962264_174	1G3E.pdb_1GHZ.pdb_1QB6.pdb	412	0.512	0.411	0.101	1.534	1.231	0.304	0.512	0.382	0.131	-3.612	2188.418		0
ZINC02389477_183	1G3E.pdb_1GHZ.pdb_1QB6.pdb	411	0.512	0.383	0.129	1.569	1.229	0.341	0.53	0.358	0.172	-4.788	2047.23		0
ZINC03834141_193	1G3E.pdb_1GHZ.pdb_1QB6.pdb	415	0.512	0.366	0.145	1.544	1.122	0.422	0.534	0.352	0.182	-5.019	2019.607		1
ZINC01109283_36	1G3E.pdb_1GHZ.pdb_1QB6.pdb	416	0.512	0.364	0.148	1.641	1.188	0.453	0.524	0.345	0.18	-4.963	1972.513		0
ZINC04161158_39	1G3E.pdb_1GHZ.pdb_1QB6.pdb	417	0.512	0.35	0.162	1.709	1.268	0.441	0.53	0.326	0.204	-5.652	1863.342		0
ZINC03867662_123	1G3E.pdb_1GHZ.pdb_1QB6.pdb	419	0.512	0.364	0.149	1.645	1.236	0.409	0.529	0.34	0.189	-5.242	1944.818		0
ZINC00902681_38	1G3E.pdb_1GHZ.pdb_1QB6.pdb	421	0.512	0.42	0.092	1.401	1.162	0.239	0.526	0.397	0.129	-3.6	2278.014		0
ZINC03815827_105	1G3E.pdb_1GHZ.pdb_1QB6.pdb	413	0.512	0.395	0.117	1.403	1.101	0.301	0.541	0.381	0.16	-4.448	2190.249		1
ZINC03800681_155	1G3E.pdb_1GHZ.pdb_1QB6.pdb	414	0.512	0.35	0.161	1.51	1.071	0.439	0.546	0.342	0.203	-5.632	1962.223		0
ZINC03832369_183	1G3E.pdb_1GHZ.pdb_1QB6.pdb	436	0.511	0.381	0.13	1.605	1.286	0.319	0.531	0.352	0.18	-5.007	2010.397		1
ZINC00974236_29	1G3E.pdb_1GHZ.pdb_1QB6.pdb	435	0.511	0.311	0.201	1.502	1.02	0.482	0.565	0.309	0.256	-7.114	1769.086		0
ZINC02222762_155	1G3E.pdb_1GHZ.pdb_1QB6.pdb	434	0.511	0.409	0.103	1.45	1.156	0.294	0.524	0.387	0.136	-3.776	2223.37		0
ZINC02128211_5	1G3E.pdb_1GHZ.pdb_1QB6.pdb	433	0.511	0.388	0.123	1.582	1.241	0.341	0.522	0.361	0.162	-4.482	2064.008		0
ZINC03633212_124	1G3E.pdb_1GHZ.pdb_1QB6.pdb	437	0.511	0.401	0.11	1.497	1.235	0.261	0.532	0.373	0.159	-4.436	2134.909		0
ZINC02616762_57	1G3E.pdb_1GHZ.pdb_1QB6.pdb	438	0.511	0.428	0.083	1.532	1.289	0.243	0.503	0.39	0.113	-3.117	2235.642		0
ZINC02373588_126	1G3E.pdb_1GHZ.pdb_1QB6.pdb	432	0.511	0.375	0.137	1.682	1.288	0.394	0.519	0.346	0.173	-4.789	1977.037		0
ZINC02128808_166	1G3E.pdb_1GHZ.pdb_1QB6.pdb	430	0.511	0.386	0.125	1.439	1.109	0.33	0.54	0.372	0.167	-4.641	2136.794		0
ZINC03817194_165	1G3E.pdb_1GHZ.pdb_1QB6.pdb	431	0.511	0.37	0.142	1.485	1.177	0.308	0.558	0.35	0.208	-5.819	2005.136		0
ZINC00771641_175	1G3E.pdb_1GHZ.pdb_1QB6.pdb	428	0.511	0.391	0.12	1.394	1.097	0.297	0.545	0.378	0.168	-4.674	2167.758		0
ZINC03637651_34	1G3E.pdb_1GHZ.pdb_1QB6.pdb	427	0.511	0.376	0.135	1.613	1.295	0.318	0.536	0.346	0.19	-5.294	1979.371		0
ZINC02193238_152	1G3E.pdb_1GHZ.pdb_1QB6.pdb	426	0.511	0.389	0.122	1.563	1.201	0.362	0.521	0.365	0.156	-4.305	2091.915		0
ZINC03841640_173	1G3E.pdb_1GHZ.pdb_1QB6.pdb	429	0.511	0.389	0.123	1.468	1.139	0.329	0.535	0.371	0.164	-4.538	2127.987		0
ZINC03405586_151	1G3E.pdb_1GHZ.pdb_1QB6.pdb	425	0.511	0.364	0.147	1.713	1.26	0.453	0.518	0.339	0.179	-4.948	1936.286		0
ZINC01865099_130	1G3E.pdb_1GHZ.pdb_1QB6.pdb	424	0.511	0.414	0.097	1.583	1.304	0.279	0.507	0.377	0.129	-3.584	2160.448		0
ZINC03552654_116	1G3E.pdb_1GHZ.pdb_1QB6.pdb	423	0.511	0.397	0.114	1.595	1.276	0.319	0.516	0.365	0.151	-4.177	2091.407		0
ZINC03819919_188	1G3E.pdb_1GHZ.pdb_1QB6.pdb	439	0.511	0.371	0.139	1.61	1.203	0.406	0.524	0.349	0.175	-4.831	2000.764		0
ZINC03840253_108	1G3E.pdb_1GHZ.pdb_1QB6.pdb	440	0.511	0.416	0.095	1.586	1.345	0.241	0.512	0.376	0.136	-3.784	2149.366		0
ZINC03840234_26	1G3E.pdb_1GHZ.pdb_1QB6.pdb	441	0.511	0.353	0.158	1.581	1.187	0.394	0.544	0.335	0.209	-5.805	1915.923		0
ZINC02408724_186	1G3E.pdb_1GHZ.pdb_1QB6.pdb	442	0.511	0.383	0.128	1.538	1.16	0.377	0.526	0.364	0.162	-4.486	2086.452		0
ZINC03946130_90	1G3E.pdb_1GHZ.pdb_1QB6.pdb	443	0.511	0.359	0.152	1.546	1.13	0.416	0.537	0.345	0.193	-5.343	1974.169		0
ZINC02131330_129	1G3E.pdb_1GHZ.pdb_1QB6.pdb	451	0.51	0.385	0.125	1.412	1.105	0.307	0.545	0.371	0.174	-4.848	2128.851		0
ZINC03992806_76	1G3E.pdb_1GHZ.pdb_1QB6.pdb	452	0.51	0.407	0.103	1.567	1.274	0.294	0.511	0.375	0.136	-3.772	2144.591		0
ZINC03333552_49	1G3E.pdb_1GHZ.pdb_1QB6.pdb	453	0.51	0.35	0.16	1.566	1.136	0.43	0.539	0.336	0.203	-5.637	1923.121		0
ZINC03924186_85	1G3E.pdb_1GHZ.pdb_1QB6.pdb	449	0.51	0.382	0.128	1.529	1.152	0.377	0.526	0.364	0.162	-4.483	2087.016		0
ZINC02315723_73	1G3E.pdb_1GHZ.pdb_1QB6.pdb	448	0.51	0.411	0.1	1.516	1.259	0.258	0.518	0.379	0.139	-3.879	2168.587		0
ZINC00767140_13	1G3E.pdb_1GHZ.pdb_1QB6.pdb	444	0.51	0.378	0.132	1.453	1.103	0.351	0.539	0.365	0.174	-4.837	2094.775		0
ZINC02860446_84	1G3E.pdb_1GHZ.pdb_1QB6.pdb	445	0.51	0.406	0.104	1.405	1.134	0.271	0.532	0.388	0.144	-4.001	2225.142		0
ZINC03852886_74	1G3E.pdb_1GHZ.pdb_1QB6.pdb	450	0.51	0.392	0.119	1.512	1.192	0.319	0.527	0.368	0.159	-4.401	2111.402		0
ZINC03449894_137	1G3E.pdb_1GHZ.pdb_1QB6.pdb	447	0.51	0.334	0.176	1.669	1.141	0.528	0.53	0.321	0.209	-5.775	1834.675		0
ZINC03955054_123	1G3E.pdb_1GHZ.pdb_1QB6.pdb	446	0.51	0.366	0.143	1.451	1.121	0.33	0.554	0.352	0.202	-5.642	2020.068		0
ZINC02971927_113	1G3E.pdb_1GHZ.pdb_1QB6.pdb	461	0.509	0.368	0.141	1.564	1.173	0.391	0.53	0.349	0.181	-5.02	1996.485		0
ZINC03927446_82	1G3E.pdb_1GHZ.pdb_1QB6.pdb	454	0.509	0.391	0.119	1.527	1.208	0.319	0.525	0.366	0.159	-4.406	2097.809		0
ZINC03841617_161	1G3E.pdb_1GHZ.pdb_1QB6.pdb	465	0.509	0.394	0.116	1.422	1.144	0.277	0.541	0.375	0.165	-4.617	2152.205		0
ZINC03022380_55	1G3E.pdb_1GHZ.pdb_1QB6.pdb	460	0.509	0.368	0.141	1.666	1.23	0.436	0.517	0.344	0.172	-4.761	1970.368		0
ZINC03852886_19	1G3E.pdb_1GHZ.pdb_1QB6.pdb	468	0.509	0.412	0.097	1.504	1.238	0.266	0.514	0.382	0.132	-3.67	2187.13		0
ZINC03942063_108	1G3E.pdb_1GHZ.pdb_1QB6.pdb	463	0.509	0.363	0.145	1.437	1.072	0.366	0.549	0.355	0.194	-5.397	2035.038		0
ZINC02161467_25	1G3E.pdb_1GHZ.pdb_1QB6.pdb	459	0.509	0.389	0.12	1.563	1.245	0.318	0.523	0.361	0.161	-4.481	2068.669		0
ZINC00762664_14	1G3E.pdb_1GHZ.pdb_1QB6.pdb	458	0.509	0.356	0.153	1.632	1.191	0.442	0.526	0.336	0.19	-5.252	1925.012		0
ZINC04619441_14	1G3E.pdb_1GHZ.pdb_1QB6.pdb	457	0.509	0.369	0.14	1.554	1.151	0.403	0.528	0.352	0.176	-4.87	2019.224		0
ZINC01548257_124	1G3E.pdb_1GHZ.pdb_1QB6.pdb	456	0.509	0.378	0.131	1.622	1.274	0.348	0.523	0.349	0.173	-4.807	1998.546		0
ZINC01834069_150	1G3E.pdb_1GHZ.pdb_1QB6.pdb	455	0.509	0.351	0.158	1.591	1.109	0.482	0.53	0.339	0.191	-5.27	1942.169		0
ZINC03927446_83	1G3E.pdb_1GHZ.pdb_1QB6.pdb	464	0.509	0.39	0.119	1.527	1.206	0.32	0.525	0.366	0.159	-4.425	2094.311		0
ZINC04360805_78	1G3E.pdb_1GHZ.pdb_1QB6.pdb	462	0.509	0.389	0.12	1.622	1.265	0.357	0.513	0.36	0.153	-4.236	2058.091		0
ZINC04080451_118	1G3E.pdb_1GHZ.pdb_1QB6.pdb	466	0.509	0.397	0.112	1.487	1.208	0.279	0.529	0.372	0.158	-4.39	2130.787		0
ZINC03867781_188	1G3E.pdb_1GHZ.pdb_1QB6.pdb	467	0.509	0.355	0.154	1.59	1.204	0.386	0.539	0.335	0.205	-5.695	1914.075		0
ZINC03010371_12	1G3E.pdb_1GHZ.pdb_1QB6.pdb	481	0.508	0.368	0.14	1.509	1.168	0.34	0.542	0.35	0.192	-5.354	2003.476		0
ZINC00770994_135	1G3E.pdb_1GHZ.pdb_1QB6.pdb	478	0.508	0.381	0.127	1.457	1.144	0.312	0.54	0.364	0.176	-4.911	2084.561		0
ZINC00902617_35	1G3E.pdb_1GHZ.pdb_1QB6.pdb	479	0.508	0.421	0.087	1.375	1.163	0.212	0.526	0.397	0.129	-3.6	2279.486		0
ZINC03891130_113	1G3E.pdb_1GHZ.pdb_1QB6.pdb	482	0.508	0.368	0.14	1.52	1.183	0.337	0.542	0.348	0.194	-5.396	1992.019		0
ZINC03971723_159	1G3E.pdb_1GHZ.pdb_1QB6.pdb	483	0.508	0.327	0.181	1.636	1.126	0.51	0.534	0.315	0.219	-6.054	1803.332		0
ZINC03633177_37	1G3E.pdb_1GHZ.pdb_1QB6.pdb	484	0.508	0.398	0.11	1.493	1.232	0.261	0.529	0.371	0.159	-4.436	2122.317		0
ZINC02345449_27	1G3E.pdb_1GHZ.pdb_1QB6.pdb	477	0.508	0.376	0.132	1.472	1.149	0.324	0.541	0.358	0.183	-5.087	2054.553		0
ZINC02345449_36	1G3E.pdb_1GHZ.pdb_1QB6.pdb	476	0.508	0.382	0.126	1.472	1.161	0.311	0.538	0.362	0.175	-4.888	2077.349		0
ZINC00962261_79	1G3E.pdb_1GHZ.pdb_1QB6.pdb	471	0.508	0.405	0.103	1.528	1.217	0.311	0.511	0.378	0.134	-3.696	2164.044		0
ZINC03325703_91	1G3E.pdb_1GHZ.pdb_1QB6.pdb	470	0.508	0.326	0.182	1.839	1.259	0.58	0.515	0.305	0.21	-5.789	1742.807		0
ZINC02135330_78	1G3E.pdb_1GHZ.pdb_1QB6.pdb	473	0.508	0.383	0.125	1.48	1.16	0.32	0.535	0.364	0.171	-4.745	2086.341		0
ZINC01489009_86	1G3E.pdb_1GHZ.pdb_1QB6.pdb	480	0.508	0.39	0.117	1.581	1.232	0.35	0.514	0.364	0.15	-4.154	2082.61		0
ZINC02345452_63	1G3E.pdb_1GHZ.pdb_1QB6.pdb	475	0.508	0.372	0.136	1.471	1.14	0.332	0.543	0.356	0.187	-5.204	2039.48		0
ZINC03966572_99	1G3E.pdb_1GHZ.pdb_1QB6.pdb	474	0.508	0.391	0.117	1.42	1.105	0.315	0.534	0.377	0.157	-4.344	2165.459		0
ZINC01760987_72	1G3E.pdb_1GHZ.pdb_1QB6.pdb	469	0.508	0.335	0.173	1.386	1.027	0.359	0.583	0.332	0.251	-7.052	1903.338		0
ZINC03356245_10	1G3E.pdb_1GHZ.pdb_1QB6.pdb	472	0.508	0.384	0.124	1.712	1.323	0.389	0.505	0.351	0.154	-4.253	2008.825		0
ZINC03867942_185	1G3E.pdb_1GHZ.pdb_1QB6.pdb	487	0.507	0.31	0.196	1.659	1.142	0.517	0.539	0.299	0.24	-6.648	1708.852		0
ZINC00902658_61	1G3E.pdb_1GHZ.pdb_1QB6.pdb	485	0.507	0.418	0.089	1.365	1.14	0.225	0.526	0.397	0.129	-3.6	2280.533		0
ZINC03840233_65	1G3E.pdb_1GHZ.pdb_1QB6.pdb	495	0.507	0.353	0.154	1.506	1.135	0.371	0.547	0.339	0.209	-5.815	1939.819		0
ZINC03801144_80	1G3E.pdb_1GHZ.pdb_1QB6.pdb	498	0.507	0.364	0.143	1.65	1.209	0.441	0.518	0.343	0.175	-4.822	1961.854		0
ZINC03974519_183	1G3E.pdb_1GHZ.pdb_1QB6.pdb	499	0.507	0.367	0.14	1.506	1.17	0.336	0.542	0.349	0.193	-5.383	1996.2		0
ZINC00902607_36	1G3E.pdb_1GHZ.pdb_1QB6.pdb	500	0.507	0.415	0.092	1.395	1.156	0.239	0.523	0.393	0.129	-3.6	2258.031		0
ZINC03825961_91	1G3E.pdb_1GHZ.pdb_1QB6.pdb	494	0.507	0.384	0.123	1.552	1.206	0.346	0.521	0.36	0.161	-4.45	2061.673		0
ZINC04056952_121	1G3E.pdb_1GHZ.pdb_1QB6.pdb	486	0.507	0.342	0.166	1.571	1.148	0.422	0.541	0.327	0.214	-5.941	1872.845		0
ZINC04151689_176	1G3E.pdb_1GHZ.pdb_1QB6.pdb	489	0.507	0.35	0.158	1.575	1.182	0.393	0.54	0.332	0.208	-5.789	1899.005		0
ZINC04627373_98	1G3E.pdb_1GHZ.pdb_1QB6.pdb	488	0.507	0.346	0.16	1.61	1.173	0.437	0.532	0.329	0.202	-5.606	1884.372		0
ZINC03387210_37	1G3E.pdb_1GHZ.pdb_1QB6.pdb	496	0.507	0.375	0.131	1.652	1.286	0.367	0.516	0.346	0.17	-4.708	1980.323		0
ZINC04469531_183	1G3E.pdb_1GHZ.pdb_1QB6.pdb	490	0.507	0.367	0.14	1.506	1.17	0.336	0.542	0.349	0.193	-5.383	1996.2		0
ZINC03874136_178	1G3E.pdb_1GHZ.pdb_1QB6.pdb	491	0.507	0.34	0.167	1.604	1.144	0.461	0.534	0.326	0.208	-5.757	1864.691		0
ZINC03987407_4	1G3E.pdb_1GHZ.pdb_1QB6.pdb	497	0.507	0.35	0.157	1.569	1.14	0.428	0.534	0.335	0.199	-5.5	1919.887		0
ZINC03274648_106	1G3E.pdb_1GHZ.pdb_1QB6.pdb	493	0.507	0.392	0.115	1.632	1.275	0.357	0.506	0.361	0.145	-4.004	2066.583		0
ZINC03342986_72	1G3E.pdb_1GHZ.pdb_1QB6.pdb	492	0.507	0.433	0.074	1.445	1.266	0.179	0.509	0.397	0.113	-3.155	2272.886		0
ZINC03840237_91	1G3E.pdb_1GHZ.pdb_1QB6.pdb	509	0.506	0.352	0.154	1.522	1.152	0.37	0.545	0.337	0.208	-5.804	1928.24		0
ZINC03938550_174	1G3E.pdb_1GHZ.pdb_1QB6.pdb	501	0.506	0.36	0.145	1.481	1.142	0.34	0.547	0.345	0.202	-5.647	1975.614		0
ZINC03816706_137	1G3E.pdb_1GHZ.pdb_1QB6.pdb	505	0.506	0.402	0.104	1.476	1.225	0.251	0.525	0.374	0.15	-4.19	2144.862		0
ZINC03801225_140	1G3E.pdb_1GHZ.pdb_1QB6.pdb	502	0.506	0.375	0.131	1.527	1.161	0.365	0.526	0.356	0.169	-4.693	2042.571		0
ZINC03821284_91	1G3E.pdb_1GHZ.pdb_1QB6.pdb	503	0.506	0.397	0.109	1.61	1.3	0.309	0.507	0.364	0.143	-3.971	2081.618		0
ZINC01840042_134	1G3E.pdb_1GHZ.pdb_1QB6.pdb	514	0.506	0.409	0.097	1.549	1.269	0.279	0.506	0.376	0.129	-3.586	2154.569		0
ZINC03352882_122	1G3E.pdb_1GHZ.pdb_1QB6.pdb	508	0.506	0.355	0.151	1.556	1.161	0.395	0.535	0.339	0.197	-5.459	1938.101		0
ZINC03841097_179	1G3E.pdb_1GHZ.pdb_1QB6.pdb	510	0.506	0.398	0.108	1.493	1.212	0.281	0.522	0.372	0.149	-4.151	2132.554		0
ZINC03351758_111	1G3E.pdb_1GHZ.pdb_1QB6.pdb	511	0.506	0.387	0.119	1.675	1.3	0.375	0.504	0.355	0.149	-4.103	2031.73		0
ZINC02138809_59	1G3E.pdb_1GHZ.pdb_1QB6.pdb	504	0.506	0.381	0.125	1.456	1.136	0.32	0.535	0.364	0.171	-4.745	2087.415		0
ZINC01838798_5	1G3E.pdb_1GHZ.pdb_1QB6.pdb	512	0.506	0.382	0.124	1.575	1.227	0.348	0.518	0.357	0.161	-4.469	2043.703		0
ZINC02352011_124	1G3E.pdb_1GHZ.pdb_1QB6.pdb	507	0.506	0.364	0.143	1.535	1.196	0.338	0.541	0.343	0.198	-5.517	1964.073		0
ZINC03867649_182	1G3E.pdb_1GHZ.pdb_1QB6.pdb	506	0.506	0.335	0.171	1.741	1.226	0.515	0.519	0.315	0.204	-5.633	1802.433		0
ZINC01821865_21	1G3E.pdb_1GHZ.pdb_1QB6.pdb	513	0.506	0.39	0.116	1.442	1.163	0.279	0.536	0.37	0.167	-4.649	2119.558		0
ZINC03852887_102	1G3E.pdb_1GHZ.pdb_1QB6.pdb	528	0.505	0.392	0.113	1.501	1.195	0.305	0.52	0.369	0.152	-4.209	2112.566		0
ZINC00902674_17	1G3E.pdb_1GHZ.pdb_1QB6.pdb	522	0.505	0.413	0.091	1.389	1.15	0.239	0.521	0.392	0.129	-3.595	2251.303		0
ZINC04222430_187	1G3E.pdb_1GHZ.pdb_1QB6.pdb	523	0.505	0.386	0.119	1.431	1.145	0.285	0.538	0.368	0.17	-4.752	2108.739		0
ZINC04627362_171	1G3E.pdb_1GHZ.pdb_1QB6.pdb	520	0.505	0.345	0.16	1.504	1.121	0.383	0.548	0.332	0.216	-6.006	1902.485		0
ZINC03342986_121	1G3E.pdb_1GHZ.pdb_1QB6.pdb	517	0.505	0.298	0.206	1.408	0.965	0.443	0.58	0.302	0.279	-7.791	1729.194		0
ZINC02129008_115	1G3E.pdb_1GHZ.pdb_1QB6.pdb	519	0.505	0.381	0.123	1.588	1.247	0.341	0.516	0.355	0.162	-4.482	2028.986		0
ZINC03840228_132	1G3E.pdb_1GHZ.pdb_1QB6.pdb	521	0.505	0.391	0.114	1.544	1.249	0.295	0.519	0.363	0.157	-4.352	2076.435		0
ZINC02138806_26	1G3E.pdb_1GHZ.pdb_1QB6.pdb	515	0.505	0.395	0.11	1.453	1.168	0.285	0.526	0.374	0.152	-4.217	2144.287		0
ZINC03867942_133	1G3E.pdb_1GHZ.pdb_1QB6.pdb	526	0.505	0.357	0.149	1.675	1.267	0.408	0.521	0.332	0.189	-5.246	1895.97		0
ZINC04191513_97	1G3E.pdb_1GHZ.pdb_1QB6.pdb	525	0.505	0.404	0.101	1.656	1.365	0.29	0.499	0.364	0.134	-3.725	2083.112		0
ZINC02224425_59	1G3E.pdb_1GHZ.pdb_1QB6.pdb	527	0.505	0.398	0.107	1.495	1.213	0.282	0.519	0.372	0.146	-4.066	2132.671		0
ZINC00814141_120	1G3E.pdb_1GHZ.pdb_1QB6.pdb	524	0.505	0.411	0.094	1.505	1.247	0.258	0.509	0.38	0.128	-3.561	2179.643		0
ZINC03850343_163	1G3E.pdb_1GHZ.pdb_1QB6.pdb	516	0.505	0.382	0.123	1.587	1.271	0.316	0.521	0.353	0.168	-4.662	2021.081		0
ZINC03841661_131	1G3E.pdb_1GHZ.pdb_1QB6.pdb	518	0.505	0.385	0.119	1.417	1.131	0.285	0.539	0.369	0.17	-4.752	2116.159		0
ZINC03625422_140	1G3E.pdb_1GHZ.pdb_1QB6.pdb	538	0.504	0.358	0.146	1.547	1.206	0.341	0.54	0.337	0.203	-5.67	1929.502		0
ZINC04217908_151	1G3E.pdb_1GHZ.pdb_1QB6.pdb	536	0.504	0.405	0.099	1.661	1.36	0.301	0.495	0.366	0.129	-3.574	2090.556		0
ZINC00720208_1	1G3E.pdb_1GHZ.pdb_1QB6.pdb	543	0.504	0.393	0.111	1.494	1.192	0.301	0.52	0.37	0.15	-4.162	2117.597		0
ZINC03938552_54	1G3E.pdb_1GHZ.pdb_1QB6.pdb	540	0.504	0.351	0.153	1.506	1.088	0.418	0.535	0.342	0.194	-5.368	1958.669		0
ZINC00761797_164	1G3E.pdb_1GHZ.pdb_1QB6.pdb	542	0.504	0.404	0.1	1.572	1.251	0.321	0.501	0.374	0.127	-3.509	2140.501		0
ZINC03304750_123	1G3E.pdb_1GHZ.pdb_1QB6.pdb	541	0.504	0.376	0.128	1.646	1.221	0.426	0.506	0.352	0.154	-4.247	2016.03		0
ZINC03987016_192	1G3E.pdb_1GHZ.pdb_1QB6.pdb	537	0.504	0.411	0.094	1.576	1.318	0.258	0.502	0.374	0.128	-3.56	2138.194		0
ZINC04468426_99	1G3E.pdb_1GHZ.pdb_1QB6.pdb	534	0.504	0.41	0.094	1.671	1.391	0.28	0.491	0.368	0.123	-3.415	2102.212		0
ZINC01865097_11	1G3E.pdb_1GHZ.pdb_1QB6.pdb	535	0.504	0.379	0.125	1.573	1.222	0.351	0.517	0.355	0.163	-4.509	2030.553		0
ZINC02132098_150	1G3E.pdb_1GHZ.pdb_1QB6.pdb	533	0.504	0.4	0.104	1.453	1.182	0.271	0.522	0.377	0.145	-4.02	2161.43		0
ZINC04083459_170	1G3E.pdb_1GHZ.pdb_1QB6.pdb	545	0.504	0.4	0.104	1.507	1.193	0.314	0.511	0.376	0.135	-3.733	2152.472		0
ZINC04222433_110	1G3E.pdb_1GHZ.pdb_1QB6.pdb	529	0.504	0.381	0.124	1.505	1.188	0.317	0.528	0.359	0.168	-4.681	2057.475		0
ZINC03633165_88	1G3E.pdb_1GHZ.pdb_1QB6.pdb	539	0.504	0.391	0.113	1.516	1.238	0.278	0.524	0.364	0.16	-4.454	2082.421		0
ZINC03842083_7	1G3E.pdb_1GHZ.pdb_1QB6.pdb	544	0.504	0.365	0.139	1.6	1.249	0.351	0.527	0.34	0.186	-5.183	1946.12		0
ZINC03841621_195	1G3E.pdb_1GHZ.pdb_1QB6.pdb	531	0.504	0.373	0.131	1.424	1.114	0.309	0.544	0.359	0.185	-5.152	2060.055		0
ZINC04289438_7	1G3E.pdb_1GHZ.pdb_1QB6.pdb	530	0.504	0.304	0.2	1.737	1.15	0.587	0.526	0.293	0.233	-6.432	1671.962		0
ZINC00852448_57	1G3E.pdb_1GHZ.pdb_1QB6.pdb	549	0.504	0.383	0.121	1.618	1.238	0.38	0.507	0.356	0.15	-4.151	2040.464		0
ZINC01107129_1	1G3E.pdb_1GHZ.pdb_1QB6.pdb	532	0.504	0.396	0.108	1.499	1.217	0.282	0.519	0.37	0.15	-4.162	2117.943		0
